报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),109379,70097,35641,139507,104758,57425,26496,123017,59093,36432,17928,155290,111767,79491,24202,182930,176917,186464,168353,191314,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),347,57,,1040,685,658,367,1918,1532,1252,679,247,113,23,,161,100,863,254,1553,
收到的其他与经营活动有关的现金(万元),1350,1436,188,1069,4569,474,407,1026,5149,4811,3851,1216,1357,923,7796,3513,1540,4067,3086,12143,
经营活动现金流入小计(万元),111075,71590,35830,141617,110011,58557,27271,125961,65773,42494,22458,156753,113236,80437,31998,186605,178557,191394,171692,205010,
购买商品、接受劳务支付的现金(万元),79797,48442,23518,104645,79427,46063,20698,102439,56575,37889,18822,104723,72443,39494,5440,122021,138014,144422,135194,163913,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),12480,7758,4005,14920,11856,7159,3495,13265,8015,5867,2730,12338,8208,5941,3009,12907,13505,11681,8910,8046,
