报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),232934,139978,81512,342764,246036,152674,75532,262336,186500,138503,153036,134372,140443,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,
收到的税费返还(万元),8242,5106,1307,7896,5297,4247,1884,8113,3426,2301,3093,2303,2319,
收到的其他与经营活动有关的现金(万元),5055,4028,2478,5403,5083,3863,550,3791,2749,1721,3048,3638,2914,
经营活动现金流入小计(万元),246232,149112,85297,356062,256416,160784,77966,274239,192675,142525,159177,140313,145676,
购买商品、接受劳务支付的现金(万元),112720,56514,33131,146504,101655,64219,32917,112138,83868,67278,82217,90413,108359,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),14952,10765,6428,16767,12643,8621,5077,14708,12092,8929,10403,10199,9073,
支付的各项税费(万元),36873,29558,20250,43815,39470,25645,11160,45804,20072,14671,11532,8568,11574,
支付的其他与经营活动有关的现金(万元),21483,15727,6609,27439,20534,13338,4208,22515,19031,13653,15702,16472,15093,
经营活动现金流出小计(万元),186028,112565,66419,234526,174303,111822,53362,195165,135063,104531,119853,125652,144099,
经营活动产生的现金流量净额(万元),60204,36547,18878,121537,82113,48962,24603,79074,57613,37995,39324,14660,1577,
收回投资所收到的现金(万元),103298,25507,2010,49375,22435,14929,12580,11916,65583,63422,274875,107120,43991,
取得投资收益所收到的现金(万元),300,300,,,,,,200,116,2406,292,605,803,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),120,137,52,171,94,67,34,120,2850,4150,1409,1787,44,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,742,742,,,,
收到的其他与投资活动有关的现金(万元),2403,2348,2336,10077,10186,10107,9581,10559,40608,40259,35595,86554,100560,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,
投资活动现金流入小计(万元),106121,28292,4398,59623,32715,25104,22195,22795,109899,110980,312171,196066,145398,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),12969,6863,3994,17303,11620,7805,3509,8886,11898,12312,9296,5952,14581,
投资所支付的现金(万元),208708,106184,18000,90641,55891,25241,6641,13671,45025,41633,270436,96678,42977,
