报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),79223,54496,30163,98591,74097,57560,33861,106593,79122,51021,32672,88520,70721,41728,21050,75562,60120,35751,19835,75733,72228,63841,58741,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),853,,,,,,,,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),400,593,7418,856,307,273,253,1920,657,309,186,1263,499,92,768,913,127,32,274,340,181,253,50,
经营活动现金流入小计(万元),80476,55089,37581,99447,74404,57833,34113,108513,79779,51330,32859,89782,71221,41820,21818,76475,60247,35782,20109,76073,72409,64094,58790,
购买商品、接受劳务支付的现金(万元),55997,33481,19504,71525,54014,41699,22584,78530,56613,38253,21143,54074,45382,26806,10025,48544,42847,24109,13388,50493,51041,48334,41563,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),4623,2976,1589,5427,3685,2629,1082,5951,4622,2911,2118,5318,4729,3296,1840,3979,3097,1954,1007,3938,3865,2557,1618,
支付的各项税费(万元),5201,5870,3739,6739,6142,4226,1696,8516,7481,5768,1885,9085,5786,4243,1678,7487,5446,4343,1453,5088,5817,3799,3663,
