报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),13827,9241,4362,24603,16860,11991,4934,21892,15015,10282,4493,16150,11215,7246,2935,14330,11020,8632,3181,16283,12616,8573,6901,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),737,481,372,838,638,401,98,1099,724,422,176,1658,1188,1074,388,1490,1490,482,,335,397,402,468,
收到的其他与经营活动有关的现金(万元),247,186,110,1320,1028,537,57,1001,396,393,1,473,216,64,2,538,49,16,0,647,241,239,82,
经营活动现金流入小计(万元),14811,9908,4844,26761,18526,12929,5088,23992,16135,11097,4669,18281,12619,8385,3326,16357,12559,9130,3182,17265,13253,9214,7452,
购买商品、接受劳务支付的现金(万元),3067,2319,1533,10557,5339,3274,1241,6654,3809,2717,1704,6671,5141,3123,1730,4210,3233,2814,1501,4759,4006,2140,1703,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),7900,5435,2779,10008,7546,5287,3209,7478,5715,3801,2167,5087,3276,2259,1153,3963,2912,2018,1108,3436,2438,1676,1279,
支付的各项税费(万元),1733,1250,382,1943,1208,1506,683,3422,2212,1487,506,2556,2057,1397,664,2280,1803,991,361,2650,2334,1693,1261,
支付的其他与经营活动有关的现金(万元),1660,1185,624,2203,2021,1234,423,1789,1554,1025,418,1472,1032,472,172,951,1006,478,294,1002,848,609,594,
经营活动现金流出小计(万元),14360,10189,5318,24710,16114,11300,5556,19344,13290,9030,4795,15786,11506,7250,3719,11405,8954,6301,3264,11847,9625,6118,4838,
经营活动产生的现金流量净额(万元),451,-281,-474,2050,2413,1629,-468,4648,2844,2067,-126,2495,1114,1135,-394,4952,3605,2829,-82,5418,3628,3096,2614,
收回投资所收到的现金(万元),9194,7118,1839,9590,17545,13096,10139,12982,10548,9893,5706,6933,,,,,,,,,,,,
取得投资收益所收到的现金(万元),6384,5966,1321,866,1917,1495,1189,2439,1977,690,488,41,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,200,,,,,,,,,,,,,,,,14,0,0,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,5,38,38,38,35,56,55,,128,124,66,23,117,72,50,21,218,113,122,81,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),15577,13084,3160,10660,19500,14630,11366,15457,12582,10639,6194,7101,124,66,23,117,72,50,21,232,114,122,81,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),4134,4011,3916,1062,904,636,621,1958,984,114,19,1778,920,168,32,2302,1925,1473,1093,3951,1741,3275,62,
投资所支付的现金(万元),15439,10506,1173,12713,21067,17553,11484,18835,17729,16495,5468,27890,,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,,6,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),19572,14517,5089,13775,21971,18189,12105,20793,18713,16610,5487,29668,920,168,32,2302,1925,1473,1093,3951,1741,3281,62,
投资活动产生的现金流量净额(万元),-3995,-1433,-1928,-3114,-2470,-3559,-739,-5336,-6131,-5971,707,-22567,-796,-102,-9,-2185,-1853,-1423,-1072,-3719,-1627,-3159,19,
吸收投资收到的现金(万元),,,,,,,,,,0,,20972,21722,21722,,,,,,,,,169,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),2531,2000,2000,2200,,,,,,,,,,,,,,,,,,,,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
筹资活动现金流入小计(万元),2531,2000,2000,2200,0,0,0,0,0,0,0,20972,21722,21722,0,0,0,0,0,0,0,0,169,
偿还债务支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
分配股利、利润或偿付利息所支付的现金(万元),157,98,48,1364,1364,1270,,801,801,801,,932,932,932,,1107,1107,1107,892,3069,675,,,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,,,,,,,,,,753,753,,,,,,,,,,
筹资活动现金流出小计(万元),157,98,48,1364,1364,1270,0,801,801,801,0,932,1685,1685,0,1107,1107,1107,892,3069,675,0,0,
筹资活动产生的现金流量净额(万元),2374,1902,1952,836,-1364,-1270,0,-801,-801,-801,0,20040,20037,20037,0,-1107,-1107,-1107,-892,-3069,-675,0,169,
汇率变动对现金及现金等价物的影响(万元),3,-1,-3,22,43,27,10,11,10,4,1,6,2,1,,2,1,1,,0,,,,
现金及现金等价物净增加额(万元),-1166,187,-453,-206,-1378,-3173,-1197,-1478,-4077,-4700,582,-27,20356,21071,-402,1662,646,299,-2045,-1369,1327,-63,2802,
加:期初现金及现金等价物余额(万元),4078,4078,4078,4284,4284,4284,4284,5761,5761,5761,5761,5788,5788,5788,5788,4127,4127,4127,4127,5496,4169,4233,1431,
期末现金及现金等价物余额(万元),2911,4264,3625,4078,2906,1111,3087,4284,1684,1061,6344,5761,26145,26860,5386,5788,4772,4426,2081,4127,5496,4169,4233,
净利润(万元),,3144,,-2742,,-71,,8070,,3930,,4436,,2675,,5169,,3053,,6146,4519,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,2412,,196,,43,,119,,89,,27,,78,,123,,83,,68,72,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,198,,473,,239,,431,,373,,403,,200,,122,,50,,103,105,,,
无形资产摊销(万元),,99,,43,,22,,32,,16,,26,,14,,27,,14,,26,21,,,
长期待摊费用摊销(万元),,229,,283,,113,,26,,3,,3,,0,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,-4,,,,,,,,,,,,,,,,-4,-0,,,
固定资产报废损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
公允价值变动损失(万元),,-355,,5865,,4212,,-1872,,-711,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,105,,-25,,11,,-46,,-20,,-133,,-70,,-119,,-50,,-218,-113,,,
投资损失(万元),,-4357,,946,,-1174,,-2439,,-704,,-41,,,,,,,,,,,,
递延所得税资产减少(万元),,-358,,-377,,-205,,-74,,-73,,33,,17,,-56,,-4,,11,-15,,,
递延所得税负债增加(万元),,0,,-281,,-281,,281,,107,,,,,,,,,,,,,,
存货的减少(万元),,382,,-807,,-437,,387,,-20,,-1604,,-507,,299,,-10,,-699,-690,,,
经营性应收项目的减少(万元),,2485,,-2388,,-667,,-1799,,-374,,-783,,-878,,-820,,-536,,-415,-85,,,
经营性应付项目的增加(万元),,-4265,,867,,-177,,1532,,-547,,126,,-394,,205,,227,,401,-184,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,,,
