报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),97504,84110,17525,82738,66761,48424,22972,96285,69832,44858,22917,47443,28279,14272,3787,15371,10561,12518,4970,9756,5771,3974,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),1,1,1,26,,,,,,,,,,,,,,,,,3,3,
收到的其他与经营活动有关的现金(万元),8695,7365,5789,1485,900,791,862,2149,694,720,117,450,321,315,84,727,441,329,289,374,322,101,
经营活动现金流入小计(万元),106200,91475,23315,84249,67661,49215,23834,98434,70526,45577,23034,47893,28599,14587,3871,16098,11002,12848,5259,10130,6096,4078,
购买商品、接受劳务支付的现金(万元),93413,72576,7574,47629,38004,26631,15223,69050,51947,33974,18084,33217,20897,11393,3726,10758,7779,8297,3395,5070,3312,2308,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),6149,4123,1847,7946,5800,3663,1833,4846,3401,1996,942,2404,1641,919,481,1478,1060,1366,672,1098,799,500,
支付的各项税费(万元),4925,4525,495,5338,5272,4564,633,2162,1535,1134,323,1754,1543,708,381,1012,883,1065,565,681,630,170,
支付的其他与经营活动有关的现金(万元),8946,5534,1808,5086,4503,2154,1608,3677,2574,1286,1382,2255,1234,803,541,1489,1048,1388,693,1252,1217,990,
经营活动现金流出小计(万元),113432,86758,11725,65999,53580,37012,19297,79734,59457,38390,20731,39629,25314,13822,5129,14737,10770,12117,5326,8102,5958,3968,
经营活动产生的现金流量净额(万元),-7233,4717,11590,18250,14082,12204,4538,18700,11070,7187,2303,8264,3285,765,-1258,1361,232,731,-67,2028,138,111,
收回投资所收到的现金(万元),152,135,84,26224,10165,10105,2039,3172,3027,3027,,,,,0,1507,1507,2944,1300,,23,,
取得投资收益所收到的现金(万元),,,,,,,,,,,,,,,,,,,38,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,,2,1,1,0,26,,,,,,,,,,,,40,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,350,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),153,136,84,26226,10167,10106,2039,3199,3027,3027,0,0,0,0,0,1507,1507,2944,1338,40,374,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),4114,2853,1144,6413,6104,4298,2094,10737,7215,5765,702,3236,2149,1525,1069,414,289,167,115,230,92,36,
投资所支付的现金(万元),22150,21626,5383,22355,5917,5623,310,9150,13616,7099,,,,,,1300,1300,3100,1300,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,3736,,,,,,,,564,564,568,33,,100,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,3000,,,,,,,,540,,,123,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),26263,24479,6527,28768,12021,9920,2404,23624,20831,12864,3702,3236,2149,1525,1069,2278,2153,3835,1988,230,192,159,
投资活动产生的现金流量净额(万元),-26111,-24343,-6443,-2542,-1854,185,-365,-20425,-17803,-9837,-3702,-3236,-2149,-1525,-1069,-771,-646,-890,-650,-190,182,-159,
吸收投资收到的现金(万元),314,329,,1050,1038,1038,,50,,,,10390,,,,,,,,,700,1000,
其中：子公司吸收少数股东投资收到的现金(万元),,,,12,,,,50,,,,,,,,,,,,,,,
取得借款收到的现金(万元),54324,3518,,8000,6000,,,14737,14000,,,,1000,1000,,1000,1000,800,,,,,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),5100,5100,5000,5000,,,,,,,,,,,,,,,,293,1039,,
筹资活动现金流入小计(万元),59738,8946,5000,14050,7038,1038,0,14787,14000,0,0,10390,1000,1000,0,1000,1000,800,0,293,1739,1000,
偿还债务支付的现金(万元),7694,1633,91,14166,14124,8083,8041,1104,1000,1000,1000,,1000,,,800,800,,,,,,
分配股利、利润或偿付利息所支付的现金(万元),4839,4179,247,2524,2234,2187,136,1220,1030,1031,16,176,80,48,12,50,39,12,,,,,
其中：子公司支付给少数股东的股利、利润(万元),1488,1488,138,167,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),7211,1845,,,,,,763,762,722,,379,,,,,,230,,,1193,1001,
筹资活动现金流出小计(万元),19744,7657,338,16689,16358,10270,8177,3086,2792,2752,1016,554,1080,48,12,850,839,242,0,0,1193,1001,
筹资活动产生的现金流量净额(万元),39994,1289,4662,-2639,-9320,-9231,-8177,11701,11208,-2752,-1016,9836,-80,952,-12,150,161,558,0,293,546,-1,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,,,,,,,,-0,0,-0,
现金及现金等价物净增加额(万元),6651,-18337,9808,13070,2908,3158,-4005,9976,4474,-5402,-2415,14864,1055,192,-2339,740,-252,399,-717,2131,865,-49,
加:期初现金及现金等价物余额(万元),44328,44328,42314,29244,29244,29244,29244,19268,19268,19268,19268,4404,4404,4404,4404,3664,3664,3265,3265,1134,269,318,
期末现金及现金等价物余额(万元),50979,25991,52122,42314,32152,32401,25239,29244,23742,13866,16853,19268,5459,4596,2065,4404,3412,3664,2548,3265,1134,269,
净利润(万元),,18048,,22168,,12744,,10581,,5035,,4831,,2492,,2575,,2033,1455,2274,1736,784,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,913,,465,,54,,237,,162,,137,,223,,1107,,418,63,21,51,48,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,376,,410,,202,,137,,65,,26,,11,,15,,12,6,13,35,68,
