报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),31969,21994,9334,39336,29557,18319,6530,31724,22410,12831,28719,13289,23724,22697,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,0,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,0,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,0,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,0,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,0,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,0,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,0,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,0,,,,,
拆入资金净增加额(万元),,,,,,,,,,0,,,,,
回购业务资金净增加额(万元),,,,,,,,,,0,,,,,
收到的税费返还(万元),,,,19,19,19,19,,,0,31,31,,26,
收到的其他与经营活动有关的现金(万元),895,578,128,1565,1478,44,503,310,248,204,193,97,204,527,
经营活动现金流入小计(万元),32864,22572,9462,40919,31053,18382,7052,32034,22658,13035,28944,13417,23928,23249,
购买商品、接受劳务支付的现金(万元),16918,10055,4923,16279,15057,9121,4179,9721,7912,5303,9799,5103,9594,10181,
客户贷款及垫款净增加额(万元),,,,,,,,,,0,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,0,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,0,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,0,,,,,
支付保单红利的现金(万元),,,,,,,,,,0,,,,,
支付给职工以及为职工支付的现金(万元),7159,4852,2694,8120,6054,3953,2126,6189,4571,3116,5284,2427,5008,4655,
支付的各项税费(万元),3837,2233,752,6017,4502,2994,1522,6379,4948,3047,4403,2087,4165,2344,
支付的其他与经营活动有关的现金(万元),4230,3043,1511,3671,2595,1590,1498,2521,2201,1214,2142,1202,1943,2624,
经营活动现金流出小计(万元),32144,20183,9880,34087,28208,17658,9325,24810,19632,12680,21627,10818,20709,19804,
经营活动产生的现金流量净额(万元),720,2389,-418,6832,2845,724,-2274,7224,3026,355,7317,2599,3219,3445,
收回投资所收到的现金(万元),,,,,,,,,,0,2321,,,65,
取得投资收益所收到的现金(万元),89,,,150,,,,,,0,,,,13,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),17,12,,43,27,19,,31,5,0,2,5,,16,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,0,,,1497,,
收到的其他与投资活动有关的现金(万元),,,,,,500,,977,441,441,4345,,9110,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,
投资活动现金流入小计(万元),107,12,0,193,27,519,0,1009,447,441,6669,5,10607,95,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),7551,3619,1262,9111,6394,3416,1351,2131,1155,890,925,410,712,1116,
投资所支付的现金(万元),1815,11000,,,,,,,,0,2300,,1951,65,
质押贷款净增加额(万元),,,,,,,,,,0,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,1000,,,,,,,,0,,,,,
支付的其他与投资活动有关的现金(万元),,15,,,,,,,,0,,,,1,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,
投资活动现金流出小计(万元),9366,15634,1262,9111,6394,3416,1351,2131,1155,890,3225,410,2664,1182,
投资活动产生的现金流量净额(万元),-9259,-15621,-1262,-8917,-6367,-2896,-1351,-1123,-708,-448,3444,-405,7944,-1087,
吸收投资收到的现金(万元),55989,55989,55989,,,,,,,0,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,0,,,,,
取得借款收到的现金(万元),2362,2362,2362,16270,12636,7863,2000,13290,7498,2900,16900,7200,17039,21144,
发行债券收到的现金(万元),,,,,,,,,,0,,,,,
收到其他与筹资活动有关的现金(万元),,,,439,439,439,439,,,0,,,,,
筹资活动现金流入小计(万元),58352,58352,58352,16709,13075,8302,2439,13290,7498,2900,16900,7200,17039,21144,
偿还债务支付的现金(万元),12900,10900,2500,12061,8561,4561,661,16196,9900,5900,18300,8600,20542,21765,
分配股利、利润或偿付利息所支付的现金(万元),4560,4468,217,775,559,358,164,6316,6166,383,8892,492,1484,1735,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,0,,,,,
支付其他与筹资活动有关的现金(万元),1243,1243,571,288,267,232,,439,,0,,,,,
筹资活动现金流出小计(万元),18703,16611,3288,13125,9387,5152,825,22951,16066,6283,27192,9092,22026,23500,
筹资活动产生的现金流量净额(万元),39649,41741,55063,3584,3688,3151,1615,-9661,-8568,-3383,-10292,-1892,-4987,-2355,
汇率变动对现金及现金等价物的影响(万元),89,11,-81,34,54,-16,-29,-27,-17,-2,0,33,63,1,
现金及现金等价物净增加额(万元),31198,28519,53302,1533,219,962,-2039,-3587,-6267,-3478,469,336,6238,4,
加:期初现金及现金等价物余额(万元),5298,5298,5443,3765,3765,3765,3765,7352,7352,7352,6883,6883,645,641,
期末现金及现金等价物余额(万元),36497,33817,58745,5298,3984,4727,1726,3765,1085,3874,7352,7219,6883,645,
净利润(万元),,5804,,10538,8593,5256,,10338,7488,4583,7567,2562,3883,1818,
少数股东损益(万元),,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,
资产减值准备(万元),,101,,-59,88,66,,-112,123,286,-260,1088,149,476,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1634,,2997,2193,1430,,2812,2151,1459,3040,1490,3355,3421,
无形资产摊销(万元),,57,,99,71,48,,95,71,48,93,47,99,100,
长期待摊费用摊销(万元),,87,,142,95,56,,67,43,28,55,28,50,16,
待摊费用的减少(万元),,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-15,,-8,8,-7,,26,,,-4,,1,-1,
