报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),56062,38107,77914,59102,38484,71750,32557,56189,51726,56529,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,
收到的税费返还(万元),780,445,724,539,392,985,820,1051,2074,1628,
收到的其他与经营活动有关的现金(万元),1844,1264,2863,4987,3813,1060,129,2075,812,1189,
经营活动现金流入小计(万元),58686,39816,81501,64628,42689,73795,33507,59316,54612,59346,
购买商品、接受劳务支付的现金(万元),40684,26438,42285,34183,22204,42948,19204,36123,37037,39130,
客户贷款及垫款净增加额(万元),,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),7736,5446,8458,6052,4592,7455,3982,6496,5999,5617,
支付的各项税费(万元),3416,2729,6002,4310,2575,4899,2014,4443,3110,3585,
支付的其他与经营活动有关的现金(万元),3686,2566,5753,5648,2612,4734,2944,3523,3318,3021,
经营活动现金流出小计(万元),55521,37180,62497,50193,31982,60036,28145,50585,49463,51353,
经营活动产生的现金流量净额(万元),3165,2637,19003,14436,10707,13759,5362,8730,5149,7993,
收回投资所收到的现金(万元),,,,,,,,,1460,,
取得投资收益所收到的现金(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),27,20,55,56,32,88,31,2156,58,10,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,142,,11,673,1191,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,
投资活动现金流入小计(万元),27,20,55,56,32,230,31,2167,2191,1201,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),4761,2911,5066,3393,2720,2190,899,1013,3384,4228,
投资所支付的现金(万元),31000,,,,,500,,1460,,,
质押贷款净增加额(万元),,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,
投资活动现金流出小计(万元),35761,2911,5066,3393,2720,2690,899,2473,3384,4228,
投资活动产生的现金流量净额(万元),-35735,-2891,-5011,-3337,-2688,-2460,-868,-307,-1193,-3027,
吸收投资收到的现金(万元),52936,,,,,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,
取得借款收到的现金(万元),3000,3000,5750,3750,3750,5800,3800,4200,12350,10000,
发行债券收到的现金(万元),,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,
筹资活动现金流入小计(万元),55936,3000,5750,3750,3750,5800,3800,4200,12350,10000,
偿还债务支付的现金(万元),5750,3750,5800,3800,3800,2000,,9550,10200,14900,
分配股利、利润或偿付利息所支付的现金(万元),10847,10794,6747,6689,6622,5256,5088,608,613,2220,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,360,360,360,
支付其他与筹资活动有关的现金(万元),5684,,318,318,318,,,,,,
筹资活动现金流出小计(万元),22281,14544,12865,10807,10740,7256,5088,10158,10813,17120,
筹资活动产生的现金流量净额(万元),33655,-11544,-7115,-7057,-6990,-1456,-1288,-5958,1537,-7120,
汇率变动对现金及现金等价物的影响(万元),689,33,831,738,156,-1319,-390,822,425,72,
现金及现金等价物净增加额(万元),1774,-11765,7708,4779,1184,8523,2817,3286,5917,-2082,
加:期初现金及现金等价物余额(万元),36081,36081,28373,28373,28373,19850,19850,16564,10647,12729,
期末现金及现金等价物余额(万元),37856,24316,36081,33153,29557,28373,22667,19850,16564,10647,
净利润(万元),,,15229,,7069,9083,4253,7853,7713,6894,
少数股东损益(万元),,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,
资产减值准备(万元),,,237,,193,106,155,255,248,326,
