报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),10837,9066,1723,25700,9804,7102,3588,19903,8743,11550,5954,7923,3380,338,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,
收到的税费返还(万元),,,,1810,1810,,,1090,868,38,,,,,
收到的其他与经营活动有关的现金(万元),709,170,119,1325,453,333,188,2819,1097,1631,335,3634,1384,3246,
经营活动现金流入小计(万元),11545,9236,1841,28836,12067,7435,3776,23812,10709,13219,6289,11557,4764,3585,
购买商品、接受劳务支付的现金(万元),2298,1513,707,3226,2340,1626,768,3427,1926,3496,1452,2789,1301,1397,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),3155,2084,1243,3117,2489,1719,1205,2617,1502,2290,1285,1756,1185,1009,
支付的各项税费(万元),2025,1410,1333,2086,2093,1392,887,1966,1059,2488,1986,675,67,63,
支付的其他与经营活动有关的现金(万元),1554,1072,593,2301,1769,1305,600,1895,1414,2279,893,2374,2924,1913,
