报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),14466,9106,4076,21370,13539,8950,4121,20345,14628,9243,3815,18212,12890,14658,6690,14328,11815,11197,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),134,63,,0,11,11,11,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),313,258,238,290,244,26,10,425,61,55,52,39,20,495,161,693,704,731,
经营活动现金流入小计(万元),14912,9427,4314,21660,13794,8987,4142,20770,14689,9298,3867,18251,12910,15153,6851,15021,12519,11928,
购买商品、接受劳务支付的现金(万元),3630,2227,1298,7907,4422,2848,1206,7863,6942,3555,1578,6399,4781,6120,2993,6285,5208,4139,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),2641,1763,910,3393,2565,1688,850,3212,2397,1587,812,2920,2147,2995,1524,2894,2586,2101,
支付的各项税费(万元),2140,1392,608,2938,2130,1347,541,2582,1796,1102,468,2472,1704,1736,800,1323,1209,1463,
支付的其他与经营活动有关的现金(万元),573,400,226,1064,467,394,235,740,456,305,128,658,348,1027,469,938,718,817,
经营活动现金流出小计(万元),8983,5782,3042,15302,9584,6277,2831,14397,11591,6550,2986,12448,8980,11877,5786,11440,9721,8520,
经营活动产生的现金流量净额(万元),5929,3645,1272,6358,4211,2710,1311,6373,3098,2748,881,5803,3930,3276,1065,3581,2798,3408,
收回投资所收到的现金(万元),92990,72690,38790,94793,66600,33700,6561,15906,11456,7615,1620,9104,6793,11499,,,,,
取得投资收益所收到的现金(万元),1012,837,546,0,1210,749,68,25,20,20,30,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,1,1,1,1,0,0,0,,,0,0,,31,,4,
处置子公司及其他营业单位收到的现金净额(万元),,,,0,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,0,,,,,,,,,,,,4047,,1035,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),94002,73527,39336,94794,67811,34451,6631,15931,11477,7635,1650,9104,6793,11499,0,4078,0,1039,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),320,210,166,732,535,416,186,661,466,440,331,909,794,2305,1760,589,441,1536,
投资所支付的现金(万元),97086,74690,40290,98000,69700,35300,7200,44110,15608,10708,2810,9330,7330,15000,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,0,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,0,,,,,,,,,,,2600,,4000,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),97406,74900,40456,98732,70235,35716,7386,44771,16074,11148,3141,10239,8124,17305,4360,589,4441,1536,
投资活动产生的现金流量净额(万元),-3404,-1373,-1120,-3938,-2424,-1265,-755,-28840,-4597,-3513,-1491,-1135,-1331,-5806,-4360,3489,-4441,-496,
吸收投资收到的现金(万元),,,,0,,,,23617,24735,,,,0,,,,,538,
其中：子公司吸收少数股东投资收到的现金(万元),,,,0,,,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,0,,,,,,,,,,,,,,1230,
发行债券收到的现金(万元),,,,0,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,100,,0,100,100,,,,,,,,,,,,,
筹资活动现金流入小计(万元),0,100,0,0,100,100,0,23617,24735,0,0,0,0,0,0,0,0,1768,
偿还债务支付的现金(万元),,,,0,,,,,,,,,,,,,,2430,
分配股利、利润或偿付利息所支付的现金(万元),2001,1950,0,3000,2999,3000,,3032,3032,3032,32,2000,2000,1968,,600,600,3047,
其中：子公司支付给少数股东的股利、利润(万元),,,,0,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,100,,0,101,101,,,,,,,,,,,,,
筹资活动现金流出小计(万元),2001,2050,0,3000,3100,3101,0,3032,3032,3032,32,2000,2000,1968,0,600,600,5477,
筹资活动产生的现金流量净额(万元),-2001,-1950,-0,-3000,-3000,-3001,0,20585,21703,-3032,-32,-2000,-2000,-1968,0,-600,-600,-3709,
汇率变动对现金及现金等价物的影响(万元),38,5,-23,32,43,13,-18,-65,-55,-23,-4,26,3,0,,,,,
现金及现金等价物净增加额(万元),562,326,128,-548,-1170,-1543,538,-1946,20149,-3820,-645,2694,601,-4498,-3295,6470,-2243,-797,
加:期初现金及现金等价物余额(万元),3122,3122,3122,3670,3670,3670,3670,5616,5616,5616,7926,2922,2922,7420,7420,950,3193,3990,
期末现金及现金等价物余额(万元),3684,3448,3250,3122,2500,2127,4208,3670,25765,1796,7281,5616,3523,2922,4125,7420,950,3193,
净利润(万元),,3631,,7032,,3346,,6005,,2753,,4684,,3611,,2982,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,-6,,-22,,3,,-35,,-57,,45,,66,,13,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,281,,525,,251,,533,,264,,509,,456,,394,,,
无形资产摊销(万元),,18,,35,,17,,32,,16,,30,,26,,21,,,
长期待摊费用摊销(万元),,32,,60,,38,,91,,58,,96,,74,,71,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-1,,-1,,-1,,-1,,0,,6,,36,,2,,,
