报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),63227,46208,25532,117319,76386,49023,19484,86923,43566,52322,53272,69698,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),2094,1836,937,3990,3213,2052,1087,2568,1642,1732,1115,1917,
收到的其他与经营活动有关的现金(万元),4384,1187,1432,1943,5589,1040,2754,754,3066,1631,8439,3113,
经营活动现金流入小计(万元),69704,49231,27901,123252,85188,52115,23325,90245,48274,55684,62827,74729,
购买商品、接受劳务支付的现金(万元),47081,30227,14665,78048,53296,29346,12630,42489,23684,30312,29296,36998,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),10307,7969,5369,13261,10684,7972,5378,10277,8265,10490,10487,8101,
支付的各项税费(万元),2860,2350,268,3227,1953,760,98,4107,2402,2611,2411,1755,
支付的其他与经营活动有关的现金(万元),6170,4311,5742,13426,11200,8834,6159,13523,8612,11280,9997,15110,
经营活动现金流出小计(万元),66418,44858,26044,107962,77132,46911,24265,70397,42963,54693,52191,61965,
经营活动产生的现金流量净额(万元),3286,4374,1858,15290,8055,5204,-940,19849,5311,992,10636,12764,
收回投资所收到的现金(万元),112440,70485,40285,29585,13245,6789,4990,7739,342,,1000,448,
取得投资收益所收到的现金(万元),996,735,88,76,8,5,3,50,1,203,205,23,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,7,,,,1,,46,2,298,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,43,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,160,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),113436,71220,40373,29668,13253,6793,4993,7790,343,292,1367,769,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),7226,5081,3386,7728,7132,5760,2874,5789,5262,6613,6566,6739,
投资所支付的现金(万元),117979,77918,38094,53632,13292,6836,5461,7864,507,,1000,6984,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,580,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,436,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),125205,82999,41480,61361,20424,12596,8335,13653,5769,6613,8146,14159,
投资活动产生的现金流量净额(万元),-11769,-11779,-1107,-31692,-7171,-5802,-3343,-5863,-5426,-6320,-6779,-13390,
吸收投资收到的现金(万元),,,,44919,44919,,,,,,,10001,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,
取得借款收到的现金(万元),,,,11155,10811,9331,3700,33765,25265,28271,27982,29847,
发行债券收到的现金(万元),,,,,,,,,,,,,
