报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),12186,8674,2640,19128,12199,8435,2044,14841,7752,4872,2731,15263,8808,16197,12359,9993,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,
收到的税费返还(万元),41,,,45,10,10,,74,,,,,,,,,
收到的其他与经营活动有关的现金(万元),308,141,93,771,1038,695,123,340,177,9,19,360,255,180,192,753,
经营活动现金流入小计(万元),12536,8815,2733,19944,13247,9140,2167,15256,7929,4881,2750,15623,9063,16378,12551,10746,
购买商品、接受劳务支付的现金(万元),5784,3563,1908,6494,5679,3122,1763,4193,3394,1971,1911,5728,4428,7517,4981,3855,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),5540,3924,2326,6826,5009,3381,2200,5624,4169,2860,1577,4673,3515,3987,2870,2622,
支付的各项税费(万元),1490,985,938,1572,1374,700,550,1601,1104,723,402,2059,939,1189,634,811,
支付的其他与经营活动有关的现金(万元),2125,1687,315,2429,1465,1230,392,2167,1459,1063,504,2347,1796,2448,2199,2310,
经营活动现金流出小计(万元),14939,10159,5486,17321,13527,8433,4905,13584,10125,6618,4393,14807,10678,15140,10684,9598,
经营活动产生的现金流量净额(万元),-2403,-1344,-2754,2623,-280,707,-2738,1672,-2197,-1737,-1643,816,-1615,1237,1867,1148,
收回投资所收到的现金(万元),16400,9700,2000,19220,11970,,,155,155,155,,2400,,,1200,,
取得投资收益所收到的现金(万元),169,109,43,297,234,29,,,,,,37,31,,7,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),8,8,,0,0,0,,,,,,0,,5,,0,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,1105,1105,1105,669,598,598,349,,9342,8383,190,200,1104,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),16578,9818,2043,20623,13310,1134,669,753,753,504,0,11780,8414,195,1407,1104,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),1529,1017,690,2241,1901,1533,939,3684,2285,1941,1461,4052,3264,5334,3448,1990,
投资所支付的现金(万元),21405,14505,7753,21290,21185,10320,,,,,,2400,1700,,1200,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,360,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,203,203,179,35,372,230,71,,102,71,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),22934,15522,8442,24093,23289,12032,974,4056,2515,2012,1461,6554,5036,5334,4648,1990,
投资活动产生的现金流量净额(万元),-6356,-5704,-6399,-3471,-9979,-10898,-305,-3304,-1762,-1508,-1461,5225,3378,-5140,-3240,-886,
吸收投资收到的现金(万元),,,,,,,,15546,,,,,,4668,,46,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,46,
取得借款收到的现金(万元),,,,,,,,,,,,,,4700,1300,,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),2000,2000,,,,,,,,,,980,980,,3519,,
筹资活动现金流入小计(万元),2000,2000,0,0,0,0,0,15546,0,0,0,980,980,9368,4819,46,
偿还债务支付的现金(万元),,,,,,,,,,,,4700,3700,,1300,,
分配股利、利润或偿付利息所支付的现金(万元),2835,2835,,2400,2400,2400,,2158,,,,723,110,1948,106,,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,,,,,898,,,,,,4551,,1035,
筹资活动现金流出小计(万元),2835,2835,0,2400,2400,2400,0,3056,0,0,0,5423,3810,6499,1406,1035,
筹资活动产生的现金流量净额(万元),-835,-835,0,-2400,-2400,-2400,0,12490,0,0,0,-4443,-2830,2869,3413,-989,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,,,,,
现金及现金等价物净增加额(万元),-9594,-7883,-9153,-3248,-12659,-12590,-3043,10858,-3959,-3245,-3104,1598,-1066,-1033,2039,-727,
加:期初现金及现金等价物余额(万元),12235,12235,12235,15483,15483,15483,15483,4625,4625,4625,4625,3027,3027,4060,2021,2749,
期末现金及现金等价物余额(万元),2641,4352,3082,12235,2824,2893,12440,15483,667,1381,1522,4625,1961,3027,4060,2021,
净利润(万元),,1674,,7425,,2306,,4474,,1523,,3423,2457,2731,2226,1774,
少数股东损益(万元),,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,
资产减值准备(万元),,148,,167,,161,,226,,191,,191,222,71,91,-26,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,520,,1028,,504,,955,,467,,609,434,242,204,191,
无形资产摊销(万元),,57,,108,,53,,113,,56,,121,100,150,138,120,
长期待摊费用摊销(万元),,,,,,,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,6,,-3072,,-37,,,,,,1,1,17,0,-0,
固定资产报废损失(万元),,,,0,,0,,0,,0,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,
财务费用(万元),,35,,,,,,,,,,155,144,300,306,203,
投资损失(万元),,-74,,-330,,-127,,,,,,-37,-31,,-7,,
递延所得税资产减少(万元),,-7,,70,,24,,-10,,-18,,-74,-23,-49,-190,-1,
递延所得税负债增加(万元),,,,,,,,,,,,,,,,,
存货的减少(万元),,-779,,-867,,-763,,327,,-183,,366,83,101,-1032,-710,
经营性应收项目的减少(万元),,-2112,,-1971,,-1129,,-4258,,-3205,,-2143,-5090,909,-1782,-268,
经营性应付项目的增加(万元),,-775,,137,,-247,,473,,-535,,-1775,95,-3234,1914,-134,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,
其他(万元),,-37,,-74,,-37,,-628,,-33,,-22,-6,,,,
经营活动产生现金流量净额(万元),,-1344,,2623,,707,,1672,,-1737,,816,-1615,1237,1867,1148,
债务转为资本(万元),,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,
现金的期末余额(万元),2641,4352,3082,12235,2824,2893,12440,15483,667,1381,1522,4625,1961,3027,4060,2021,
现金的期初余额(万元),12235,12235,12235,15483,15483,15483,15483,4625,4625,4625,4625,3027,3027,4060,2021,2749,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-9594,-7883,-9153,-3248,-12659,-12590,-3043,10858,-3959,-3245,-3104,1598,-1066,-1033,2039,-727,

