报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),147405,104398,62835,299646,217431,151492,70789,171838,122911,86452,36301,92611,58850,34089,18228,61574,37851,29265,24397,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),177,177,,1385,1385,272,0,167,167,162,0,73,62,,0,,,,,
收到的其他与经营活动有关的现金(万元),4248,2912,1258,4243,2020,1290,817,996,1753,971,655,599,500,415,218,432,284,243,1935,
经营活动现金流入小计(万元),151831,107487,64093,305275,220836,153055,71607,173001,124830,87585,36956,93282,59412,34504,18446,62006,38135,29508,26332,
购买商品、接受劳务支付的现金(万元),136384,91892,46305,210231,140497,84032,43958,130041,96011,69935,26883,58992,37488,22521,12243,36464,15289,12111,16876,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,
