报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,
销售商品、提供劳务收到的现金(万元),260115,167887,83740,355123,266615,178795,91925,369809,321651,270408,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,
收到的税费返还(万元),13366,8431,4493,17117,14153,10174,6808,17511,12719,10188,
收到的其他与经营活动有关的现金(万元),3816,2397,1660,5193,3298,2258,1249,3248,3001,2178,
经营活动现金流入小计(万元),277297,178714,89893,377433,284066,191227,99982,390567,337370,282774,
购买商品、接受劳务支付的现金(万元),165186,105037,52531,231341,176367,118265,61918,249101,211868,163709,
客户贷款及垫款净增加额(万元),,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),53521,35986,20783,65810,50605,35946,20807,60163,53125,46238,
支付的各项税费(万元),7893,4950,2764,12103,8507,5518,2453,13111,11886,8472,
支付的其他与经营活动有关的现金(万元),15745,9142,4878,22251,15245,10214,5671,22017,19565,17821,
经营活动现金流出小计(万元),242346,155115,80957,331504,250724,169943,90849,344392,296445,236241,
经营活动产生的现金流量净额(万元),34951,23600,8936,45928,33342,21283,9133,46175,40925,46533,
收回投资所收到的现金(万元),,,,,,,,,,,
取得投资收益所收到的现金(万元),341,128,37,219,142,103,73,246,123,-456,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),21,11,2,68,58,51,42,17,10,12,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),394888,125028,97429,426862,305327,200569,152903,417996,217740,65178,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,
投资活动现金流入小计(万元),395250,125166,97467,427148,305526,200723,153018,418259,217874,64734,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),21058,11099,6261,24560,11370,8480,3583,14727,12612,12861,
投资所支付的现金(万元),,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,1814,
支付的其他与投资活动有关的现金(万元),444604,143520,105908,426275,305401,199640,152907,419093,217740,61370,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,
投资活动现金流出小计(万元),465663,154619,112169,450835,316771,208120,156490,433819,230352,76045,
投资活动产生的现金流量净额(万元),-70413,-29453,-14702,-23686,-11245,-7397,-3472,-15560,-12479,-11311,
吸收投资收到的现金(万元),65446,,,,,,,,3524,1221,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,
取得借款收到的现金(万元),25656,22095,17741,19398,15156,13954,,23889,53311,48243,
发行债券收到的现金(万元),,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),2302,1769,1936,3051,2234,2178,1914,3868,2141,6091,
筹资活动现金流入小计(万元),93404,23864,19677,22449,17389,16133,1914,27757,58976,55555,
偿还债务支付的现金(万元),20010,12958,4505,28203,23048,22171,911,29453,54163,48960,
分配股利、利润或偿付利息所支付的现金(万元),16219,382,174,14198,14022,13851,175,12850,26017,15553,
