报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),280006,167681,249843,185981,96151,165321,67962,57150,22756,32766,20362,17540,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,0,,,
向中央银行借款净增加额(万元,,,,,,,,,,0,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,0,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,0,,,
收到再保险业务现金净额(万元),,,,,,,,,,0,,,
保户储金及投资款净增加额(万元),,,,,,,,,,0,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,0,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,0,,,
拆入资金净增加额(万元),,,,,,,,,,0,,,
回购业务资金净增加额(万元),,,,,,,,,,0,,,
收到的税费返还(万元),19964,12957,21322,16686,10874,11652,5902,3707,1776,1921,375,1,
收到的其他与经营活动有关的现金(万元),4402,3731,1323,387,237,737,392,262,127,171,194,82,
经营活动现金流入小计(万元),304373,184368,272489,203054,107262,177709,74256,61119,24659,34858,20931,17623,
购买商品、接受劳务支付的现金(万元),280786,157570,229973,182414,90795,157148,70842,57519,19234,24784,18369,10981,
客户贷款及垫款净增加额(万元),,,,,,,,,,0,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,0,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,0,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,0,,,
支付保单红利的现金(万元),,,,,,,,,,0,,,
支付给职工以及为职工支付的现金(万元),38761,22803,22091,14643,9653,11584,5071,6151,2353,3217,2572,2341,
支付的各项税费(万元),6028,3118,2999,2249,1445,850,146,224,95,228,369,1131,
支付的其他与经营活动有关的现金(万元),13406,6737,8995,8649,4288,6438,1989,2612,3933,4082,1776,1057,
经营活动现金流出小计(万元),338981,190227,264058,207956,106182,176019,78048,66507,25615,32311,23086,15510,
经营活动产生的现金流量净额(万元),-34608,-5859,8431,-4902,1080,1690,-3791,-5388,-956,2547,-2155,2113,
收回投资所收到的现金(万元),6500,6500,6000,6000,6000,14000,6000,,,0,,,
取得投资收益所收到的现金(万元),38,38,43,43,43,82,21,,,0,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,,,1,,,,0,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,0,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,0,3034,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),6538,6538,6043,6043,6043,14083,6021,0,0,0,3034,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),9606,8720,7242,5431,1548,3094,1156,1350,948,820,680,144,
投资所支付的现金(万元),28000,12450,,,,20000,11000,,,0,,,
质押贷款净增加额(万元),,,,,,,,,,0,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,0,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,0,3000,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),37606,21170,7242,5431,1548,23094,12156,1350,948,820,3680,144,
投资活动产生的现金流量净额(万元),-31068,-14632,-1199,611,4495,-9011,-6135,-1350,-948,-820,-646,-144,
吸收投资收到的现金(万元),97964,,,,,25854,25854,,,0,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,0,,,
取得借款收到的现金(万元),20115,13698,6065,6065,4917,3165,3165,9113,2899,800,1600,,
发行债券收到的现金(万元),,,,,,,,,,0,,,
收到其他与筹资活动有关的现金(万元),,,,,,425,425,2878,250,850,380,,
筹资活动现金流入小计(万元),118079,13698,6065,6065,4917,29444,29444,11991,3149,1650,1980,0,
偿还债务支付的现金(万元),6156,6065,,,,8735,8435,4043,800,1500,461,,
分配股利、利润或偿付利息所支付的现金(万元),396,295,223,138,31,120,105,132,26,42,25,,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,0,,,
支付其他与筹资活动有关的现金(万元),6078,,,,,2403,2403,1300,450,1299,200,,
筹资活动现金流出小计(万元),12630,6360,223,138,31,11258,10943,5475,1276,2841,686,0,
筹资活动产生的现金流量净额(万元),105449,7338,5842,5927,4887,18186,18501,6517,1873,-1191,1294,0,
汇率变动对现金及现金等价物的影响(万元),160,9,144,238,31,-59,-6,38,512,337,4,-12,
现金及现金等价物净增加额(万元),39932,-13144,13217,1875,10493,10806,8568,-184,481,874,-1503,1957,
加:期初现金及现金等价物余额(万元),25846,25846,12629,12629,12629,1823,1823,2006,2006,1133,2636,679,
期末现金及现金等价物余额(万元),65779,12702,25846,14504,23122,12629,10391,1823,2488,2006,1133,2636,
净利润(万元),,7822,18049,,6292,8638,,,2001,2740,988,1867,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,678,1023,,158,465,,,141,109,-7,4,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1000,891,,384,451,,,85,160,188,164,
无形资产摊销(万元),,308,183,,69,116,,,81,120,72,27,
长期待摊费用摊销(万元),,562,408,,186,358,,,0,1,5,31,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,4,,,,,,,
固定资产报废损失(万元),,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,348,98,,30,182,,,-482,-198,26,12,
投资损失(万元),,-24,-43,,-43,-82,,,,,-34,,
递延所得税资产减少(万元),,-114,-153,,-24,-70,,,-29,51,-59,-7,
递延所得税负债增加(万元),,,,,,,,,,,,,
存货的减少(万元),,-2863,-22323,,879,-13665,,,-2317,-3149,-1224,-264,
经营性应收项目的减少(万元),,-16506,-11095,,-2448,-19368,,,-4043,495,-2422,1031,
经营性应付项目的增加(万元),,2932,20446,,-4879,24210,,,3606,2707,311,-751,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,,947,,473,452,,,,,,,
经营活动产生现金流量净额(万元),,-5859,8431,,1080,1690,,,-956,3037,-2155,2113,
债务转为资本(万元),,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,
现金的期末余额(万元),65779,12702,25846,14504,23122,12629,10391,1823,2488,2006,1133,2636,
现金的期初余额(万元),25846,25846,12629,12629,12629,1823,1823,2006,2006,1133,2636,679,
现金等价物的期末余额(万元),,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),39932,-13144,13217,1875,10493,10806,8568,-184,481,874,-1503,1957,

