报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),125173,69248,28342,103133,66695,48311,21797,84700,62472,37498,20207,79466,,30933,14516,59984,,52328,21695,60891,65879,47804,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),320,141,,1020,998,522,368,1010,692,194,,5,,5,5,5,,,,,,,
收到的其他与经营活动有关的现金(万元),1714,1440,718,967,257,142,140,1614,998,875,780,779,,220,93,1498,,4798,402,2353,4183,6715,
经营活动现金流入小计(万元),127207,70828,29060,105120,67950,48975,22304,87324,64162,38567,20987,80251,,31158,14615,61487,,57126,22098,63243,70062,54518,
购买商品、接受劳务支付的现金(万元),122143,59658,22321,94195,73462,42252,20832,95016,85232,63886,47867,68618,,25324,12310,46837,,42076,17329,40860,48222,43439,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),9264,5785,2806,8740,5826,3685,1955,9077,6998,4468,1925,7212,,3237,1431,5099,,4812,2375,4308,3876,2190,
支付的各项税费(万元),1133,613,308,1959,1366,952,404,2610,2158,1647,900,4186,,2049,937,3172,,4250,1660,4011,2446,3410,
支付的其他与经营活动有关的现金(万元),8434,6205,5040,8622,8438,4072,2233,8809,5380,3006,2235,5775,,2731,1083,4902,,4912,2887,4851,6595,5938,
经营活动现金流出小计(万元),140975,72261,30476,113517,89092,50960,25425,115512,99768,73007,52928,85790,,33342,15761,60010,,56050,24250,54029,61139,54977,
经营活动产生的现金流量净额(万元),-13768,-1433,-1416,-8397,-21142,-1985,-3120,-28188,-35606,-34440,-31941,-5539,401,-2184,-1146,1477,3224,1076,-2153,9214,8923,-459,
收回投资所收到的现金(万元),5,5,5,6600,6600,5400,,24900,8300,8300,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),0,0,0,1224,378,2,,67,88,88,41,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,,,12,,,,261,261,8,,,,,,20,,26,26,,21,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),6,5,5,7836,6978,5402,0,25228,8649,8396,41,0,,0,0,20,,26,26,0,21,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),7743,4338,3102,9111,4580,3674,2639,10720,8256,6813,2384,3505,,1943,130,3692,,503,355,4808,6886,14994,
投资所支付的现金(万元),940,940,900,6918,6600,6600,,24900,8300,8300,8300,,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,114,,,,,,,,,,,,359,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),8683,5278,4002,16029,11180,10274,2639,35733,16556,15113,10684,3505,,1943,130,3692,,503,355,5167,6886,14994,
投资活动产生的现金流量净额(万元),-8677,-5273,-3996,-8193,-4202,-4872,-2639,-10505,-7907,-6717,-10643,-3505,-2774,-1943,-130,-3672,-726,-477,-329,-5167,-6865,-14994,
吸收投资收到的现金(万元),30894,,,305,305,305,305,200,,,,30470,,,,,,5000,,,,510,
其中：子公司吸收少数股东投资收到的现金(万元),,,,305,305,305,305,200,,,,,,,,,,,,,,,
取得借款收到的现金(万元),86100,64100,31700,97056,71291,25000,12000,71650,43650,30650,15800,37220,,8720,,40516,,25550,18250,27295,28280,35327,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),9600,9600,,,,70,,9462,,,,4423,,700,,,,938,,,,,
筹资活动现金流入小计(万元),126594,73700,31700,97361,71596,25375,12305,81312,43650,30650,15800,72113,,9420,0,40516,,31488,18250,27295,28280,35837,
偿还债务支付的现金(万元),56164,39964,3000,63977,50677,17850,5850,63020,20720,10720,4000,25450,,8150,,33816,,28165,16795,30380,33338,16970,
分配股利、利润或偿付利息所支付的现金(万元),4792,3363,1007,6230,3710,1522,680,4441,3680,1060,471,1316,,649,335,1308,,1487,861,1632,2269,1237,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),25791,25268,23969,17351,1666,870,452,2011,1526,1298,697,1117,,432,67,666,,404,,,,,
筹资活动现金流出小计(万元),86747,68595,27976,87558,56053,20242,6982,69472,25926,13078,5168,27883,,9230,401,35791,,30056,17656,32012,35607,18206,
筹资活动产生的现金流量净额(万元),39847,5105,3724,9803,15543,5133,5323,11840,17724,17572,10632,44230,5536,189,-401,4725,-2564,1433,594,-4717,-7327,17630,
汇率变动对现金及现金等价物的影响(万元),744,344,-124,364,1663,-161,-982,-410,-63,-128,3,274,74,56,,264,1,1,,1,,-0,
现金及现金等价物净增加额(万元),18147,-1256,-1813,-6422,-8139,-1885,-1418,-27264,-25851,-23712,-31949,35460,3237,-3881,-1678,2794,-65,2032,-1888,-668,-5269,2178,
加:期初现金及现金等价物余额(万元),8682,8682,8682,15105,16518,18657,15105,42369,42369,42369,6909,6909,,6909,6909,4115,,2082,2082,2751,8019,5841,
期末现金及现金等价物余额(万元),26830,7426,6870,8682,8379,16772,13687,15105,16518,18657,-25040,42369,7287,3027,5231,6909,4050,4115,195,2082,2751,8019,
净利润(万元),,2960,,3135,,2359,,4760,,2148,,6340,,2429,,5678,,4129,,5105,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,976,,269,,251,,452,,260,,174,,397,,-86,,93,,332,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1605,,2548,,1258,,2252,,1081,,1937,,941,,1713,,1692,,1476,,,
无形资产摊销(万元),,75,,172,,86,,133,,59,,117,,58,,110,,137,,114,,,
长期待摊费用摊销(万元),,,,,,,,,,14,,,,,,27,,7,,2,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-50,,,,,,-6,,-6,,13,,13,,-1,,9,,-2,,,
固定资产报废损失(万元),,,,65,,,,,,,,,,,,,,,,,,,
公允价值变动损失(万元),,-8,,172,,-1281,,-342,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,2085,,2990,,1690,,2964,,1215,,1055,,584,,1048,,1467,,1630,,,
投资损失(万元),,-0,,-1224,,-2,,-67,,-88,,,,,,,,,,,,,
递延所得税资产减少(万元),,-263,,-95,,-27,,-85,,-40,,1,,-101,,-18,,-7,,-61,,,
递延所得税负债增加(万元),,164,,12,,183,,60,,,,,,,,,,,,,,,
存货的减少(万元),,-18498,,-14080,,-1171,,-20335,,-17276,,-19082,,-7264,,1030,,1948,,3033,,,
经营性应收项目的减少(万元),,-20284,,-9548,,-12983,,-11496,,-15374,,-9061,,-5269,,-2459,,-294,,-4926,,,
经营性应付项目的增加(万元),,29806,,7190,,7652,,-6479,,-6432,,12967,,6029,,-5564,,-8105,,2511,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,-1433,,-8397,,-1985,,-28188,,-34440,,-5539,,-2184,,1477,,1076,,9214,,,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),26830,7426,6870,8682,8379,13220,13687,15105,16518,18657,-25040,42369,7287,3027,5231,6909,4050,4115,195,2082,2751,8019,
现金的期初余额(万元),8682,8682,8682,15105,16518,15105,15105,42369,42369,42369,6909,6909,,6909,6909,4115,,2082,2082,2751,8019,5841,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),18147,-1256,-1813,-6422,-8139,-1885,-1418,-27264,-25851,-23712,-31949,35460,3237,-3881,-1678,2794,,2032,-1888,-668,-5269,2178,

