报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),40779,32415,14389,34322,26719,18523,10054,33540,25229,22626,9015,3266,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),236,,,721,202,155,148,520,421,219,141,47,
收到的其他与经营活动有关的现金(万元),548,413,135,1114,322,260,47,355,188,38,17,25,
经营活动现金流入小计(万元),41563,32828,14524,36156,27243,18938,10249,34416,25838,22884,9173,3339,
购买商品、接受劳务支付的现金(万元),26660,18949,8672,22952,15426,11894,8725,18408,11390,14065,6673,2755,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),7728,5155,2915,8186,6237,4327,2243,5369,4147,3334,1930,975,
支付的各项税费(万元),4008,3151,2785,3763,3777,1943,760,4649,3943,1026,313,37,
支付的其他与经营活动有关的现金(万元),5533,1690,1039,2165,1950,1275,1121,2052,1608,1222,443,318,
经营活动现金流出小计(万元),43929,28944,15412,37066,27389,19439,12848,30478,21087,19647,9358,4084,
经营活动产生的现金流量净额(万元),-2367,3884,-888,-909,-146,-501,-2599,3937,4751,3237,-185,-746,
收回投资所收到的现金(万元),,,,,,,,,,,,,
取得投资收益所收到的现金(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,,,,,2,2,,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),43431,18000,,3,,,,,,8,,1238,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),43431,18000,0,3,0,0,0,2,2,8,0,1238,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),5977,1999,69,2210,2134,1783,1282,3356,3091,754,422,129,
投资所支付的现金(万元),,,,,,,,17,,500,,,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,339,339,1490,,,
支付的其他与投资活动有关的现金(万元),68000,43000,22000,,,,,214,,,,1197,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),73977,44999,22069,2210,2134,1783,1282,3926,3430,2743,422,1326,
投资活动产生的现金流量净额(万元),-30546,-26999,-22069,-2208,-2134,-1783,-1282,-3923,-3428,-2735,-422,-88,
吸收投资收到的现金(万元),37714,37714,37714,19,19,19,19,,,5500,500,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,3,19,3,3,,,,,,
取得借款收到的现金(万元),13500,8500,2000,8000,3500,1500,,9700,7700,1000,2500,650,
发行债券收到的现金(万元),,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,490,490,,527,1368,
筹资活动现金流入小计(万元),51214,46214,39714,8019,3519,1519,19,10190,8190,6500,3527,2018,
偿还债务支付的现金(万元),10000,6500,,3500,1500,,,8700,7700,2500,650,,
分配股利、利润或偿付利息所支付的现金(万元),2227,2139,95,161,107,53,24,92,72,60,44,21,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),1622,1119,1112,1159,90,50,,793,793,192,2489,1343,
筹资活动现金流出小计(万元),13849,9758,1207,4820,1697,103,24,9585,8565,2752,3183,1364,
筹资活动产生的现金流量净额(万元),37366,36456,38508,3200,1822,1416,-5,605,-375,3748,344,654,
汇率变动对现金及现金等价物的影响(万元),37,-43,-19,82,71,11,-3,32,84,-1,-21,-34,
现金及现金等价物净增加额(万元),4491,13298,15531,164,-386,-857,-3888,651,1033,4249,-284,-214,
加:期初现金及现金等价物余额(万元),5301,5301,5301,5136,5136,5136,5136,4485,4485,236,520,734,
期末现金及现金等价物余额(万元),9791,18598,20832,5301,4750,4279,1248,5136,5518,4485,236,520,
净利润(万元),,3059,,9523,,4112,,8695,,4788,2140,-516,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,1501,,2116,,1137,,1007,,667,342,14,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,171,,312,,150,,228,,58,15,20,
无形资产摊销(万元),,72,,160,,76,,84,,32,24,24,
长期待摊费用摊销(万元),,3,,6,,3,,6,,10,12,9,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,,,0,,,,,
固定资产报废损失(万元),,,,1,,1,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,242,,86,,44,,112,,54,120,78,
投资损失(万元),,-30,,-92,,-95,,-37,,-42,,,
递延所得税资产减少(万元),,-138,,-358,,-202,,-63,,-134,-58,,
递延所得税负债增加(万元),,,,,,,,,,,,,
存货的减少(万元),,-10912,,-568,,1897,,-16294,,-11296,-4472,-3398,
经营性应收项目的减少(万元),,-11000,,-15123,,-9345,,-9438,,-7887,-3778,-515,
经营性应付项目的增加(万元),,20916,,3028,,1724,,19631,,16043,5470,3539,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,,,1,,-3,,5,,942,,,
经营活动产生现金流量净额(万元),,3884,,-909,,-501,,3937,,3237,-185,-746,
债务转为资本(万元),,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,
现金的期末余额(万元),9791,18598,20832,5301,4750,4279,1248,5136,5518,4485,236,520,
现金的期初余额(万元),5301,5301,5301,5136,5136,5136,5136,4485,4485,236,520,734,
现金等价物的期末余额(万元),,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),4491,13298,15531,164,-386,-857,,651,,4249,-284,-214,

