报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),39714,28024,13822,45181,33017,19343,8884,40215,25256,14159,6399,24338,17637,11869,6868,28979,21095,5064,19084,15176,7557,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),5048,3225,1913,4595,2918,2118,1070,3546,3132,2223,1385,2011,1573,1134,872,3495,2482,1457,809,945,467,
收到的其他与经营活动有关的现金(万元),1991,545,1198,2681,2384,1891,1758,1192,842,497,171,437,146,117,83,567,284,41,193,191,50,
经营活动现金流入小计(万元),46753,31794,16933,52457,38318,23352,11713,44954,29230,16879,7954,26786,19356,13120,7823,33041,23862,6563,20085,16313,8074,
购买商品、接受劳务支付的现金(万元),32062,22615,11269,30918,20604,13476,8395,24881,17194,12433,6876,11129,8045,5180,3482,16819,11568,1807,8917,9748,5671,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),6721,4671,2307,6968,5343,3792,1796,5506,4170,2907,1468,3861,3017,2184,1130,2750,2061,710,1843,1382,958,
支付的各项税费(万元),2286,1500,852,2556,1706,776,610,2345,1918,1301,835,1704,1266,696,293,2454,1817,573,1131,496,230,
支付的其他与经营活动有关的现金(万元),3039,1136,1558,2459,2333,1719,1003,4446,2294,1842,1056,2018,1496,1070,449,1628,1246,560,1477,1098,1000,
经营活动现金流出小计(万元),44107,29922,15985,42901,29986,19763,11804,37177,25577,18483,10235,18713,13823,9130,5355,23651,16692,3650,13368,12724,7859,
经营活动产生的现金流量净额(万元),2646,1871,947,9556,8332,3589,-91,7776,3653,-1605,-2281,8074,5533,3990,2469,9390,7169,2913,6717,3589,215,
收回投资所收到的现金(万元),114300,79400,45900,143000,102000,69000,37000,100000,65000,30000,,,,,,,,,,,,
取得投资收益所收到的现金(万元),1078,757,408,1289,934,605,287,923,596,293,,,,,,,,,,33,51,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,4,,,,,,,,,,,,,,,,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,1400,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),115378,80157,46308,144293,102934,69605,37287,100923,65596,30293,0,0,0,0,0,0,0,0,0,1433,51,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),7850,7775,7709,23033,10079,9778,6008,676,340,265,30,363,365,272,62,123,63,20,21,86,90,
投资所支付的现金(万元),111400,70900,37000,154900,114000,69000,37000,130000,95000,60000,30000,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,233,20,,,,,,,,,,,,300,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),119250,78675,44709,177933,124079,78778,43008,130909,95360,60265,30030,363,365,272,62,123,63,20,21,86,390,
投资活动产生的现金流量净额(万元),-3873,1482,1598,-33640,-21145,-9173,-5721,-29986,-29764,-29972,-30030,-363,-365,-272,-62,-123,-63,-20,-21,1346,-338,
吸收投资收到的现金(万元),,,,1737,,,,54227,54227,54227,54227,,,,,,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,,,,,5276,5133,1599,,,,,,,,,1000,,,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,302,302,,,325,167,167,,,,,,,,,,,,
筹资活动现金流入小计(万元),0,0,0,2039,302,0,0,59827,59527,55993,54227,0,0,0,0,0,0,0,1000,0,0,
偿还债务支付的现金(万元),,,,500,,,,4776,6151,559,,,,,,,,,1000,,,
分配股利、利润或偿付利息所支付的现金(万元),4037,4037,,3200,3217,3200,,6423,6415,6400,,7200,7200,7200,,4310,4310,,3119,1042,,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,0,,,,11,5,536,536,536,,,,,,,,,,,,
筹资活动现金流出小计(万元),4037,4037,0,3700,3217,3211,5,11734,13102,7495,0,7200,7200,7200,0,4310,4310,0,4119,1042,0,
筹资活动产生的现金流量净额(万元),-4037,-4037,0,-1661,-2915,-3211,-5,48093,46425,48498,54227,-7200,-7200,-7200,0,-4310,-4310,0,-3119,-1042,0,
汇率变动对现金及现金等价物的影响(万元),316,34,-192,1566,1508,423,-1001,-953,-584,-283,-84,739,261,181,-77,334,65,19,40,-201,-42,
现金及现金等价物净增加额(万元),-4948,-650,2354,-24179,-14219,-8372,-6819,24931,19730,16638,21833,1250,-1771,-3301,2330,5291,2862,2912,3617,3691,-165,
加:期初现金及现金等价物余额(万元),15386,15386,15386,39565,39565,39565,39565,14635,14635,14635,14635,13384,13384,13384,13384,8094,8094,8094,4477,786,952,
期末现金及现金等价物余额(万元),10438,14736,17740,15386,25346,31194,32747,39565,34365,31273,36467,14635,11613,10083,15715,13384,10956,11006,8094,4477,786,
净利润(万元),,6306,,12460,,4871,,9694,,4421,,9527,5769,3875,,10152,7117,1186,7669,4470,2156,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,-22,,617,,139,,8,,34,,231,18,5,,159,33,-19,47,151,33,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,260,,286,,85,,113,,45,,76,56,35,,55,41,14,61,57,60,
无形资产摊销(万元),,,,7,,6,,29,,15,,23,15,8,,1,,,,,,
长期待摊费用摊销(万元),,627,,1162,,35,,61,,46,,74,42,26,,9,6,2,9,9,1,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,-3,,,,,,,,,,,,,,,,,,
固定资产报废损失(万元),,,,1,,,,,,,,,,,,,,,,,,
公允价值变动损失(万元),,-267,,-4,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,-34,,-1566,,-412,,976,,285,,-739,-261,-181,,-334,-65,-19,-11,201,42,
投资损失(万元),,-402,,-1378,,-624,,-926,,-336,,,,,,,,,,-33,-51,
递延所得税资产减少(万元),,10,,-139,,-17,,-14,,9,,-25,5,-0,,-32,-5,3,-7,-23,-5,
递延所得税负债增加(万元),,24,,1,,,,,,,,,,,,,,,,,,
存货的减少(万元),,-795,,-3987,,-352,,-3763,,-2300,,-605,836,1105,,-1219,-1486,286,-2345,-490,-472,
经营性应收项目的减少(万元),,-4336,,-3072,,-2036,,-2213,,-988,,-3302,101,227,,-301,134,1399,-146,-1848,-1238,
经营性应付项目的增加(万元),,503,,5248,,1892,,3916,,-2668,,2814,-1049,-1110,,899,1394,60,1440,1093,-310,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,
其他(万元),,,,-75,,,,-105,,-167,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,1871,,9556,,3589,,7776,,-1605,,8074,5533,3990,,9390,7169,2913,6717,3589,215,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),10438,14736,17740,15386,25346,31194,32747,39565,34365,31273,36467,14635,11613,10083,15715,13384,10956,11006,8094,4477,786,
现金的期初余额(万元),15386,15386,15386,39565,39565,39565,39565,14635,14635,14635,14635,13384,13384,13384,13384,8094,8094,8094,4477,786,952,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-4948,-650,2354,-24179,-14219,-8372,-6819,24931,19730,16638,21833,1250,-1771,-3301,2330,5291,2862,2912,3617,3691,-165,

