报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
销售商品、提供劳务收到的现金(万元),541542,360495,166804,743303,581155,382357,194774,738701,564242,358383,174135,525412,357226,242573,717241,370755,758321,743778,638363,307351,590517,540095,475076,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),1906,1877,1877,,,,,,,,,,,,,,,2888,,,,,,
收到的其他与经营活动有关的现金(万元),5520,3497,1456,4996,4271,1821,1440,12586,6710,4972,918,12059,2624,1754,10093,5342,42942,5119,6388,6909,22292,5083,4599,
经营活动现金流入小计(万元),548967,365869,170137,748299,585426,384179,196215,751286,570952,363355,175054,537471,359849,244327,727334,376097,801263,751784,644751,314261,612809,545178,479675,
购买商品、接受劳务支付的现金(万元),97387,63847,27335,151674,92725,66239,29530,159789,79750,53110,26198,99535,68116,43355,111154,48808,117705,112175,91601,42356,97756,101032,99366,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),131114,87807,47075,205633,146927,93598,44806,199334,149462,105730,57322,205342,146231,100166,242737,107750,235925,222127,196222,82066,151091,135116,121749,
支付的各项税费(万元),77952,53682,26694,90042,67802,49388,21516,56395,44590,34751,13655,36496,28059,22036,94417,58901,98145,80433,91388,74162,75698,62000,63653,
支付的其他与经营活动有关的现金(万元),19544,7844,6071,31230,25246,12904,10727,46928,32252,19942,7081,47211,27763,21163,46902,17578,51107,50130,49563,30109,37713,31106,46430,
经营活动现金流出小计(万元),325997,213181,107174,478578,332701,222129,106579,462447,306054,213532,104256,388584,270169,186720,495210,233037,502882,464865,428773,228694,362259,329254,331197,
经营活动产生的现金流量净额(万元),222970,152688,62963,269720,252725,162050,89636,288840,264898,149823,70798,148887,89680,57608,232124,143060,298381,286919,215977,85567,250550,215923,148478,
收回投资所收到的现金(万元),97088,56538,,82814,88947,82921,71050,113301,113201,91190,34701,168186,151446,108966,21302,14200,36841,,4000,,1200,,,
取得投资收益所收到的现金(万元),6070,5769,61,7189,6819,6792,31,9031,838,148,60,11394,10740,363,20666,3000,16907,17963,18788,4763,18438,10720,7049,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),19146,19091,18808,1250,949,893,494,11205,10905,5366,5007,181,9,27,408,125,512,48787,92865,107476,385307,31,134,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,50280,56000,50280,,,,,,,573,,,,,183,,
收到的其他与投资活动有关的现金(万元),1408,1408,1408,107,10000,,,1507,1709,1485,,1496,218,,6807,586,8800,6830,570,,379,,611,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),123711,82805,20277,91360,106715,90606,71575,185325,182653,148469,39769,181257,162413,109356,49183,17911,63633,73580,116223,112239,405324,10933,7794,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),56954,41371,38257,45404,36175,12423,7297,117388,81269,64269,18853,60415,11767,20092,143713,77095,332957,251772,362152,218417,271581,318966,278903,
投资所支付的现金(万元),93196,57788,41788,33617,53039,10000,70,235105,189206,90585,17585,129421,147988,28440,109716,,47635,10500,4755,4725,30287,28631,1131,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,263,,,,,,,
支付的其他与投资活动有关的现金(万元),600,600,,19382,4960,4960,,,,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,10598,,35791,5000,,,,,
