报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),31250,22433,11624,43130,33537,24942,13963,44979,34007,22155,9727,31834,23796,10582,23303,14403,13810,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到的税费返还(万元),3534,2007,1272,1388,1059,868,245,1943,1265,565,52,878,547,186,530,850,720,
收到的其他与经营活动有关的现金(万元),717,373,134,1141,1009,672,190,1232,694,597,330,1446,1558,620,446,2134,416,
经营活动现金流入小计(万元),35501,24813,13031,45659,35605,26482,14398,48155,35966,23317,10109,34158,25901,11389,24279,17387,14946,
购买商品、接受劳务支付的现金(万元),13799,8573,4387,21647,16208,10148,5433,21913,15246,9579,5491,14158,10753,3166,10540,6207,7037,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),8349,5746,3257,11308,8829,6262,3535,10016,7394,5128,2889,8022,5924,2208,6240,4391,2995,
支付的各项税费(万元),1495,1048,414,4046,3464,2253,746,2320,1854,1025,261,2343,1386,346,2482,1035,607,
支付的其他与经营活动有关的现金(万元),4918,3129,1407,6629,4451,4109,1402,5374,4148,2812,1139,3936,3215,1494,2705,1781,2587,
经营活动现金流出小计(万元),28561,18497,9465,43630,32952,22772,11116,39623,28641,18545,9779,28460,21277,7214,21967,13414,13227,
经营活动产生的现金流量净额(万元),6940,6317,3566,2029,2653,3710,3282,8532,7325,4773,330,5697,4624,4175,2312,3973,1720,
收回投资所收到的现金(万元),76946,50800,29300,140500,92500,59300,20100,10700,8700,3500,1400,,,,900,,,
取得投资收益所收到的现金(万元),168,133,91,544,403,293,106,29,25,8,5,,,,2,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,0,,0,0,,,11,10,9,9,1,9,9,,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),5,,141,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),77119,50933,29532,141044,92903,59593,20206,10740,8735,3517,1414,1,9,9,902,0,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),6059,4617,2386,9714,7350,5403,2262,5395,2932,909,148,3942,3220,1107,3404,5545,3958,
投资所支付的现金(万元),78146,50800,29300,129500,96829,60300,20600,21700,8700,3500,1400,336,162,,900,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),84205,55417,31686,139214,104180,65703,22862,27095,11632,4409,1548,4277,3382,1107,4304,5545,3958,
投资活动产生的现金流量净额(万元),-7086,-4485,-2154,1830,-11277,-6110,-2656,-16354,-2897,-893,-134,-4277,-3373,-1098,-3402,-5545,-3958,
吸收投资收到的现金(万元),,,,,,,,26715,26715,,,3063,3063,3063,3945,2726,1597,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,446,1366,97,
取得借款收到的现金(万元),2000,1000,,7000,6000,3000,2000,3500,2500,2500,2500,2000,900,900,4160,4041,1087,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),36,4,4,,35,29,,,,,,407,383,383,1752,939,475,
筹资活动现金流入小计(万元),2036,1004,4,7000,6035,3029,2000,30215,29215,2500,2500,5471,4346,4346,9857,7707,3160,
偿还债务支付的现金(万元),6000,3000,2000,3500,2500,2500,2500,2490,2490,2490,2490,1750,650,640,4453,2489,88,
分配股利、利润或偿付利息所支付的现金(万元),1678,1637,63,1093,973,898,33,647,619,590,30,466,436,20,1048,2407,12,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),1182,1152,1151,4202,35,1,1,1559,0,0,0,410,384,383,1518,641,2519,
筹资活动现金流出小计(万元),8861,5789,3214,8795,3508,3399,2534,4696,3109,3081,2521,2626,1471,1043,7020,5538,2618,
筹资活动产生的现金流量净额(万元),-6825,-4785,-3210,-1795,2527,-369,-534,25519,26105,-581,-21,2845,2875,3303,2837,2169,541,
汇率变动对现金及现金等价物的影响(万元),128,-14,-184,499,395,181,-191,-47,62,132,-22,518,230,44,185,-35,-96,
现金及现金等价物净增加额(万元),-6843,-2967,-1982,2562,-5703,-2588,-99,17649,30595,3431,153,4784,4357,6424,1932,562,-1794,
加:期初现金及现金等价物余额(万元),28661,28661,28661,26099,26099,26099,26099,8450,8450,8450,8450,3666,3666,3666,1734,1173,2967,
期末现金及现金等价物余额(万元),21818,25695,26680,28661,20396,23511,26000,26099,39045,11882,8604,8450,8023,10091,3666,1734,1173,
净利润(万元),,2072,,8453,,6393,,8713,,4434,1476,5455,,1588,3556,3036,2324,
少数股东损益(万元),,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,
资产减值准备(万元),,180,,273,,93,,112,,29,5,257,,30,45,176,35,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1126,,1848,,912,,1607,,763,378,1418,,332,1078,693,473,
无形资产摊销(万元),,85,,145,,63,,104,,48,24,85,,15,46,42,28,
长期待摊费用摊销(万元),,44,,67,,32,,58,,28,14,53,,13,16,,0,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-0,,1,,5,,3,,-1,-1,1,,-0,9,,6,
固定资产报废损失(万元),,1,,6,,,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,
财务费用(万元),,183,,-266,,-113,,163,,-66,53,-409,,-24,-57,105,110,
投资损失(万元),,-92,,-440,,-278,,38,,17,5,36,,7,-2,,0,
递延所得税资产减少(万元),,30,,-157,,-55,,-81,,-74,-35,-75,,-23,-31,-72,-32,
递延所得税负债增加(万元),,,,,,,,,,,,,,0,,-133,133,
存货的减少(万元),,-1051,,2615,,3113,,-4932,,-2384,-1668,-1739,,491,-1222,-1954,-1228,
经营性应收项目的减少(万元),,5980,,-7210,,-4100,,-1456,,-696,-174,-1392,,-463,-2380,-386,-1607,
经营性应付项目的增加(万元),,-2362,,-3532,,-2480,,4022,,2584,213,1842,,2167,1087,2309,1375,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,
其他(万元),,123,,224,,125,,179,,92,41,166,,41,165,157,102,
经营活动产生现金流量净额(万元),,6317,,2029,,3710,,8532,,4773,330,5697,,4175,2312,3973,1720,
债务转为资本(万元),,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,
现金的期末余额(万元),21818,25695,26680,28661,20396,23511,26000,26099,39045,11882,8604,8450,8023,10091,3666,1734,1173,
现金的期初余额(万元),28661,28661,28661,26099,26099,26099,26099,8450,8450,8450,8450,3666,3666,3666,1734,1173,2967,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,
