报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),27500,17850,11304,32601,25472,14919,7173,29699,22604,15149,7756,27509,20310,11981,7590,27297,29922,24956,26473,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),1858,1311,759,2739,1976,1371,497,1930,1457,982,431,1343,908,617,253,1691,2100,1608,2292,
收到的其他与经营活动有关的现金(万元),94,102,171,1010,543,478,410,185,637,197,54,213,185,69,182,248,334,105,472,
经营活动现金流入小计(万元),29452,19263,12233,36351,27990,16768,8080,31815,24698,16328,8241,29066,21403,12667,8025,29236,32355,26668,29237,
购买商品、接受劳务支付的现金(万元),16305,11560,7774,22862,18184,11008,4678,15368,11528,7642,3631,13446,10059,6998,4066,14956,18768,14845,14828,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),4099,2801,1733,5115,3786,2504,1294,4498,3365,2232,1221,4188,3124,2098,1123,4361,4534,3669,3627,
支付的各项税费(万元),1199,700,242,2076,1650,1076,445,2236,1724,1144,477,2110,1560,996,485,1784,1870,1341,1768,
支付的其他与经营活动有关的现金(万元),2482,1763,873,3310,1895,1363,484,3404,2527,1516,620,2453,1626,1048,741,2349,2467,1798,1544,
经营活动现金流出小计(万元),24085,16824,10622,33364,25515,15951,6901,25506,19145,12535,5948,22197,16369,11141,6415,23449,27639,21653,21767,
