报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),37854,25386,11956,52624,37472,25236,12923,47895,35735,22678,11042,49649,38620,56187,26395,36124,42801,43672,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),2388,1753,818,2672,2392,1259,776,1597,1167,622,243,2160,1893,1576,887,1900,1523,1303,
收到的其他与经营活动有关的现金(万元),1345,1088,564,843,594,360,123,1414,1204,1009,85,1341,1296,591,292,599,791,517,
经营活动现金流入小计(万元),41586,28227,13338,56138,40458,26855,13823,50906,38106,24310,11369,53150,41808,58353,27573,38623,45115,45492,
购买商品、接受劳务支付的现金(万元),27086,17201,8382,30770,24651,15314,9079,27403,19208,12846,6796,31484,25482,28892,13293,25938,23322,20971,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),7214,4669,3189,8493,6336,4767,3096,7397,5127,4586,3050,7654,5074,6974,3481,4922,4660,4420,
支付的各项税费(万元),1640,1285,911,3442,2556,1635,656,3255,3439,1532,1095,2820,3070,2947,1195,1457,3152,2922,
支付的其他与经营活动有关的现金(万元),3277,2370,891,4565,2096,1687,889,3318,1617,1488,753,3892,1855,4733,2141,2865,3452,6170,
经营活动现金流出小计(万元),39218,25524,13372,47270,35638,23404,13720,41373,29391,20452,11694,45850,35480,43546,20109,35182,34587,34484,
经营活动产生的现金流量净额(万元),2369,2702,-34,8869,4820,3451,102,9533,8715,3857,-324,7300,6328,14807,7464,3440,10528,11008,
收回投资所收到的现金(万元),2150,2150,1550,9000,19500,18000,9000,1500,1500,1500,,,,1000,,1830,2192,600,
取得投资收益所收到的现金(万元),20,20,15,308,206,189,115,2,2,,,,,41,,7,0,40,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),53,26,,11,9,8,2,12,,,,6,6,22,8,71,2256,25,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,138,138,138,138,2300,50,50,,174,158,81,81,,329,5039,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),2222,2196,1565,9457,19852,18335,9255,3815,1552,1550,0,181,164,1144,89,1908,4778,5704,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),11294,8678,3581,14452,6707,5034,2718,4688,2404,1622,1392,5377,4378,2144,1103,2293,2272,9632,
投资所支付的现金(万元),600,600,600,1550,17000,15500,9000,10550,1500,1500,,,,1000,,1830,4891,1000,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,1484,,,,,,,,,,2273,2273,5742,,,
支付的其他与投资活动有关的现金(万元),,,1690,238,,,,2525,2300,2300,,,,,,,,5650,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),11894,9278,5871,17723,23707,20534,11718,17763,6204,5422,1392,5377,4378,5417,3376,9865,7163,16282,
