报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),41445,26964,11370,49039,34955,20543,8775,36597,24455,14838,5688,29699,18319,26068,20928,16380,8364,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到的税费返还(万元),0,,,,0,,,,46,,,,,,,,,
收到的其他与经营活动有关的现金(万元),1827,632,250,2044,496,179,138,444,173,61,10,743,697,686,1478,1103,1923,
经营活动现金流入小计(万元),43271,27596,11620,51083,35450,20722,8913,37041,24674,14899,5697,30442,19016,26754,22405,17484,10287,
购买商品、接受劳务支付的现金(万元),14631,6670,3526,14342,9046,5390,2541,10434,6823,4195,2139,7384,6008,6675,6403,4898,2949,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),13763,8299,4626,11295,8036,5383,3130,7684,5779,3933,2288,6505,5128,5516,4236,3667,2556,
支付的各项税费(万元),1954,1942,1005,2770,2454,1842,1293,2482,1974,1332,992,1532,1176,1791,1425,1242,918,
支付的其他与经营活动有关的现金(万元),3198,3312,838,5069,3741,2367,1249,4441,3211,1880,862,3138,1922,2150,2103,1585,1832,
经营活动现金流出小计(万元),33546,20223,9996,33475,23277,14981,8213,25040,17788,11340,6281,18560,14234,16132,14168,11393,8254,
经营活动产生的现金流量净额(万元),9726,7373,1625,17608,12174,5741,700,12001,6886,3559,-584,11882,4782,10623,8238,6091,2033,
收回投资所收到的现金(万元),86740,75440,45440,62722,44996,23000,2000,17200,,,,,,,,,,
取得投资收益所收到的现金(万元),1193,908,365,714,531,430,22,152,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,,,0,0,0,13,13,0,,,,4,5,3447,1,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),87934,76349,45805,63436,45527,23430,2022,17365,13,0,0,0,0,4,5,3447,1,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),10199,6421,2628,12992,7964,5344,3030,2532,1462,946,820,5242,3312,4321,3889,5226,5777,
投资所支付的现金(万元),84940,70240,40240,77397,59696,30156,,37200,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),0,0,0,,,,,,,,,,,136,363,0,35,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),95139,76661,42868,90389,67660,35500,3030,39732,1462,946,820,5242,3312,4457,4252,5226,5812,
投资活动产生的现金流量净额(万元),-7205,-312,2937,-26953,-22133,-12070,-1008,-22367,-1449,-946,-820,-5242,-3312,-4452,-4247,-1779,-5811,
吸收投资收到的现金(万元),2020,1045,70,960,960,960,960,23166,23166,,,,,,,35,6500,
其中：子公司吸收少数股东投资收到的现金(万元),70,70,70,,,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,,,,,602,602,602,601,1000,1000,1600,1600,2810,7710,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,1472,66,,291,110,110,110,298,,530,1317,303,2450,
筹资活动现金流入小计(万元),2020,1045,70,960,2432,1026,960,24058,23877,711,710,1298,1000,2130,2917,3148,16660,
偿还债务支付的现金(万元),,,,,,,,602,602,602,,1000,1000,6500,3000,8320,12900,
