报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),36475,25731,12082,43290,29622,20216,8090,38245,30843,36229,33454,31825,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),696,519,276,602,484,332,185,121,12,,,,
收到的其他与经营活动有关的现金(万元),1084,932,820,1304,1010,886,757,1531,1305,1554,918,2073,
经营活动现金流入小计(万元),38254,27183,13178,45197,31116,21434,9031,39896,32159,37783,34372,33898,
购买商品、接受劳务支付的现金(万元),17235,10782,4116,19133,15292,9664,6987,12471,12609,7834,10502,15956,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),6766,4771,2855,6956,5396,3777,2230,6380,4978,5340,5110,4863,
支付的各项税费(万元),5071,3804,966,8455,6013,4198,1446,6095,4946,5322,4355,4542,
支付的其他与经营活动有关的现金(万元),5086,3511,1590,6526,3990,3064,1720,6993,5573,8515,5995,5806,
经营活动现金流出小计(万元),34158,22869,9526,41070,30691,20704,12384,31939,28106,27011,25961,31168,
经营活动产生的现金流量净额(万元),4097,4314,3652,4126,425,731,-3352,7957,4054,10773,8410,2730,
收回投资所收到的现金(万元),122600,61600,35050,35801,,,,,,,,,
取得投资收益所收到的现金(万元),565,438,259,120,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),26,11,2,11,9,2,,31,4,110,159,25,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,22,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),123191,62049,35311,35932,9,2,0,31,4,110,181,25,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),15461,13336,1153,3265,2477,1147,244,1064,641,1197,718,371,
投资所支付的现金(万元),115650,36112,14550,61300,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),131111,49448,15703,64565,2477,1147,244,1064,641,1197,718,371,
投资活动产生的现金流量净额(万元),-7920,12601,19609,-28633,-2469,-1146,-244,-1033,-637,-1087,-538,-347,
吸收投资收到的现金(万元),2402,2402,2,36908,36908,,,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,
