报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),21760,13814,7633,26501,18602,16532,8407,29531,24886,15615,7274,27561,20298,13011,6945,26165,11455,25815,18923,18536,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),1773,1027,595,2245,1607,1041,522,2820,1960,1089,710,2068,1349,1102,473,1491,770,1627,1504,1717,
收到的其他与经营活动有关的现金(万元),574,449,129,620,530,301,183,1138,1093,810,640,847,1247,432,204,490,246,301,221,239,
经营活动现金流入小计(万元),24107,15290,8358,29366,20738,17873,9113,33489,27939,17513,8623,30476,22895,14545,7621,28145,12471,27743,20649,20491,
购买商品、接受劳务支付的现金(万元),11115,9664,4559,18123,13142,11530,5076,17975,15439,9525,3583,17946,14613,8179,3614,15765,7975,18577,13381,15769,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),4004,2846,1628,4749,3464,2381,1295,4667,3391,2272,1332,3873,2833,1922,1197,3421,1718,2947,2265,2063,
支付的各项税费(万元),804,464,385,1173,775,516,314,1669,1380,1064,673,1593,1195,825,547,1082,505,870,382,359,
支付的其他与经营活动有关的现金(万元),3702,2105,833,3064,2483,1562,1104,4464,3670,2813,1954,2822,2844,1593,678,2314,1122,1872,1518,1532,
经营活动现金流出小计(万元),19626,15080,7406,27110,19864,15989,7789,28775,23880,15674,7541,26234,21486,12519,6037,22582,11320,24265,17546,19724,
经营活动产生的现金流量净额(万元),4481,210,952,2257,874,1884,1324,4713,4059,1840,1082,4241,1409,2026,1585,5563,1150,3479,3103,767,
收回投资所收到的现金(万元),46306,46306,18648,31300,32300,21300,6800,13800,11200,,,,,,,,,,,,
取得投资收益所收到的现金(万元),245,260,2240,434,360,233,86,182,78,,,,,,,227,196,205,13,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,,,17,3,2,2,17,,,,,,,,7,7,1,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,171,171,5310,1350,10,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),46551,46566,20887,31751,32664,21535,6887,13999,11278,0,0,0,0,0,0,404,374,5516,1363,10,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),4063,560,182,979,639,441,308,1966,1427,937,288,1851,1580,1115,458,4062,1494,2544,2135,273,
投资所支付的现金(万元),34245,36130,24671,33381,32300,19100,5800,23928,21200,8700,,46,18,18,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),29612,11,,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,5267,1558,220,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),67921,36701,24853,34360,32939,19541,6108,25894,22627,9637,288,1897,1598,1133,458,4062,1494,7811,3693,493,
投资活动产生的现金流量净额(万元),-21370,9866,-3966,-2609,-275,1994,779,-11895,-11349,-9637,-288,-1897,-1598,-1133,-458,-3658,-1120,-2295,-2329,-483,
吸收投资收到的现金(万元),,,,,,,,19200,17712,17610,,,,,,4858,4858,,1549,1869,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,102,,,,,,,0,0,,49,,
取得借款收到的现金(万元),20911,990,990,3873,2000,,286,950,950,950,950,1000,1067,1000,,1000,,5819,3854,6620,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),2209,2209,2109,,100,100,,,,,,104,,,,2,2,188,2081,530,
筹资活动现金流入小计(万元),23120,3199,3099,3873,2100,100,286,20150,18662,18560,950,1104,1067,1000,0,5860,4860,6007,7485,9019,
偿还债务支付的现金(万元),3863,3863,3863,1000,,,,950,950,950,,2000,2000,1500,1000,3400,1400,3720,5173,7268,
分配股利、利润或偿付利息所支付的现金(万元),1221,1206,10,2230,2220,2200,,1810,1810,1810,1719,1221,1221,1218,959,161,133,4425,556,327,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),209,101,,2109,101,101,,1461,,,,,,,,290,290,,350,2485,
筹资活动现金流出小计(万元),5293,5169,3873,5339,2321,2301,0,4222,2760,2760,1719,3221,3221,2718,1959,3850,1823,8145,6080,10080,
筹资活动产生的现金流量净额(万元),17827,-1971,-774,-1466,-221,-2201,286,15928,15901,15800,-769,-2117,-2154,-1718,-1959,2010,3038,-2138,1405,-1061,
汇率变动对现金及现金等价物的影响(万元),-525,-77,-122,385,337,8,-397,-556,-353,-148,-37,435,244,147,-37,322,-63,-110,-106,8,
现金及现金等价物净增加额(万元),414,8028,-3910,-1434,715,1684,1992,8191,8258,7854,-11,663,-2099,-679,-868,4237,3004,-1065,2073,-769,
加:期初现金及现金等价物余额(万元),13427,13427,13427,14861,14861,14861,14861,6670,6670,6670,6670,6007,6007,6007,6007,1770,1770,2835,762,1531,
期末现金及现金等价物余额(万元),13841,21455,9517,13427,15576,16545,16853,14861,14928,14524,6659,6670,3908,5328,5139,6007,4775,1770,2835,762,
净利润(万元),,1186,,3166,,1139,,3525,,1840,,3801,,1460,,3494,607,3901,1299,832,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,-0,,375,,-30,,-7,,-37,,56,,-36,,21,-44,182,32,-81,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,524,,995,,475,,773,,375,,670,,332,,414,188,367,355,356,
无形资产摊销(万元),,42,,80,,40,,80,,33,,81,,42,,76,38,76,49,39,
长期待摊费用摊销(万元),,,,,,,,,,,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,,,,,,,,,,,-11,-24,12,,,
固定资产报废损失(万元),,,,-3,,,,3,,,,8,,,,,,,0,5,
公允价值变动损失(万元),,1,,-33,,-43,,10,,143,,56,,48,,-77,-194,161,-119,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,80,,-341,,2,,568,,168,,-426,,-141,,-211,142,190,184,145,
投资损失(万元),,-254,,-411,,-238,,-54,,15,,46,,18,,-227,-196,-205,-13,,
递延所得税资产减少(万元),,3,,-38,,10,,184,,169,,-187,,9,,13,18,-35,-2,-1,
递延所得税负债增加(万元),,,,,,2,,,,,,-5,,-5,,5,23,-18,18,,
存货的减少(万元),,-1282,,11,,-706,,-477,,-486,,64,,60,,-963,-1661,-337,-299,-310,
经营性应收项目的减少(万元),,-790,,-1822,,986,,657,,602,,-2434,,528,,-1144,1455,-690,-293,1849,
经营性应付项目的增加(万元),,700,,278,,246,,-548,,-982,,2511,,-288,,4171,800,-126,1893,-2068,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,,,,,,,,
