报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),120040,67091,28900,121877,91271,49927,20098,106629,81500,49301,90591,49381,87827,44010,64551,32083,49226,35397,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),3961,3942,3025,4375,3286,2795,2454,2992,1899,1683,2473,2178,1884,1747,1213,768,1495,1116,
收到的其他与经营活动有关的现金(万元),3245,2569,1070,659,316,166,73,1248,540,416,537,155,571,202,765,1271,615,500,
经营活动现金流入小计(万元),127245,73603,32996,126910,94872,52888,22626,110869,83938,51400,93601,51714,90283,45959,66530,34122,51337,37014,
购买商品、接受劳务支付的现金(万元),76992,53278,26296,86075,60238,38688,17848,66277,50259,29117,55733,30705,59275,35262,50428,24252,35793,28202,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),10724,8090,3773,10887,8417,6321,2727,9381,7411,5789,8497,5547,8569,4860,5339,2787,3918,2816,
支付的各项税费(万元),7027,3267,1083,6389,5496,2909,1017,5205,4529,2242,6236,3371,6339,2397,2588,1087,1439,852,
支付的其他与经营活动有关的现金(万元),11851,7745,3780,9804,7163,3970,1889,7352,6024,4187,5999,2653,4975,3012,4393,3829,4170,3094,
经营活动现金流出小计(万元),106594,72380,34932,113156,81314,51887,23482,88214,68223,41336,76465,42277,79157,45531,62749,31956,45320,34963,
经营活动产生的现金流量净额(万元),20651,1223,-1937,13754,13558,1001,-856,22656,15715,10064,17136,9437,11126,427,3781,2166,6017,2051,
收回投资所收到的现金(万元),30000,10000,,,,,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),387,23,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),9,4,4,8,1,,,,,,0,0,,,,,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,2,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,500,500,1111,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),30396,10027,4,8,1,0,0,0,0,0,0,0,500,500,1111,0,2,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),12559,8081,4571,7744,6513,2160,1647,7181,5803,3493,7404,2801,11887,5723,4422,758,3991,4935,
投资所支付的现金(万元),58000,50000,41000,,,,,,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),765,765,765,,,,,,,,,,21,,500,500,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),71324,58846,46336,7744,6513,2160,1647,7181,5803,3493,7404,2801,11908,5723,4922,1258,3991,4935,
投资活动产生的现金流量净额(万元),-40927,-48819,-46332,-7736,-6512,-2160,-1647,-7181,-5803,-3493,-7404,-2801,-11408,-5223,-3811,-1258,-3989,-4935,
吸收投资收到的现金(万元),1997,292,136,59605,,,,,,,,,12841,12841,2440,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,136,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,,,,,,,,2700,,15150,4850,13800,6300,14800,9530,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),16043,12550,6885,24774,16760,9160,3000,15151,9284,4429,9407,2730,8306,4355,9944,3951,11576,5562,
筹资活动现金流入小计(万元),18039,12842,7021,84379,16760,9160,3000,15151,9284,4429,12107,2730,36297,22046,26184,10251,26376,15092,
偿还债务支付的现金(万元),,,,3000,3000,3000,,1500,900,900,8500,3172,14150,6750,12700,3300,12130,8100,
分配股利、利润或偿付利息所支付的现金(万元),4755,4749,,84,84,84,40,3222,3173,3122,3438,3234,3594,3221,2294,358,705,519,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),19217,15043,3493,31390,24899,12830,6200,17527,13767,8300,11661,5000,7776,3700,9369,5536,14392,5640,
筹资活动现金流出小计(万元),23972,19792,3493,34475,27984,15914,6240,22249,17840,12322,23600,11406,25520,13671,24364,9194,27226,14258,
筹资活动产生的现金流量净额(万元),-5932,-6950,3528,49904,-11224,-6754,-3240,-7098,-8556,-7893,-11492,-8676,10777,8375,1821,1057,-851,834,
汇率变动对现金及现金等价物的影响(万元),201,4,-201,239,289,-31,-364,-520,-350,-169,364,99,29,-74,,37,-118,-23,
现金及现金等价物净增加额(万元),-26008,-54542,-44942,56162,-3888,-7945,-6107,7857,1006,-1491,-1396,-1941,10524,3506,0,2003,1058,-2074,
加:期初现金及现金等价物余额(万元),76130,76130,76130,19968,19968,19968,19968,12112,12112,12112,13508,13508,2983,2983,1215,1215,156,2230,
期末现金及现金等价物余额(万元),50122,21588,31188,76130,16080,12023,13861,19968,13118,10621,12112,11566,13508,6489,2983,3218,1215,156,
净利润(万元),,14524,,13930,,9789,,11894,,8855,12596,9153,11802,7856,5215,3843,2502,1552,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,1373,,1095,,830,,-4,,222,1280,556,461,256,154,186,274,218,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1740,,3118,,1539,,2561,,1227,2219,1049,1555,750,1315,640,1104,508,
无形资产摊销(万元),,120,,224,,111,,214,,105,177,86,151,68,74,34,51,57,
长期待摊费用摊销(万元),,58,,114,,55,,94,,41,43,17,105,26,43,19,26,21,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,-2,,,,,,,2,2,655,,,,-2,0,
固定资产报废损失(万元),,4,,22,,1,,13,,1,,,1,0,0,0,0,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,
财务费用(万元),,-4,,-159,,111,,738,,290,-65,-0,518,335,780,358,721,399,
投资损失(万元),,-22,,,,,,,,,,,,,,,,,
递延所得税资产减少(万元),,-278,,-198,,-121,,12,,-26,-180,-74,-63,-36,-10,-44,38,-112,
递延所得税负债增加(万元),,,,,,,,,,,,,,,,,,,
存货的减少(万元),,-1681,,-3955,,-15,,-4374,,1532,-1906,-480,-748,-2523,-1588,1709,-4401,-2247,
经营性应收项目的减少(万元),,-22384,,-13559,,-28694,,-817,,-15967,-3689,-9472,-9660,-17052,-67,-8719,-3633,-2020,
经营性应付项目的增加(万元),,7773,,13126,,17394,,12324,,13787,6657,8601,6349,10748,-2136,4141,9337,3675,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,1223,,13754,,1001,,22656,,10064,17136,9437,11126,427,3781,2166,6017,2051,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),50122,21588,31188,76130,16080,12023,13861,19968,13118,10621,12112,11566,13508,6489,2983,3218,1215,156,
现金的期初余额(万元),76130,76130,76130,19968,19968,19968,19968,12112,12112,12112,13508,13508,2983,2983,1215,1215,156,2230,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-26008,-54542,-44942,56162,-3888,-7945,,7857,,-1491,-1396,-1941,10524,3506,1769,2003,1058,-2074,

