报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),23055,13452,4841,41236,25584,14333,7427,32884,11344,30491,22670,19190,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),1783,1633,331,1500,1118,914,269,2004,1476,4472,8991,4703,
经营活动现金流入小计(万元),24838,15085,5172,42736,26703,15247,7695,34888,12820,34963,31662,23894,
购买商品、接受劳务支付的现金(万元),3394,2276,618,8446,4026,3017,1856,6307,3087,8097,7756,5260,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),16236,12781,9450,16382,13219,10340,7430,13643,8214,10030,8368,7290,
支付的各项税费(万元),2918,2317,1211,4011,3049,1796,1273,3013,747,1876,1800,1170,
支付的其他与经营活动有关的现金(万元),3195,1853,1232,4460,3972,2085,1376,3415,2073,3757,2926,3575,
经营活动现金流出小计(万元),25743,19227,12512,33299,24265,17238,11934,26378,14121,23760,20849,17295,
经营活动产生的现金流量净额(万元),-906,-4142,-7340,9437,2438,-1991,-4239,8510,-1301,11203,10813,6599,
收回投资所收到的现金(万元),200,201,200,,,,,14650,14714,2730,15832,8666,
取得投资收益所收到的现金(万元),191,24,0,320,242,242,,259,75,457,1324,1611,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,28,,,,12,,20,4,0,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,4757,4757,2190,1504,,
收到的其他与投资活动有关的现金(万元),,,,,,,,30,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),391,225,200,348,242,242,0,19709,19546,5396,18664,10278,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),242,113,45,547,293,170,184,703,342,695,313,370,
投资所支付的现金(万元),37000,37000,,200,10000,10000,,,,14000,15773,13775,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,-49,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,3088,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),37242,37113,45,747,10293,10170,184,703,293,17782,16086,14144,
投资活动产生的现金流量净额(万元),-36851,-36888,155,-399,-10051,-9928,-184,19006,19253,-12386,2578,-3866,
吸收投资收到的现金(万元),50561,50561,,,,,,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,
