报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),251836,129690,51267,280954,223977,107972,44510,242616,189716,89906,39326,211585,159317,78487,188799,170454,69701,161282,146441,127244,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),26,18,,140,90,31,,78,78,,,75,75,21,71,35,10,74,28,5,
收到的其他与经营活动有关的现金(万元),7016,2724,854,8371,4409,2708,907,4447,3294,2206,599,3295,2248,1556,3363,2037,694,2648,2208,1686,
经营活动现金流入小计(万元),258877,132432,52122,289465,228476,110712,45417,247141,193087,92112,39925,214954,161640,80065,192233,172527,70404,164004,148677,128935,
购买商品、接受劳务支付的现金(万元),93193,56412,28587,120881,75650,47590,23406,105382,65580,41023,21399,90739,55681,35138,85199,72854,29358,72814,68478,59919,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),46359,29199,14946,51031,36583,22602,12280,42387,29579,18797,10062,36470,26572,16047,32317,28425,13100,25603,21622,18139,
支付的各项税费(万元),14031,5218,2476,27606,10050,5919,3246,27066,11489,8475,5836,24872,12254,8179,24390,24165,7649,20592,18509,14879,
支付的其他与经营活动有关的现金(万元),32545,18290,10239,42345,28919,17256,9484,30229,20521,13934,6290,25231,16480,10347,23162,21679,7471,17119,15598,12950,
经营活动现金流出小计(万元),186129,109119,56249,241862,151201,93368,48415,205065,127168,82230,43587,177312,110988,69711,165069,147123,57577,136129,124207,105887,
经营活动产生的现金流量净额(万元),72749,23313,-4127,47602,77275,17344,-2998,42076,65919,9882,-3662,37643,50652,10354,27164,25403,12827,27876,24470,23047,
收回投资所收到的现金(万元),45000,45000,40000,105000,68000,18000,18000,20000,,,,5,,,,,,,,,
取得投资收益所收到的现金(万元),461,447,341,1375,981,399,339,223,18,18,,444,219,219,213,227,227,244,256,230,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),7,6,1,28,22,20,3,37,34,32,33,0,0,0,15,21,16,19,8,9,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),45467,45453,40342,106403,69003,18419,18342,20260,52,50,33,449,220,220,229,248,243,263,264,239,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),33102,21692,5385,29850,19386,5443,4248,8680,5056,2824,1147,8229,5628,3807,8170,3014,1404,7452,5421,7807,
投资所支付的现金(万元),37717,15350,15000,129200,99200,52200,12000,26320,,,,345,305,300,100,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
