报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),175961,116530,60487,240476,169487,106801,47455,180916,127979,82396,40232,144040,109823,73702,36941,145395,67786,125580,105013,92311,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),7630,6344,4475,9201,6388,4935,2693,7246,5513,4033,1970,5679,3969,1888,990,4670,2060,4017,5665,3583,
收到的其他与经营活动有关的现金(万元),1258,793,320,1513,988,734,430,1457,680,215,113,1463,1210,580,548,1784,1537,749,531,1349,
经营活动现金流入小计(万元),184849,123667,65282,251190,176863,112469,50578,189619,134172,86644,42316,151182,115002,76169,38479,151849,71384,130346,111209,97243,
购买商品、接受劳务支付的现金(万元),120315,80463,44132,187058,130845,84634,44740,129306,95553,56581,29491,90912,70537,44813,24654,90990,37651,77075,67990,64146,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),25642,18545,9499,34425,26189,17312,7373,32454,24279,16253,7656,26205,19405,13787,6293,27143,14948,26043,22242,15733,
支付的各项税费(万元),6274,3669,1230,6623,4753,2916,1302,7329,5580,3396,1763,6663,4995,3346,1518,5499,2349,6052,4931,4723,
支付的其他与经营活动有关的现金(万元),6646,4358,1774,8864,6022,3847,2477,8728,3330,3204,1960,6764,2974,2750,1310,7765,3136,7496,6170,5501,
经营活动现金流出小计(万元),158877,107034,56635,236968,167809,108708,55891,177817,128742,79435,40869,130542,97911,64696,33775,131397,58084,116666,101334,90102,
经营活动产生的现金流量净额(万元),25972,16632,8647,14221,9054,3761,-5314,11802,5430,7209,1446,20639,17091,11473,4704,20451,13300,13681,9875,7140,
收回投资所收到的现金(万元),249981,182461,75041,323199,216714,153935,55088,47394,,,,,,,,6135,5735,,,3000,
取得投资收益所收到的现金(万元),1326,1421,99,3859,2489,2261,285,627,547,174,56,155,48,48,274,265,155,163,,441,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),8,,,11,3,3,0,239,,,12,103,23,5,1,115,,18,0,173,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,56,56,56,,,,1746,,,
收到的其他与投资活动有关的现金(万元),102,,97,,,,,617,208,208,,13,16,16,,286,289,556,666,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),251416,183882,75237,327069,219206,156199,55373,48877,755,382,69,327,144,125,275,6800,6180,2483,667,3614,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),8261,5689,3119,19224,9207,5164,1376,8802,4578,3180,2896,4599,3120,1610,714,3795,2302,4538,3705,2812,
