报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),22890,15414,8535,38162,24520,19299,8800,34047,20763,21290,12401,18550,8872,3915,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,0,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),872,133,21,517,342,187,47,1081,386,1058,730,1400,4759,1694,
经营活动现金流入小计(万元),23763,15547,8556,38679,24862,19486,8847,35128,21149,22348,13131,19950,13631,5609,
购买商品、接受劳务支付的现金(万元),17911,10654,6048,23092,19275,14538,8478,11250,4041,20578,10612,18076,2820,16780,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),2946,2110,1201,3225,2438,1708,996,3002,1574,2137,1190,1774,1351,1063,
支付的各项税费(万元),4574,3029,801,3523,3000,2063,1013,2548,1332,1367,1192,428,656,92,
支付的其他与经营活动有关的现金(万元),883,648,315,848,627,395,224,1004,663,853,764,1481,1682,2227,
经营活动现金流出小计(万元),26314,16440,8365,30688,25340,18703,10710,17804,7610,24935,13758,21759,6508,20161,
经营活动产生的现金流量净额(万元),-2551,-893,191,7991,-478,783,-1863,17324,13538,-2587,-627,-1809,7123,-14552,
收回投资所收到的现金(万元),52000,29000,,30000,,,,10600,10600,14200,,,20000,800,
取得投资收益所收到的现金(万元),541,301,,352,,,,229,229,184,,,1124,1748,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,1,2,2,2,0,3263,3255,184,290,,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,8592,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,
投资活动现金流入小计(万元),52542,29303,1,30354,2,2,0,14092,14084,14568,290,0,21124,11139,
