报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),159321,95775,31986,218300,169326,117388,58206,273381,248095,195733,161416,162139,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),497,132,3102,166,60,44,19,385,263,62,1147,161,
经营活动现金流入小计(万元),159819,95908,35087,218466,169387,117432,58225,273766,248358,195795,162563,162300,
购买商品、接受劳务支付的现金(万元),125904,82556,23389,182898,142586,97123,52606,226004,195455,156690,138849,141866,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),4619,2669,1368,6306,4799,3083,1609,6415,5512,4678,3062,2456,
支付的各项税费(万元),7401,4378,3021,9372,7574,3935,1422,11897,16033,8344,4896,2950,
支付的其他与经营活动有关的现金(万元),4826,2925,1041,5318,4323,2661,1509,7888,6683,7409,5786,5865,
经营活动现金流出小计(万元),142749,92527,28819,203894,159283,106803,57146,252204,223683,177121,152593,153138,
经营活动产生的现金流量净额(万元),17069,3380,6268,14572,10104,10630,1079,21562,24676,18674,9970,9163,
收回投资所收到的现金(万元),,,,8000,3000,,,225,8000,,1900,,
取得投资收益所收到的现金(万元),519,145,13,8,3,,,,14,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1077,0,,,,,,,,,1,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,199,,,
收到的其他与投资活动有关的现金(万元),306,210,23,62,42,21,10,34,55,96,140,269,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),1902,355,35,8070,3045,21,10,259,8069,295,2041,269,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),7198,4215,471,6208,4375,2434,1323,12734,14323,6233,8850,5354,
投资所支付的现金(万元),65700,61200,6000,8000,8000,3000,,,8000,199,1200,1900,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,1999,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,91,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),72898,65415,6471,14208,12375,5434,1323,14733,22323,6432,10140,7254,
投资活动产生的现金流量净额(万元),-70996,-65060,-6436,-6138,-9330,-5413,-1313,-14474,-14255,-6137,-8099,-6986,
吸收投资收到的现金(万元),84077,84077,84077,,,,,,,490,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,490,,,
取得借款收到的现金(万元),,,,14124,14124,14124,2664,14124,12204,14700,15350,26200,
发行债券收到的现金(万元),,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,181,47413,21194,
筹资活动现金流入小计(万元),84077,84077,84077,14124,14124,14124,2664,14124,12204,15371,62763,47394,
偿还债务支付的现金(万元),14124,14124,8124,14124,14124,14124,8124,12204,14700,9350,27000,31400,
分配股利、利润或偿付利息所支付的现金(万元),5542,183,165,646,431,302,157,8726,7116,2571,1031,1924,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,,,,,,327,6853,39009,14545,
筹资活动现金流出小计(万元),19666,14307,8289,14770,14555,14426,8281,20930,22143,18774,67040,47869,
筹资活动产生的现金流量净额(万元),64412,69770,75788,-646,-431,-302,-5617,-6806,-9939,-3403,-4277,-475,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,
现金及现金等价物净增加额(万元),10485,8090,75621,7788,343,4915,-5850,281,482,9134,-2407,1702,
加:期初现金及现金等价物余额(万元),22297,22297,22297,14509,14509,14509,14509,14228,13746,4612,7018,5316,
期末现金及现金等价物余额(万元),32782,30388,97918,22297,14852,19424,8659,14509,14228,13746,4612,7018,
净利润(万元),,6570,,16172,,7577,,15611,19212,14307,6802,1513,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,,,,,,,-177,-137,198,-58,97,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,744,,1338,,638,,1078,1066,971,791,971,
无形资产摊销(万元),,1001,,1739,,793,,1254,996,825,743,690,
长期待摊费用摊销(万元),,515,,372,,186,,411,480,599,513,314,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-0,,,,,,3,,,,0,
固定资产报废损失(万元),,,,,,,,,5,,,,
公允价值变动损失(万元),,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,-45,,582,,279,,697,558,574,1226,1427,
投资损失(万元),,-145,,-8,,,,-225,-14,-26,,,
递延所得税资产减少(万元),,-2,,-12,,-1,,176,27,-63,138,-161,
递延所得税负债增加(万元),,,,,,,,,,,,,
存货的减少(万元),,-3261,,-4296,,-1031,,2204,-1362,-1386,-1566,13645,
经营性应收项目的减少(万元),,-10428,,-57,,-1213,,2048,3817,-4459,12068,5887,
经营性应付项目的增加(万元),,8425,,-1300,,3382,,-1517,26,7136,-10822,-15221,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,,,,,,,,,,135,,
经营活动产生现金流量净额(万元),,3380,,14572,,10630,,21562,24676,18674,9970,9163,
债务转为资本(万元),,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,
现金的期末余额(万元),32782,30388,97918,22297,14852,19424,8659,14509,14228,13746,4612,7018,
现金的期初余额(万元),22297,22297,22297,14509,14509,14509,14509,14228,13746,4612,7018,5316,
现金等价物的期末余额(万元),,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),10485,8090,75621,7788,343,4915,-5850,281,482,9134,-2407,1702,

