报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2015-03-31,2014-12-31,2014-03-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),95971,,,-152551,55435,-153430,-99138,-32831,-260311,-24300,-256939,-228205,22905,-179372,-482839,-340799,-90759,-182409,-106191,66073,,
收取利息、手续费及佣金的现金(万元),187708,116058,72256,284549,244758,161011,87056,323449,209425,146065,316248,225237,150848,81900,232576,100264,37698,84931,14906,65683,37566,
拆入资金净增加额(万元),,-53000,-40000,-26000,-21000,-25000,,17300,17300,-2700,-8000,-8000,-8000,-8000,-34621,30000,,35600,2900,15721,,
回购业务资金净增加额(万元),72722,133355,205157,265517,71743,25222,-64996,170802,273646,32908,-135238,18979,-177479,78305,63570,282542,133333,151638,119828,-65811,64093,
收到的税费返还(万元),,,,,,,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),235334,173978,-25994,271542,371304,234139,48152,308070,189716,179803,693075,403061,179170,335190,227372,35947,5977,37893,3513,3997,14237,
经营活动现金流入小计(万元),841639,289217,147311,21740331,17267782,11013342,4919868,20995898,14701194,9878928,16860169,12284957,8008551,5138725,15689438,6721536,1489273,3155670,782773,3222417,63585,
购买商品、接受劳务支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),44217,29824,30121,64498,83290,56474,25447,78207,58026,43272,77443,63366,36112,18429,60120,25087,16438,21337,1485,12841,9384,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),94603,67822,39373,109508,82540,59087,33005,140253,119679,85123,127159,97369,80144,63568,58928,24110,18190,28079,7121,20033,11541,
支付的各项税费(万元),29857,21655,11546,25489,28439,15282,6753,44325,38677,27305,57645,54316,35749,11771,18164,7065,2534,9460,3466,7199,2384,
支付的其他与经营活动有关的现金(万元),441407,299291,86449,297194,397648,221650,144201,641153,437865,433723,661388,511476,302132,497006,196615,68535,48791,185707,20607,15345,17608,
经营活动现金流出小计(万元),886712,340322,207583,21625325,17078592,10870849,4973900,21064379,14875941,10054759,17122384,12534845,7954500,5328124,15911473,6582370,1489624,3257370,780724,3223351,145466,
经营活动产生的现金流量净额(万元),-45073,-51105,-60272,115006,189191,142493,-54031,-68481,-174747,-175831,-262215,-249887,54051,-189399,-222034,139166,-351,-101700,2049,-934,-81881,
收回投资所收到的现金(万元),148260,358947,298175,196641,226952,145586,51503,359976,347823,300674,364812,223162,131127,57657,238162,58232,67104,45724,9177,55470,20083,
取得投资收益所收到的现金(万元),16816,11118,448,6633,9972,1112,642,14842,7129,3433,5550,6873,1632,3462,10638,7448,2210,19139,447,1108,130,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),3,3,0,,,,,,,,,,,,,,,,,,,
处置子公司及其他营业单位收到的现金净额(万元),-541,-541,,,,,,,7976,16182,3253,1090,90,,,9,,1,,,,
收到的其他与投资活动有关的现金(万元),271,0,6,4423,31584,3621,1266,1628,1600,445,24905,3754,3466,,1400,,5310,4200,,,1,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),164808,369527,298630,207696,268508,150319,53412,376445,364528,320733,398519,234879,136316,61118,250200,65689,74624,69064,9624,56578,20214,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),16335,12977,4597,9024,8515,4533,2719,19028,17376,9384,71151,70357,15842,5842,26806,16436,2153,6350,2584,2485,19925,
投资所支付的现金(万元),167054,367989,318976,338449,348712,79370,39893,366516,253600,167158,626942,535761,373909,218922,955356,269009,57520,143029,3546,44853,25562,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),-1931,,,,,,,,,,1407,,,880,880,,,,,4579,,
支付的其他与投资活动有关的现金(万元),2848,724,558,74743,77339,70321,6275,63937,3060,200,5287,1833,180,122643,19366,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),184306,381689,324131,422216,434566,154224,48887,449481,274036,176742,704787,607950,389932,348287,1002409,285445,59673,149379,6130,51917,45487,
投资活动产生的现金流量净额(万元),-19498,-12163,-25502,-214519,-166058,-3905,4524,-73035,90492,143991,-306267,-373071,-253616,-287169,-752209,-219756,14951,-80315,3494,4661,-25273,
