报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),29553,25225,14640,38765,24194,16188,6542,17888,10298,6542,3323,14863,9820,6739,3716,11378,7389,4583,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),53,48,31,785,551,261,192,852,506,150,150,,1,1,1,,,,
收到的其他与经营活动有关的现金(万元),2095,873,430,2403,2908,1059,512,738,513,293,95,1295,702,349,32,903,79,100,
经营活动现金流入小计(万元),31700,26146,15101,41953,27653,17508,7246,19479,11317,6984,3567,16159,10523,7089,3749,12282,7468,4683,
购买商品、接受劳务支付的现金(万元),7812,6260,3223,23132,18742,7017,2618,16413,2920,1720,940,4825,2989,2181,728,4585,3292,3249,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),6574,4602,2571,8498,5519,3767,2295,4534,2730,1721,834,3523,2081,1601,874,2291,1130,527,
支付的各项税费(万元),765,629,686,3309,3174,2216,1094,3515,2809,2247,806,3194,2514,1540,880,3106,892,302,
支付的其他与经营活动有关的现金(万元),3340,1904,1076,4683,3310,1996,1132,3328,2042,1348,389,1679,1759,985,576,1678,1174,627,
经营活动现金流出小计(万元),18491,13395,7555,39622,30745,14996,7138,27790,10502,7035,2969,13221,9344,6307,3059,11660,6488,4704,
经营活动产生的现金流量净额(万元),13209,12751,7546,2331,-3092,2512,108,-8311,815,-51,599,2938,1180,782,690,621,980,-21,
收回投资所收到的现金(万元),,,,17000,17000,17000,17000,,,,,,,,,5010,,,
取得投资收益所收到的现金(万元),,,,595,,,,,,,,,,,,36,,,
