报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),49119,32256,16532,58718,44813,30257,13118,44632,33515,21035,40291,36014,34229,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,
收到的税费返还(万元),25,25,,5,5,5,5,,,,,45,91,
收到的其他与经营活动有关的现金(万元),435,405,322,354,100,83,7,1501,1295,684,1620,1501,993,
经营活动现金流入小计(万元),49579,32686,16854,59076,44918,30345,13130,46133,34809,21719,41911,37560,35313,
购买商品、接受劳务支付的现金(万元),24034,15922,7530,34794,26114,18204,9277,23383,18321,10239,14632,17362,17968,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),6168,4391,2695,6565,5101,3564,2251,5364,3952,2872,4121,3376,2774,
支付的各项税费(万元),4341,2923,1422,5079,3648,1996,572,5768,4294,2401,5068,3125,2351,
支付的其他与经营活动有关的现金(万元),5567,3786,1790,6263,4261,2505,1500,4489,3365,2294,5272,5582,4758,
经营活动现金流出小计(万元),40110,27022,13437,52700,39124,26269,13600,39005,29933,17805,29093,29446,27851,
经营活动产生的现金流量净额(万元),9470,5665,3417,6376,5794,4076,-471,7127,4876,3914,12818,8114,7462,
收回投资所收到的现金(万元),20600,,,,,,,,,,10,100,,
取得投资收益所收到的现金(万元),181,,,,,,,,,,,0,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,0,0,0,,3,3,2,1,10,3,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),7543,212,162,70,65,65,0,63,61,60,93,450,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,
投资活动现金流入小计(万元),28324,212,162,70,66,65,0,66,64,62,104,560,3,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),8805,6860,834,7695,6363,4663,2661,6335,4215,2875,6931,7692,8854,
投资所支付的现金(万元),24752,1728,400,,,,,,,,152,100,,
质押贷款净增加额(万元),,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),34135,26925,0,19,65,0,,6,1,1,1,0,3,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,
投资活动现金流出小计(万元),67691,35513,1234,7714,6428,4663,2661,6341,4215,2876,7084,7792,8857,
投资活动产生的现金流量净额(万元),-39366,-35302,-1072,-7643,-6363,-4598,-2660,-6275,-4151,-2814,-6980,-7232,-8854,
吸收投资收到的现金(万元),55582,55582,55582,,,,,,,,9751,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,
取得借款收到的现金(万元),8273,6073,4373,14676,10900,10200,5900,9500,7300,5800,7700,13400,16460,
发行债券收到的现金(万元),,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),76,64,5,450,150,150,,240,240,240,363,778,1400,
筹资活动现金流入小计(万元),63931,61719,59960,15126,11050,10350,5900,9740,7540,6040,17814,14178,17860,
偿还债务支付的现金(万元),7449,5576,4200,13700,9300,6000,5800,7200,6701,5400,13000,12650,14860,
分配股利、利润或偿付利息所支付的现金(万元),4383,4251,135,3528,3368,3220,98,2142,2040,1963,5214,1406,1346,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),1012,1012,1011,362,57,9,,710,109,,,807,1401,
筹资活动现金流出小计(万元),12844,10839,5345,17590,12725,9229,5898,10051,8850,7363,18214,14863,17607,
筹资活动产生的现金流量净额(万元),51087,50880,54614,-2463,-1675,1121,2,-311,-1310,-1322,-399,-685,253,
汇率变动对现金及现金等价物的影响(万元),77,15,-15,-39,-41,-56,-63,-122,-50,-49,98,4,-1,
现金及现金等价物净增加额(万元),21267,21258,56945,-3770,-2284,544,-3192,420,-635,-272,5536,201,-1140,
加:期初现金及现金等价物余额(万元),3759,3759,3759,7529,7529,7529,7529,7109,7109,7109,1573,1373,2513,
期末现金及现金等价物余额(万元),25026,25017,60704,3759,5244,8073,4337,7529,6474,6837,7109,1573,1373,
净利润(万元),,7650,,11181,8410,6115,,10744,8263,,7371,6073,,
少数股东损益(万元),,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,
资产减值准备(万元),,115,,19,46,128,,-3,88,,65,159,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1606,,2678,1994,1323,,2403,1775,,1928,1605,,
无形资产摊销(万元),,61,,116,85,55,,150,112,,183,140,,
长期待摊费用摊销(万元),,45,,52,42,28,,54,40,,10,6,,
待摊费用的减少(万元),,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,0,,3,3,3,,1,1,,1,11,,
固定资产报废损失(万元),,118,,6,4,1,,12,4,,922,40,,
公允价值变动损失(万元),,0,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,
财务费用(万元),,182,,572,395,306,,442,236,,416,802,,
投资损失(万元),,-95,,,,,,4,-4,,,4,,
递延所得税资产减少(万元),,8,,81,52,16,,-32,-65,,-107,-27,,
递延所得税负债增加(万元),,264,,201,50,22,,73,34,,0,15,,
存货的减少(万元),,-2194,,-651,162,-1447,,-2999,-1123,,-119,-235,,
经营性应收项目的减少(万元),,-1956,,-6773,-2123,-2023,,-2300,-3752,,-115,-1857,,
