报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),66552,43976,20618,81687,57668,39554,17002,54144,34104,23188,44163,22184,41363,23046,40403,16890,37351,41377,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),1893,844,642,2233,1713,1513,892,1550,1131,539,789,172,1326,1124,1394,575,1480,1786,
收到的其他与经营活动有关的现金(万元),944,643,657,934,670,566,199,485,457,230,475,187,291,140,386,183,524,480,
经营活动现金流入小计(万元),69389,45463,21918,84854,60051,41633,18094,56179,35692,23957,45428,22543,42980,24310,42182,17649,39355,43643,
购买商品、接受劳务支付的现金(万元),32711,20583,10591,43759,32910,19322,8247,27732,20161,14892,19739,10450,23446,12661,20764,12030,19675,26612,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),8005,5897,3407,10076,7666,5069,2892,8427,6036,4283,7535,3959,6865,3572,6170,3179,5382,4616,
支付的各项税费(万元),4162,2784,1187,4486,3953,2538,820,3320,2877,1777,2372,1598,4605,3323,2500,1557,1950,2511,
支付的其他与经营活动有关的现金(万元),7093,4638,1780,9987,6249,4933,2275,7172,5667,3797,5806,2203,5685,2575,5680,2485,5709,5179,
经营活动现金流出小计(万元),51971,33902,16965,68309,50778,31861,14234,46651,34741,24750,35452,18209,40601,22131,35114,19251,32715,38917,
经营活动产生的现金流量净额(万元),17418,11561,4953,16545,9273,9772,3860,9528,951,-792,9976,4334,2379,2179,7068,-1602,6640,4726,
收回投资所收到的现金(万元),,,,,,,,,,57,,,,,,,136,,
取得投资收益所收到的现金(万元),51,51,,46,65,65,,57,57,,121,121,50,50,109,28,45,24,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),5,4,1,15,12,12,11,24,12,11,18,6,8,6,14410,7650,22,37,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,68,,
收到的其他与投资活动有关的现金(万元),42535,16156,,,,,,282,282,36,58,,1206,40,393,30,3549,3021,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),42591,16211,1,60,77,77,11,363,351,104,197,128,1265,96,14913,7707,3820,3082,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),5535,4188,1974,14577,3089,2836,1180,3938,2054,1361,3995,1489,5261,1338,5868,1366,2286,2154,
投资所支付的现金(万元),,,,,,,,,,,,,,,,,,881,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,
