报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),29230,16360,8271,56664,35424,22511,9058,55204,43198,23713,8488,63836,43926,22249,9345,48520,35605,29730,24702,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),66,30,,49,49,49,30,73,45,19,,,0,,,,,9,2,
收到的其他与经营活动有关的现金(万元),1522,1060,555,1913,1287,870,481,1239,654,309,118,1097,1583,1199,222,1318,556,480,299,
经营活动现金流入小计(万元),30817,17450,8825,58627,36760,23430,9569,56516,43897,24040,8606,64933,45509,23447,9566,49838,36161,30219,25003,
购买商品、接受劳务支付的现金(万元),24285,14991,8328,41458,25895,18062,7230,46437,35626,19246,10013,53127,40380,21996,11895,38530,30517,25089,22324,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),4573,2864,1417,4220,3193,2060,1172,3402,2296,1515,749,2894,2178,1481,783,2739,1589,696,565,
支付的各项税费(万元),2792,2099,1049,2836,2250,1513,1086,3030,2716,1396,935,2270,1654,970,581,1614,1438,820,752,
支付的其他与经营活动有关的现金(万元),3351,2368,1234,2398,2880,1632,536,1694,1822,1170,580,2263,1784,1155,712,2346,1448,1836,733,
经营活动现金流出小计(万元),35002,22321,12027,50912,34218,23267,10024,54562,42460,23327,12277,60554,45996,25603,13970,45228,34991,28441,24373,
经营活动产生的现金流量净额(万元),-4184,-4871,-3202,7715,2542,163,-455,1954,1437,713,-3671,4379,-488,-2155,-4404,4610,1170,1778,630,
收回投资所收到的现金(万元),38000,22000,8000,64078,103,,,534,534,,,,0,,,,,,4245,
取得投资收益所收到的现金(万元),286,159,24,492,277,127,26,1105,993,21,,,0,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,,,0,0,0,0,41,41,0,,0,0,0,0,0,,,0,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,1000,1000,1000,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),38286,22159,8024,64570,1381,1127,1026,1679,1568,21,0,0,0,0,0,0,0,0,4245,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),245,170,166,662,295,203,51,865,598,456,50,978,670,663,281,864,412,321,6,
投资所支付的现金(万元),49000,35000,17000,62980,,,,1098,,,,,,,,534,,,4162,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),49245,35170,17166,63642,295,203,51,1962,598,456,50,978,670,663,281,1398,412,321,4168,
投资活动产生的现金流量净额(万元),-10959,-13011,-9142,928,1086,924,975,-283,970,-435,-50,-978,-670,-663,-281,-1398,-412,-321,76,
吸收投资收到的现金(万元),190,190,,205,205,,,19436,17950,17950,17950,,0,,,,418,450,,
其中：子公司吸收少数股东投资收到的现金(万元),190,,,,,,,,,,,,,,,,148,,,
取得借款收到的现金(万元),,,,,,,,315,315,315,315,10,10,10,10,2538,2910,2000,509,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,
筹资活动现金流入小计(万元),190,190,0,205,205,0,0,19751,18265,18265,18265,10,10,10,10,2538,3328,2450,509,
偿还债务支付的现金(万元),,,,78,78,78,78,247,247,10,10,1638,0,,,3660,1000,1650,509,
分配股利、利润或偿付利息所支付的现金(万元),1535,,,1708,1590,1,1,993,903,919,2,832,825,808,19,1309,278,45,38,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),18,,,,,,,935,938,938,725,75,75,,,,,,,
筹资活动现金流出小计(万元),1553,0,0,1785,1668,79,79,2175,2089,1867,737,2545,900,883,19,4969,1278,1695,547,
筹资活动产生的现金流量净额(万元),-1363,190,0,-1581,-1463,-79,-79,17576,16176,16398,17528,-2535,-890,-873,-9,-2430,2051,755,-38,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,-1,-0,-1,1,18,17,16,-2,8,1,-6,-1,
