报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),85919,52514,15901,94714,69751,44855,18186,77242,65013,39233,16795,42816,37424,25022,5752,46937,34245,23375,8192,41939,49976,57859,57166,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),3678,1214,582,5977,4799,3323,1437,3271,2703,1697,338,415,433,419,333,556,490,309,248,495,43,54,28,
收到的其他与经营活动有关的现金(万元),11887,673,8730,809,1368,1246,181,3947,490,499,43,763,686,250,191,1000,554,377,400,1758,118,216,631,
经营活动现金流入小计(万元),101484,54400,25213,101500,75918,49424,19804,84459,68206,41429,17176,43995,38543,25690,6276,48493,35289,24062,8840,44193,50137,58129,57824,
购买商品、接受劳务支付的现金(万元),64497,38457,16551,90221,64141,40263,15268,52515,48306,33348,13207,32413,31218,21125,8861,36481,32918,16744,9787,39759,43630,47088,47012,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),3497,2394,1409,3685,2575,1688,1014,2885,2151,1504,870,1945,1346,839,459,1863,1395,922,464,1547,1140,1023,861,
支付的各项税费(万元),4765,3263,851,8294,6372,4864,3087,5850,5211,3632,1421,2266,1243,723,519,3152,2191,1451,1062,1329,1826,3750,2378,
支付的其他与经营活动有关的现金(万元),19650,3809,2106,5095,3067,1597,1216,7634,10917,4593,2720,2365,2424,1377,528,1893,1649,1023,786,1851,2140,2007,1670,
经营活动现金流出小计(万元),92408,47923,20917,107294,76154,48412,20584,68884,66586,43077,18218,38988,36231,24064,10368,43389,38152,20140,12099,44487,48736,53868,51922,
经营活动产生的现金流量净额(万元),9076,6477,4295,-5793,-235,1012,-780,15576,1620,-1648,-1042,5006,2312,1626,-4092,5104,-2862,3922,-3259,-294,1401,4261,5902,
收回投资所收到的现金(万元),,,8,76474,,,,,,,,,,,,,,,,,51,,570,
取得投资收益所收到的现金(万元),,,,363,298,128,13,,,,,,,,,,,,,,,,0,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1143,1143,,10,1,1,1,20,11,3,2,0,0,0,,13,1,1,1,,,,2,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),1208,1208,,54,56406,28558,3649,,454,333,333,827,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),2351,2351,8,76901,56705,28687,3663,20,465,337,336,827,0,0,0,13,1,1,1,0,51,0,572,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),11078,7154,3987,7514,5972,4309,1186,4652,2179,1253,587,2135,1810,1136,813,4908,4228,2903,2024,10542,6205,2864,1034,
投资所支付的现金(万元),,,,76474,,,,315,,,,16000,,,,,,,,,,549,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,3293,,,,,-827,,,,,,,,4124,,,
支付的其他与投资活动有关的现金(万元),1024,1014,,,64607,35184,14923,,95,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),12102,8168,3987,83988,70578,39492,16109,8260,2274,1253,587,18135,984,1136,813,4908,4228,2903,2024,10542,10329,3413,1034,
投资活动产生的现金流量净额(万元),-9752,-5818,-3979,-7086,-13873,-10806,-12446,-8240,-1809,-916,-251,-17308,-984,-1136,-813,-4895,-4226,-2902,-2023,-10542,-10278,-3413,-462,
吸收投资收到的现金(万元),,,,268,268,,,,,,,19480,19280,19280,,,,,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,268,,,,,,,,200,,,,,,,,,,,,
取得借款收到的现金(万元),31680,19377,2430,39967,29844,20171,3000,53447,48495,26730,10730,34290,24230,19440,9050,36121,29614,22156,8100,28761,23312,17020,12865,
发行债券收到的现金(万元),,,,,,,,17440,,,,,,,,,,,,8000,,,,
收到其他与筹资活动有关的现金(万元),1500,1500,,,,,,,,,,,,,,,,,,2606,,,1410,
筹资活动现金流入小计(万元),33180,20877,2430,40235,30111,20171,3000,70887,48495,26730,10730,53770,43509,38720,9050,36121,29614,22156,8100,39366,23312,17020,14275,
偿还债务支付的现金(万元),33471,23459,8111,32852,26352,17587,3530,53040,34940,20040,9090,34896,25750,19044,7180,31507,24260,20181,5701,28622,16690,15022,15303,
分配股利、利润或偿付利息所支付的现金(万元),3062,2635,520,3213,2676,1975,334,3466,2939,2442,1139,1676,1067,876,451,1845,1369,911,442,1713,827,604,730,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),1551,1551,,76,101,101,50,125,84,84,,2765,631,1233,301,1303,977,652,326,64,220,112,1410,
筹资活动现金流出小计(万元),38084,27645,8632,36140,29128,19662,3914,56631,37963,22565,10229,39336,27448,21153,7932,34655,26606,21743,6468,30399,17737,15738,17443,
筹资活动产生的现金流量净额(万元),-4904,-6768,-6202,4094,983,509,-914,14256,10532,4165,501,14434,16061,17567,1118,1466,3008,413,1632,8968,5575,1282,-3168,
汇率变动对现金及现金等价物的影响(万元),36,26,-9,-295,-110,193,77,-210,-131,-22,3,67,30,22,-33,69,69,46,22,14,-69,-12,-12,
现金及现金等价物净增加额(万元),-5544,-6083,-5894,-9080,-13236,-9092,-14062,21381,10211,1579,-789,2199,17419,18079,-3820,1744,-4012,1479,-3628,-1854,-3370,2119,2261,
加:期初现金及现金等价物余额(万元),23748,23748,23748,32828,32828,32828,32828,11447,11447,11447,11447,9247,9247,9247,9247,7503,7503,7503,7503,9358,12728,10609,8348,
期末现金及现金等价物余额(万元),18203,17665,17854,23748,19592,23736,18766,32828,21658,13026,10657,11447,26667,27326,5427,9247,3492,8982,3875,7503,9358,12728,10609,
净利润(万元),,3304,,5625,,2898,,5233,,1616,,4345,,1679,,3886,,1854,,3616,3214,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,-39,,139,,160,,-54,,144,,152,,149,,-350,,-100,,249,93,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1676,,3439,,1666,,3348,,1823,,1851,,908,,1687,,766,,1076,972,,,
无形资产摊销(万元),,269,,528,,265,,497,,73,,133,,70,,133,,67,,124,96,,,
长期待摊费用摊销(万元),,81,,41,,16,,28,,17,,23,,14,,27,,10,,11,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-532,,184,,,,-4,,,,1,,1,,-1,,-0,,,2,,,
固定资产报废损失(万元),,,,37,,0,,5,,-5,,,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,1033,,2526,,901,,2370,,769,,1195,,956,,1320,,627,,1072,720,,,
投资损失(万元),,,,-345,,-126,,,,,,,,,,,,,,,490,,,
递延所得税资产减少(万元),,-89,,-280,,-151,,-66,,-903,,-133,,-151,,30,,18,,-170,-28,,,
递延所得税负债增加(万元),,5,,-66,,-59,,-132,,2105,,,,,,,,,,,,,,
存货的减少(万元),,-7258,,-9850,,-8920,,6348,,-4148,,-2795,,-1247,,1031,,542,,-2769,-570,,,
经营性应收项目的减少(万元),,3038,,-4725,,1065,,-3586,,-3674,,443,,-257,,-4051,,-311,,-4784,-3259,,,
经营性应付项目的增加(万元),,4990,,-3045,,3296,,1589,,534,,-209,,-494,,1392,,450,,1281,-328,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,6477,,-5793,,1012,,15576,,-1648,,5006,,1626,,5104,,3922,,-294,1401,,,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),18203,17665,17854,23748,19592,23736,18766,32828,21658,13026,10657,11447,26667,27326,5427,9247,3492,8982,3875,7503,9358,12728,10609,
现金的期初余额(万元),23748,23748,23748,32828,32828,32828,32828,11447,11447,11447,11447,9247,9247,9247,9247,7503,7503,7503,7503,9358,12728,10609,8348,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-5544,-6083,-5894,-9080,-13236,-9092,-14062,21381,10211,1579,-789,2199,17419,18079,-3820,1744,-4012,1479,-3628,-1854,-3370,2119,2261,

