报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),86223,56770,27599,114546,89215,52331,19497,103484,75049,46853,22923,80401,59995,63379,56778,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,
收到的税费返还(万元),7612,5029,1951,12783,8151,5150,2762,8650,7052,4419,2641,5810,4756,4387,3329,
收到的其他与经营活动有关的现金(万元),1084,979,275,3161,1199,1092,760,291,209,79,701,180,126,775,299,
经营活动现金流入小计(万元),94919,62778,29825,130491,98566,58573,23019,112424,82310,51351,26264,86391,64878,68541,60406,
购买商品、接受劳务支付的现金(万元),58948,39108,17771,85014,64339,39167,14927,71922,51151,32259,18605,52368,37090,42251,38619,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),17200,11986,5942,22278,16872,11259,5690,19631,14470,9938,5055,16032,12119,14113,10779,
支付的各项税费(万元),1726,1508,1085,2151,1504,1007,699,2945,2351,1457,586,3189,2056,2214,1765,
支付的其他与经营活动有关的现金(万元),2347,1573,670,2517,1686,1171,870,2019,1630,1142,853,1864,1162,1455,1550,
经营活动现金流出小计(万元),80221,54175,25468,111960,84401,52603,22186,96517,69602,44796,25100,73452,52426,60034,52713,
经营活动产生的现金流量净额(万元),14698,8603,4357,18531,14165,5969,833,15908,12708,6555,1164,12939,12451,8507,7693,
收回投资所收到的现金(万元),162960,112140,70800,180559,125659,56000,,11300,11300,11300,10000,6200,3000,,,
取得投资收益所收到的现金(万元),1550,784,425,1111,962,244,,76,76,76,32,20,1,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,,,38,18,18,1,48,48,47,38,3,3,6,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),164511,112924,71225,181708,126639,56262,1,11424,11424,11423,10070,6223,3004,6,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),17904,11493,5327,20933,14432,7797,3703,13864,9957,6509,3844,8689,5831,7600,10663,
投资所支付的现金(万元),162981,113281,80860,236359,178359,111759,,6800,6800,6800,11190,10700,7500,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,25000,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),180885,124774,86187,257292,192791,119556,28703,20664,16757,13309,15034,19389,13331,7600,10663,
投资活动产生的现金流量净额(万元),-16373,-11850,-14962,-75584,-66153,-63294,-28702,-9240,-5333,-1886,-4964,-13166,-10327,-7595,-10663,
吸收投资收到的现金(万元),,,,65199,65199,65199,65199,,,,,3192,3192,3993,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,
取得借款收到的现金(万元),9000,8000,6000,7854,2854,854,,7782,6666,3770,3766,7132,7132,8301,1028,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),2429,1845,1242,15094,13448,9030,4890,6057,3518,2997,1166,5245,3217,7320,7168,
筹资活动现金流入小计(万元),11429,9845,7242,88148,81501,75083,70089,13840,10184,6767,4932,15569,13541,19614,8196,
偿还债务支付的现金(万元),5000,4000,4000,8500,7046,7046,3674,4702,4702,4629,756,7670,6715,3605,1744,
分配股利、利润或偿付利息所支付的现金(万元),6824,6677,101,3953,3883,3850,110,3053,2967,2902,77,1742,1675,5324,94,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),1717,1102,548,12106,10889,8849,4564,10804,5827,2905,399,5379,4043,6995,5545,
筹资活动现金流出小计(万元),13541,11780,4648,24559,21817,19745,8348,18560,13496,10436,1232,14791,12433,15924,7383,
筹资活动产生的现金流量净额(万元),-2112,-1935,2594,63589,59684,55338,61741,-4720,-3312,-3669,3701,778,1108,3690,814,
汇率变动对现金及现金等价物的影响(万元),486,97,-103,334,297,-131,-358,-369,-630,-439,-193,999,203,691,-204,
现金及现金等价物净增加额(万元),-3301,-5085,-8114,6870,7993,-2118,33514,1578,3433,561,-292,1550,3434,5294,-2360,
加:期初现金及现金等价物余额(万元),18958,18958,18958,12087,12087,12087,12087,10509,10509,10509,10509,8959,8959,3665,6025,
期末现金及现金等价物余额(万元),15656,13872,10843,18958,20080,9969,45601,12087,13942,11071,10218,10509,12393,8959,3665,
净利润(万元),,6663,,12126,,4257,,11686,9314,5918,,12313,,5960,4517,
少数股东损益(万元),,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,
资产减值准备(万元),,1405,,2642,,1014,,1010,1038,714,,579,,482,287,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,3102,,5059,,2346,,3954,2886,1837,,3178,,2745,1913,
无形资产摊销(万元),,74,,124,,60,,102,76,48,,79,,63,57,
长期待摊费用摊销(万元),,480,,820,,433,,623,432,269,,391,,192,50,
待摊费用的减少(万元),,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,11,,52,,-20,,25,-2,-5,,-12,,68,18,
固定资产报废损失(万元),,,,,,,,0,,,,,,,,
公允价值变动损失(万元),,-620,,,,,,0,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,
财务费用(万元),,136,,-97,,256,,652,801,540,,-750,,-357,295,
投资损失(万元),,-626,,-1048,,-427,,0,,,,,,,,
递延所得税资产减少(万元),,144,,-919,,-256,,-143,-163,-138,,186,,-150,-281,
递延所得税负债增加(万元),,571,,1971,,505,,41,23,21,,69,,33,18,
存货的减少(万元),,355,,-1030,,-479,,-4826,-3885,-2919,,-1743,,-1193,-1198,
经营性应收项目的减少(万元),,-639,,90,,-4520,,-3137,-5183,-4125,,-4688,,-2975,-1217,
经营性应付项目的增加(万元),,-2454,,-1259,,2799,,5920,7372,4395,,3337,,3542,2395,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,
其他(万元),,,,,,,,0,,,,,,99,841,
经营活动产生现金流量净额(万元),,8603,,18531,,5969,,15908,12708,6555,,12939,,8507,7693,
债务转为资本(万元),,,,0,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,0,,,,,,,,,,,,
融资租入固定资产(万元),,,,0,,,,,,,,,,,,
现金的期末余额(万元),15656,13872,10843,18958,20080,9969,45601,12087,13942,11071,10218,10509,12393,8959,3665,
现金的期初余额(万元),18958,18958,18958,12087,12087,12087,12087,10509,10509,10509,10509,8959,8959,3665,6025,
