报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),78645,54055,27228,98072,76818,45223,22616,83927,67050,71152,72213,77159,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),2374,1761,963,3269,2015,1229,486,2408,1659,1742,1653,1548,
收到的其他与经营活动有关的现金(万元),68751,67436,8235,2127,1366,621,319,1096,1548,633,739,987,
经营活动现金流入小计(万元),149769,123252,36426,103468,80199,47074,23421,87431,70257,73528,74605,79693,
购买商品、接受劳务支付的现金(万元),42222,29003,14315,52531,44220,25357,13051,45933,38300,35957,38315,38841,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),21675,15376,9009,27901,20345,14038,7492,24200,18067,20761,19670,20885,
支付的各项税费(万元),3433,2383,1181,4071,2899,1458,848,4162,3466,3091,3293,3309,
支付的其他与经营活动有关的现金(万元),60586,58958,1827,42203,4195,2618,1608,5372,5268,4804,4140,4419,
经营活动现金流出小计(万元),127916,105719,26331,126706,71660,43470,22999,79667,65101,64613,65419,67454,
经营活动产生的现金流量净额(万元),21853,17533,10095,-23238,8539,3604,422,7764,5155,8914,9186,12239,
收回投资所收到的现金(万元),11720,7120,3000,15188,2683,,,1463,,3611,1533,866,
取得投资收益所收到的现金(万元),19,12,9,28,17,6,4,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),58,54,2,290,188,188,1,82,70,4621,169,47,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,10,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,104,104,221,2089,3675,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),11797,7186,3011,15506,2888,194,5,1648,174,8463,3791,4588,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),8456,6835,2101,5055,3215,1752,686,4174,1777,3617,3767,3586,
投资所支付的现金(万元),14220,7720,,15583,5183,1600,,1460,,3300,300,1531,
