报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
销售商品、提供劳务收到的现金(万元),322549,206600,121917,296039,230040,153830,74522,285077,140546,242960,162867,128044,107527,163574,99907,67388,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,26,458,410,309,
收到的其他与经营活动有关的现金(万元),23252,19366,9496,2841,1685,1537,375,4846,3636,4065,2804,3681,810,3112,644,669,
经营活动现金流入小计(万元),345801,225966,131414,298880,231725,155368,74896,289923,144182,247025,165671,131725,108363,167144,100961,68366,
购买商品、接受劳务支付的现金(万元),342277,221804,120869,280459,206090,130833,76689,213182,101555,217271,85560,81261,106384,58617,8469,6389,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),12186,8447,4676,12614,9778,7252,4067,9630,4302,6690,7981,7020,4111,4285,2250,2344,
支付的各项税费(万元),10192,5169,1798,13104,9566,5681,3528,12353,5279,14854,15088,7587,13562,11809,3126,2642,
支付的其他与经营活动有关的现金(万元),13991,8683,4349,16830,20181,19426,3699,18249,6458,18178,28862,16976,6381,49275,77596,49191,
经营活动现金流出小计(万元),378646,244103,131692,323006,245614,163192,87983,253414,117595,256993,137492,112844,130438,123986,91442,60567,
经营活动产生的现金流量净额(万元),-32845,-18138,-278,-24126,-13889,-7825,-13086,36510,26587,-9968,28178,18881,-22075,43158,9519,7799,
收回投资所收到的现金(万元),,,,,,,,,,13706,17720,15280,,9881,2200,357,
取得投资收益所收到的现金(万元),,,,,,,,,,,,40,,158,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,,,12,5,,,38,36,4,,3,,,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,20,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,391,40,140,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),0,0,0,12,5,0,0,38,36,14101,17760,15483,0,10039,2200,357,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),1022,465,74,145,111,91,33,229,71,214,782,1462,2850,4535,2267,2039,
投资所支付的现金(万元),4000,,,,,,,,,5406,21170,18000,,9881,2200,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,4500,,,-24,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,
