报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),142271,101223,42711,122552,92144,56591,22444,104534,62556,44478,20080,40638,27092,42387,26814,39405,35023,62066,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),5286,5057,1223,6869,4921,2317,,629,207,207,83,5244,720,7867,86,361,1099,1081,
收到的其他与经营活动有关的现金(万元),15083,15387,9461,10951,10023,2338,2334,7505,5740,2805,1840,6250,2078,7067,442,41299,3824,10563,
经营活动现金流入小计(万元),162641,121668,53394,140371,107088,61246,24778,112668,68503,47490,22003,52132,29890,57320,27341,81065,39946,73710,
购买商品、接受劳务支付的现金(万元),77599,52358,30281,73383,57342,36813,20974,43866,34778,16624,7868,30322,19526,12671,2968,15487,24756,24655,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),13734,9457,5464,13064,9761,6216,3113,8660,7637,4392,2666,7115,6198,6328,1560,5340,6160,5653,
支付的各项税费(万元),12567,8596,5554,13707,10210,5709,1046,10926,8945,6138,1677,8623,6003,11529,2070,10617,7012,8748,
支付的其他与经营活动有关的现金(万元),4890,3143,1574,16526,15869,4435,1356,7397,2819,3537,977,4004,1297,6472,3147,5471,13177,27863,
经营活动现金流出小计(万元),108790,73554,42873,116680,93182,53173,26489,70848,54180,30690,13188,50064,33025,37000,9746,36914,51105,66920,
经营活动产生的现金流量净额(万元),53851,48113,10521,23691,13906,8073,-1710,41820,14323,16800,8815,2068,-3135,20320,17595,44150,-11159,6790,
收回投资所收到的现金(万元),261162,144186,70972,309805,206810,143230,55950,111753,74718,46938,28933,53971,5950,34935,,83980,,,
取得投资收益所收到的现金(万元),1779,700,220,3296,1762,1321,315,90,58,40,20,40,29,56,12,70,,2,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),95,84,,48,34,34,34,,,,,0,0,188,21,287,115,7,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),263035,144970,71192,313149,208606,144585,56299,111843,74776,46978,28953,54011,5979,35180,33,84336,115,9,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),22578,14711,5151,18573,9398,5372,2471,11688,7097,5483,1153,8754,6343,5375,2001,7246,8350,8179,
投资所支付的现金(万元),227560,143246,76191,289805,202410,137130,49630,192795,72260,44480,26475,52129,1650,39235,4288,83980,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),250138,157957,81342,308378,211808,142502,52101,204483,79357,49963,27628,60883,7993,44610,6289,91226,8350,8179,
投资活动产生的现金流量净额(万元),12897,-12987,-10150,4771,-3202,2084,4198,-92641,-4581,-2985,1325,-6872,-2014,-9430,-6256,-6890,-8235,-8170,
吸收投资收到的现金(万元),,,,4489,,,,95362,95362,,,,,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,,,,,15900,15900,12900,9900,43244,30244,36700,8000,42235,84420,47460,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,
筹资活动现金流入小计(万元),0,0,0,4489,0,0,0,111262,111262,12900,9900,43244,30244,36700,8000,42235,84420,47460,
