报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),54854,36958,18582,72196,44162,33529,12681,63125,49943,32623,13816,45583,35515,23157,9863,48048,34904,23249,49323,49778,48783,43143,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),2990,1908,1152,6152,4870,3109,1169,5540,4271,2915,1499,3673,2959,1237,631,3910,3263,2500,3544,3024,3167,3041,
收到的其他与经营活动有关的现金(万元),5263,4085,3013,2861,2952,833,1210,1545,2095,3131,695,2311,2758,1594,904,4841,2649,2278,2039,727,1120,564,
经营活动现金流入小计(万元),63106,42951,22747,81209,51984,37471,15059,70210,56309,38670,16010,51567,41232,25987,11397,56799,40816,28027,54905,53530,53069,46748,
购买商品、接受劳务支付的现金(万元),40378,26418,19187,49911,37217,31717,14487,42203,37860,24367,12728,30181,25393,16542,8627,32932,25546,18133,32779,34909,34023,31930,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),12703,8647,4569,15061,10844,7201,4112,11486,8013,5049,2675,8748,6791,4399,2260,8404,6377,4260,7527,7189,6680,5498,
支付的各项税费(万元),2715,2145,757,1434,919,576,502,1183,1168,715,346,1081,699,352,90,1130,850,511,1521,1003,975,1330,
支付的其他与经营活动有关的现金(万元),10182,8237,4408,8806,5463,2667,1853,5282,4156,3930,1091,5899,5128,2741,1037,7628,5367,3634,7661,4106,3664,3114,
经营活动现金流出小计(万元),65979,45446,28921,75212,54442,42162,20954,60153,51197,34060,16840,45909,38010,24035,12014,50093,38139,26538,49489,47208,45341,41871,
经营活动产生的现金流量净额(万元),-2872,-2495,-6174,5997,-2459,-4691,-5895,10057,5112,4610,-830,5659,3222,1953,-617,6705,2677,1490,5417,6321,7727,4877,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,500,132,
取得投资收益所收到的现金(万元),18,348,243,,,69,114,144,,,,,,,,1,18,22,55,,,19,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),390,0,0,456,9,5,,41,24,17,,86,43,,0,8,7,,62,16,27,117,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,0,,,,,120,,,,,,,,200,,,539,116,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),409,349,244,456,9,73,114,305,24,17,0,86,43,0,0,209,25,22,656,132,527,267,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),7627,5074,1928,8723,7255,5038,3794,2356,1613,1112,406,508,202,91,86,499,330,282,1837,1696,2734,4658,
投资所支付的现金(万元),300,210,200,546,3546,3546,,,,,,,,,,,,,,45,,896,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,10626,,,,1460,1460,1460,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,104,12,,,,,,,,,,,200,200,200,282,373,,24,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),7927,5284,2128,19999,10813,8584,3794,3817,3073,2573,406,508,202,91,86,699,530,482,2119,2114,2734,5577,
投资活动产生的现金流量净额(万元),-7519,-4935,-1885,-19543,-10804,-8510,-3680,-3511,-3050,-2556,-406,-422,-160,-91,-86,-490,-505,-460,-1463,-1982,-2207,-5310,
吸收投资收到的现金(万元),14200,14200,,285,,,,,,,,22725,22725,22725,,,,,,,,50,
其中：子公司吸收少数股东投资收到的现金(万元),,,,285,,,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),4416,2621,1270,,,,,,,470,,,,,,1812,977,977,2218,,5753,12062,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,50,,,,,,,,,,,,,,,,,,,
