报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),23769,16103,9435,23992,17121,10721,5975,22612,11408,15912,14845,16606,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),61,46,32,68,49,36,27,94,28,42,,,
收到的其他与经营活动有关的现金(万元),1761,1640,40,2546,545,169,25,609,242,721,209,865,
经营活动现金流入小计(万元),25591,17788,9507,26606,17715,10926,6027,23315,11678,16675,15054,17471,
购买商品、接受劳务支付的现金(万元),11152,7533,4273,13080,9669,5557,3102,9332,4757,8382,7278,9216,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),4158,2803,1512,3727,2872,2003,1135,3378,1612,2472,2422,2401,
支付的各项税费(万元),2572,1861,1151,3034,2453,1501,756,3157,1949,2040,1608,1937,
支付的其他与经营活动有关的现金(万元),1918,1177,473,1699,1194,671,123,1447,966,1739,1225,1624,
经营活动现金流出小计(万元),19800,13372,7409,21540,16188,9731,5116,17313,9284,14632,12533,15178,
经营活动产生的现金流量净额(万元),5791,4416,2098,5066,1527,1195,910,6001,2394,2042,2522,2292,
收回投资所收到的现金(万元),,,,,,,,,,,,,
取得投资收益所收到的现金(万元),,,,,,,,6,2,4,0,10,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,2,2,,,,,,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,1,10,,,1,639,220,700,1996,1437,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),0,0,1,12,2,0,1,645,222,704,1996,1447,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),3694,1946,1004,2404,1979,1605,873,2982,1289,1281,1945,214,
投资所支付的现金(万元),8000,,,,,,,163,,33,,,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),87,50,50,192,180,130,0,103,60,685,1617,1642,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),11780,1996,1054,2596,2159,1735,873,3248,1349,1998,3562,1856,
投资活动产生的现金流量净额(万元),-11780,-1996,-1053,-2584,-2157,-1735,-872,-2603,-1127,-1294,-1566,-409,
吸收投资收到的现金(万元),31060,31060,,,,,,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,
取得借款收到的现金(万元),1674,1299,1799,5811,4286,2775,1975,3400,1700,6200,6100,8100,
发行债券收到的现金(万元),,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),1541,1541,0,2230,2230,1000,0,175,175,2516,5645,4903,
筹资活动现金流入小计(万元),34275,33900,1799,8041,6516,3775,1975,3575,1875,8716,11745,13003,
偿还债务支付的现金(万元),8742,3362,2337,4773,2386,1500,1500,5800,3500,6200,8600,9439,
分配股利、利润或偿付利息所支付的现金(万元),2035,113,,1370,1298,107,,1205,133,271,439,602,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),3535,1649,624,3584,2680,1186,535,1477,635,2412,3029,4569,
筹资活动现金流出小计(万元),14313,5124,2960,9727,6364,2793,2035,8482,4268,8882,12068,14610,
筹资活动产生的现金流量净额(万元),19962,28776,-1161,-1685,152,982,-60,-4907,-2393,-167,-324,-1607,
汇率变动对现金及现金等价物的影响(万元),14,-18,-21,31,23,9,,,,0,0,0,
现金及现金等价物净增加额(万元),13988,31178,-137,827,-455,451,-21,-1509,-1126,582,631,276,
加:期初现金及现金等价物余额(万元),1981,1981,1981,1154,1154,1154,1154,2663,2663,2082,1450,1174,
期末现金及现金等价物余额(万元),15969,33159,1844,1981,699,1605,1134,1154,1538,2663,2082,1450,
净利润(万元),,3008,,6375,,2828,,5019,3048,3197,557,-133,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,-95,,278,,-5,,3,66,150,490,581,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1341,,1920,,928,,1526,742,1352,1299,1309,
无形资产摊销(万元),,94,,175,,87,,149,83,171,171,171,
长期待摊费用摊销(万元),,,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,0,,-1,,,,,2,,0,,
固定资产报废损失(万元),,,,,,,,9,,65,,,
公允价值变动损失(万元),,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,308,,702,,350,,550,258,422,463,598,
投资损失(万元),,18,,18,,8,,80,,33,,,
递延所得税资产减少(万元),,15,,-46,,-1,,-6,-13,-32,-80,-96,
递延所得税负债增加(万元),,,,,,,,,,,,,
存货的减少(万元),,-674,,1115,,214,,-163,226,144,690,414,
经营性应收项目的减少(万元),,2127,,-10367,,-5623,,-2550,-2817,-4514,-2261,-1981,
经营性应付项目的增加(万元),,-1726,,4897,,2410,,1384,798,1056,1194,1429,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,4416,,5066,,1195,,6001,2394,2042,2522,2292,
债务转为资本(万元),,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,
现金的期末余额(万元),15969,33159,1844,1981,699,1605,1134,1154,1538,2663,2082,1450,
现金的期初余额(万元),1981,1981,1981,1154,1154,1154,1154,2663,2663,2082,1450,1174,
现金等价物的期末余额(万元),,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),13988,31178,-137,827,,451,,-1509,-1126,582,631,276,

