报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),34410,18016,9084,55214,26751,20363,13471,37175,9028,3508,1656,29436,24947,6075,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,
收到的税费返还(万元),689,17,,2172,609,609,609,910,516,376,376,24,,,
收到的其他与经营活动有关的现金(万元),3708,1854,1377,2526,1156,802,622,1911,1891,1863,202,1722,882,190,
经营活动现金流入小计(万元),38807,19887,10461,59912,28516,21775,14703,39996,11435,5747,2234,31183,25829,6265,
购买商品、接受劳务支付的现金(万元),22593,13636,7994,23961,17195,12326,7390,20844,11337,8440,5859,11320,12198,3597,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),8989,5820,3246,6900,5229,3931,1537,4747,3690,2676,1497,2873,1648,290,
支付的各项税费(万元),5481,3904,2155,7570,4932,4373,3693,7868,3283,1383,1191,4788,2379,259,
支付的其他与经营活动有关的现金(万元),6156,3963,1459,6100,3188,2004,681,4171,2937,1876,757,3417,3442,1382,
经营活动现金流出小计(万元),43220,27324,14853,44531,30545,22635,13302,37629,21246,14375,9304,22397,19668,5527,
经营活动产生的现金流量净额(万元),-4413,-7437,-4392,15381,-2028,-860,1401,2367,-9811,-8627,-7070,8786,6161,737,
收回投资所收到的现金(万元),115709,72166,52200,39190,3000,3000,,3000,2500,,,500,,,
取得投资收益所收到的现金(万元),1383,884,670,443,34,34,,124,95,,,7,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),36,36,,25,25,,,,,,,,1951,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,100,100,100,,1200,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,
投资活动现金流入小计(万元),117127,73086,52870,39658,3059,3034,0,3224,2695,100,0,1707,1951,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),6722,3340,485,3192,1137,308,196,1905,1351,1114,731,7037,724,159,
投资所支付的现金(万元),114449,73966,55500,91390,3000,3000,3000,,2500,,,3500,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,
投资活动现金流出小计(万元),121171,77306,55985,94582,4137,3308,3196,1905,3851,1114,731,10537,724,159,
投资活动产生的现金流量净额(万元),-4043,-4219,-3115,-54924,-1078,-274,-3196,1319,-1156,-1014,-731,-8831,1227,-159,
吸收投资收到的现金(万元),2073,,,51982,51982,51982,,,,,,5000,3000,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,0,,,,,,,,,,,
取得借款收到的现金(万元),,,,0,,,,6099,2000,2000,,,2100,,
发行债券收到的现金(万元),,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,
筹资活动现金流入小计(万元),2073,0,0,51982,51982,51982,0,6099,2000,2000,0,5000,5100,0,
偿还债务支付的现金(万元),,,,6099,6099,2000,2000,,,,,,2100,,
分配股利、利润或偿付利息所支付的现金(万元),4537,1303,,1146,164,116,461,2690,41,18,,3000,27,,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,1020,1685,1020,41,260,170,170,20,,,,
筹资活动现金流出小计(万元),4537,1303,0,8265,7948,3136,2502,2950,211,188,20,3000,2127,0,
筹资活动产生的现金流量净额(万元),-2464,-1303,0,43717,44034,48845,-2502,3149,1789,1812,-20,2000,2973,0,
汇率变动对现金及现金等价物的影响(万元),31,17,,,,,,,,,,,,,
现金及现金等价物净增加额(万元),-10889,-12942,-7507,4173,40927,47712,-4297,6835,-9177,-7829,-7822,1955,10361,578,
加:期初现金及现金等价物余额(万元),24053,24053,24053,19880,19880,19880,19880,13045,13045,13045,13045,11089,728,150,
期末现金及现金等价物余额(万元),13164,11110,16545,24053,60806,67591,15583,19880,3867,5215,5223,13045,11089,728,
净利润(万元),,7826,,18403,,6096,,13899,,3951,,5486,1351,967,
少数股东损益(万元),,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,
资产减值准备(万元),,493,,290,,192,,583,,497,,-108,5,274,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,348,,583,,276,,407,,138,,179,87,113,
无形资产摊销(万元),,125,,246,,123,,193,,80,,88,1,,
长期待摊费用摊销(万元),,115,,232,,117,,205,,94,,180,132,21,
待摊费用的减少(万元),,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-0,,4,,,,,,,,,-991,-146,
固定资产报废损失(万元),,,,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,
财务费用(万元),,-17,,157,,115,,97,,22,,4,27,,
投资损失(万元),,-884,,-443,,-34,,-124,,,,-7,,,
递延所得税资产减少(万元),,-133,,-45,,-23,,-123,,-89,,3,-24,-69,
递延所得税负债增加(万元),,3,,321,,,,,,,,,,,
存货的减少(万元),,-5260,,-2196,,-2922,,-5011,,-2284,,1661,-3459,110,
经营性应收项目的减少(万元),,-12576,,-1292,,2118,,-11485,,-9602,,3204,951,-4847,
经营性应付项目的增加(万元),,2524,,-879,,-6917,,3725,,-1435,,-4783,4667,4313,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,2880,3413,,
经营活动产生现金流量净额(万元),,-7437,,15381,,-860,,2367,,-8627,,8786,6161,737,
债务转为资本(万元),,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,
现金的期末余额(万元),13164,11110,16545,24053,60806,67591,15583,19880,3867,5215,5223,13045,11089,728,
现金的期初余额(万元),24053,24053,24053,19880,19880,19880,19880,13045,13045,13045,13045,11089,728,150,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-10889,-12942,-7507,4173,40927,47712,-4297,6835,,-7829,-7822,1955,10361,578,

