报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2015-03-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),95773,55811,22973,156816,117340,54474,25315,140477,92554,70950,28488,113986,49686,98363,39088,17364,112773,101900,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),2704,1778,846,4240,3016,1850,754,3560,3484,1708,893,4331,1841,5347,1507,922,5895,2852,
收到的其他与经营活动有关的现金(万元),1868,1490,563,1317,951,721,606,1916,1103,1068,462,10399,2153,4772,1543,512,2553,5305,
经营活动现金流入小计(万元),100344,59079,24383,162373,121307,57046,26676,145953,97140,73725,29844,128716,53680,108483,42138,18798,121220,110057,
购买商品、接受劳务支付的现金(万元),44196,26322,13789,52801,38057,24798,12517,52687,36676,25105,11236,46808,21413,49121,25814,14660,70499,52234,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),8299,5266,2920,11941,8201,5012,2752,10124,6287,4129,2212,8577,3573,7259,3055,1565,6150,5594,
支付的各项税费(万元),7583,4725,2192,8277,5469,3490,1409,5421,4223,2831,1426,5588,2780,6228,2837,1326,5748,5085,
支付的其他与经营活动有关的现金(万元),1477,1757,608,3588,2418,1650,587,4084,3431,1534,1059,3082,1018,2430,1300,666,2596,2717,
经营活动现金流出小计(万元),61554,38070,19510,76606,54145,34950,17265,72316,50616,33599,15933,64055,28784,65038,33005,18217,84993,65630,
经营活动产生的现金流量净额(万元),38790,21009,4873,85767,67163,22096,9411,73637,46524,40126,13911,64661,24896,43445,9133,581,36227,44427,
收回投资所收到的现金(万元),234000,138000,33000,,,,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),690,224,175,,,,,,,,,280,,175,,,11079,9540,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4,4,0,55,39,13,6,33,8,5,4,11,1,44,29,,91,25,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),234694,138228,33176,55,39,13,6,33,8,5,4,291,1,219,29,0,11170,9565,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),50859,20505,10789,68264,32387,15831,9206,63750,43767,36396,15013,137731,61088,136445,71430,42082,87322,38057,
投资所支付的现金(万元),194000,111000,28000,60000,,,,,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,240,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),244859,131505,38789,128264,32387,15831,9206,63750,43767,36396,15013,137731,61088,136445,71670,42082,87322,38057,
投资活动产生的现金流量净额(万元),-10165,6723,-5613,-128208,-32348,-15818,-9201,-63717,-43759,-36391,-15009,-137441,-61086,-136226,-71641,-42082,-76151,-28492,
吸收投资收到的现金(万元),,,,105932,104004,104004,4860,6594,6594,1734,1104,3200,3200,97920,93200,93200,89550,8320,
其中：子公司吸收少数股东投资收到的现金(万元),,,,4860,4860,4860,4860,6594,6594,1734,1104,3200,3200,4720,,,,,
取得借款收到的现金(万元),21400,3600,2900,43886,18094,5000,1000,44200,29800,20000,15000,137516,24816,53253,14367,10184,83326,149918,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,1928,1928,,,,,,,,10000,,,24300,,
筹资活动现金流入小计(万元),21400,3600,2900,149818,124026,110932,5860,50794,36394,21734,16104,140716,28016,161173,107567,103384,197176,158238,
偿还债务支付的现金(万元),28286,17142,3837,38540,22572,15263,3426,51560,29585,20801,10225,40367,8532,44018,10738,4593,93160,137099,
分配股利、利润或偿付利息所支付的现金(万元),22212,19018,3446,24986,8845,5977,2951,24073,20335,17153,3149,9991,5230,10531,3255,1839,19862,18419,
其中：子公司支付给少数股东的股利、利润(万元),517,424,375,718,,,,1554,1207,892,,780,780,900,,,,,
支付其他与筹资活动有关的现金(万元),4068,2725,1370,7933,6437,3888,1384,5821,4223,2935,1397,6122,3140,5733,2247,753,4908,,
筹资活动现金流出小计(万元),54566,38885,8653,71459,37854,25127,7761,81454,54142,40890,14771,56480,16902,60283,16240,7186,117930,155518,
