报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),,,,,,,,,,,,,,,,,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),40224200,27923600,14358200,51531100,36966700,25854400,13992500,,36050100,,45145800,,38841700,,,,
收到再保险业务现金净额(万元),,,,,271200,131500,,,74000,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,626400,,939300,,20400,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),917600,536400,348900,378800,407100,50500,95900,,325500,,421000,,359200,,,,
经营活动现金流入小计(万元),41141800,28460000,14707100,51909900,37645000,26036400,14088400,,37076000,,46506400,,39221300,431800,5684300,5621100,
购买商品、接受劳务支付的现金(万元),,,,,,,,,,,,,,,,,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),20693800,13512000,6782200,27219500,19667800,12739800,6714300,,18385000,,22921600,,20238300,,,,
支付利息、手续费及佣金的现金(万元),4900800,3288200,1664200,8556600,6695200,4322800,2172200,,4897500,,5325400,,3497100,,,,
支付保单红利的现金(万元),142000,78100,53000,338300,284600,183800,121100,,377000,,458800,,400100,,,,
支付给职工以及为职工支付的现金(万元),4085100,2271700,1314800,4431600,3150300,2046100,1200500,,2944100,,3289700,,2944700,,,,
支付的各项税费(万元),1338200,949500,405700,2197400,1834100,1390600,457300,,1927900,,2459900,,2176400,471700,299200,368900,
支付的其他与经营活动有关的现金(万元),7313000,6677100,4967200,10135100,8565200,7412400,6034100,,9320700,,9497700,,7735800,,,,
经营活动现金流出小计(万元),39504900,27335400,15869200,53590200,40710500,28516300,17120800,,37872200,,44123300,,37177200,,299200,368900,
经营活动产生的现金流量净额(万元),1636900,1124600,-1162100,-1680300,-3065500,-2479900,-3032400,-202500,-796200,-351600,2383100,2149700,2044100,-39900,5385100,5252200,
收回投资所收到的现金(万元),16002700,12889700,7443300,18725000,13171900,9382700,8241800,,16374400,,35143900,,26188200,,,,
取得投资收益所收到的现金(万元),3193100,2082600,1012100,3467100,2548100,1872400,819700,,2592700,,3638900,,4639200,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),30300,15000,9800,36300,28500,13800,2700,,17300,,30100,,38900,22400,35800,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),19226100,14987300,8465200,22228400,15748500,11268900,9064200,,19007700,,38865100,,30992100,,,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),262200,247200,59600,511600,245600,135800,74200,,124100,,362100,,355200,,,,
投资所支付的现金(万元),20591900,13483300,6595400,23063900,16427000,12117300,8011000,,16928900,,41723900,,29524400,22266800,28249800,6228300,
质押贷款净增加额(万元),64800,46700,18500,85700,62400,41100,11500,,,,,,,160000,20400,121500,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),2500,800,1400,27900,27100,17900,12700,,20400,,47400,,22300,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),20921400,13778000,6674900,23689100,16762100,12312100,8109400,,17073400,,42133400,,29901900,,,7018700,
投资活动产生的现金流量净额(万元),-1695300,1209300,1790300,-1460700,-1013600,-1043200,954800,2327000,1934300,1758500,-3268300,-2070000,1090200,418300,-6369400,-7018700,
吸收投资收到的现金(万元),,,,584800,,,,,,,1200,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,60000,60000,60000,,,,,,,,18600,13900,9800,
发行债券收到的现金(万元),,,,3000000,3000000,3000000,,,350000,,1500000,,,800000,2194800,,
收到其他与筹资活动有关的现金(万元),,,,,1332300,1158100,245500,,,,483600,,29300,,,-2300,
筹资活动现金流入小计(万元),1928700,0,0,5011100,4392300,4218100,245500,,350000,,1984800,,29300,,,3605900,
偿还债务支付的现金(万元),80000,,25200,2260000,1660000,1600000,,,,,898000,,850000,690000,1005800,,
分配股利、利润或偿付利息所支付的现金(万元),697900,253000,63300,744700,553200,357200,54800,,484600,,542100,,545000,497600,453400,,
其中：子公司支付给少数股东的股利、利润(万元),,,,159000,158600,,,,144800,,157400,,134500,,,,
支付其他与筹资活动有关的现金(万元),11900,11900,460600,,,,,,58900,,,,725700,,,,
