报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),49492,32411,13738,59417,42012,28510,14344,60870,44568,29726,15028,53365,53387,62864,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,
收到的税费返还(万元),502,339,178,113,68,50,42,90,74,72,42,47,266,456,
收到的其他与经营活动有关的现金(万元),524,767,174,2664,808,281,119,310,163,66,26,447,816,919,
经营活动现金流入小计(万元),50518,33517,14090,62194,42888,28841,14506,61270,44805,29864,15096,53859,54469,64239,
购买商品、接受劳务支付的现金(万元),38135,22508,9748,52919,38278,24923,13569,46636,33503,20000,11909,33525,35330,50203,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),6198,3502,2084,7296,5449,3722,2268,7338,5697,4091,2594,6688,5928,6103,
支付的各项税费(万元),1787,1359,678,2461,1980,1327,920,3926,2691,1777,526,5705,4362,3141,
支付的其他与经营活动有关的现金(万元),2961,1828,1421,2028,1484,1144,429,2991,2281,1484,529,3941,3417,3495,
经营活动现金流出小计(万元),49081,29197,13931,64704,47191,31116,17186,60891,44171,27353,15559,49860,49038,62941,
经营活动产生的现金流量净额(万元),1437,4320,158,-2510,-4302,-2275,-2681,379,634,2511,-463,3999,5431,1298,
收回投资所收到的现金(万元),27700,12700,,30700,15500,,,350,350,350,350,200,180,,
取得投资收益所收到的现金(万元),268,121,,494,311,,,1,1,1,1,24,20,25,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),7,0,,99,118,70,52,3,3,,,5,24,17,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,7,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,
投资活动现金流入小计(万元),27976,12821,0,31293,15930,70,52,354,354,351,351,228,231,42,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),2288,1182,118,1747,2919,707,57,892,703,389,313,1286,1614,2518,
投资所支付的现金(万元),40000,28000,13000,30750,29203,18500,18500,,,,,350,,380,
质押贷款净增加额(万元),,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,0,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,
投资活动现金流出小计(万元),42288,29182,13118,32497,32122,19207,18557,892,703,389,313,1636,1614,2898,
投资活动产生的现金流量净额(万元),-14312,-16361,-13118,-1205,-16192,-19137,-18505,-538,-350,-38,37,-1408,-1384,-2856,
吸收投资收到的现金(万元),1000,1000,1000,26740,26740,26736,26740,,,,,3859,,600,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,600,
取得借款收到的现金(万元),12851,10276,4804,18118,14130,11267,6672,19590,14484,11316,8338,9700,11661,19291,
发行债券收到的现金(万元),,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,500,,,140,50,,,420,430,,
筹资活动现金流入小计(万元),13851,11276,5804,44858,41370,38003,33412,19730,14534,11316,8338,13979,12091,19891,
偿还债务支付的现金(万元),14547,11205,6665,20069,12213,8548,5613,15044,12088,10028,8707,12300,14482,16480,
分配股利、利润或偿付利息所支付的现金(万元),1370,289,136,2649,2463,378,180,3442,3278,3139,131,2772,1850,1746,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,1477,865,861,861,225,,,,,,,
筹资活动现金流出小计(万元),15917,11494,6801,24195,15541,9787,6653,18710,15367,13167,8838,15072,16332,18226,
筹资活动产生的现金流量净额(万元),-2066,-218,-997,20663,25829,28215,26759,1020,-832,-1851,-500,-1093,-4241,1665,
汇率变动对现金及现金等价物的影响(万元),2,-9,-37,238,236,-1,-51,-93,-60,-19,-8,5,91,-0,
现金及现金等价物净增加额(万元),-14939,-12268,-13994,17186,5571,6803,5522,768,-608,603,-934,1503,-102,107,
加:期初现金及现金等价物余额(万元),21784,21784,21784,4598,4598,4598,4598,3829,4098,3829,3829,2326,2428,2321,
期末现金及现金等价物余额(万元),6845,9516,7790,21784,10169,11400,10119,4598,3490,4432,2895,3829,2326,2428,
净利润(万元),,1345,,2246,,1057,,5615,,2000,,7723,7427,4200,
少数股东损益(万元),,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,
资产减值准备(万元),,-142,,338,,-112,,196,,-172,,862,432,438,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,965,,1879,,943,,1910,,951,,1751,1581,1461,
无形资产摊销(万元),,42,,83,,40,,67,,33,,67,66,66,
长期待摊费用摊销(万元),,54,,116,,56,,114,,56,,69,46,140,
待摊费用的减少(万元),,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,1,,-90,,-86,,-2,,-1,,11,43,2,
固定资产报废损失(万元),,1,,1,,,,,,,,,,,
公允价值变动损失(万元),,-121,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,
财务费用(万元),,263,,657,,415,,624,,262,,570,766,876,
投资损失(万元),,-121,,-505,,-208,,-1,,-1,,-24,-30,-49,
递延所得税资产减少(万元),,18,,-16,,25,,-10,,42,,-72,43,-33,
递延所得税负债增加(万元),,,,-871,,,,,,,,,,,
存货的减少(万元),,-787,,247,,-40,,497,,2683,,-3543,318,-1817,
经营性应收项目的减少(万元),,-1136,,-6595,,812,,-8623,,-850,,-7113,-2584,-4162,
经营性应付项目的增加(万元),,3936,,,,-5178,,-9,,-2493,,3697,-2677,175,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,4320,,-2510,,-2275,,379,,2511,,3999,5431,1298,
债务转为资本(万元),,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,
现金的期末余额(万元),6845,9516,7790,21784,10169,11400,10119,4598,3490,4432,2895,3829,2326,2428,
现金的期初余额(万元),21784,21784,21784,4598,4598,4598,4598,3829,4098,3829,3829,2326,2428,2321,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-14939,-12268,-13994,17186,5571,6803,5522,768,,603,-934,1503,-102,107,

