报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),,,,,,,,,,,,,,,,,,,
客户存款和同业存放款项净增加额(万元),1972490,746431,2553138,872354,1586473,770533,,4160648,3252130,2847671,295523,5154924,3424742,3663410,4843915,2034884,3372726,2599462,
向中央银行借款净增加额(万元,254230,98250,,253415,253465,,50000,152255,104255,101455,100000,7700,3000,,,-17501,17501,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),436043,492279,,,,,,,975793,,69755,401054,393321,,316584,,130773,,
收取利息、手续费及佣金的现金(万元),1031776,681653,317059,1287552,915970,607887,289675,1151941,922054,508149,298348,895958,466603,818645,680084,317436,519460,345033,
拆入资金净增加额(万元),,12938,,,,,40612,324278,606282,666340,567340,1328538,395974,481714,,-200000,180000,20000,
回购业务资金净增加额(万元),78883,295092,198116,486078,525095,563925,,,,,,1364877,,382000,229246,,216183,553331,
收到的税费返还(万元),,,,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),220920,66899,29328,55867,1752,60294,110687,32824,476628,473476,58812,48423,19965,8865,7920,79298,9558,30860,
经营活动现金流入小计(万元),4318367,2933459,3254524,4763874,4496810,3020667,1283970,5893155,5363739,4597091,1332870,9861670,4710428,5354634,6167298,2214117,4315428,3548685,
购买商品、接受劳务支付的现金(万元),,,,,,,,,,,,,,,,,,,
客户贷款及垫款净增加额(万元),3051521,1835606,1327663,3302136,2527228,1130530,397322,1795369,1469631,1085113,675610,1782104,1078644,1629297,1503844,712800,1278953,1275397,
存放中央银行和同业款项净增加额(万元),,,30154,34613,176817,29045,2507,499047,297970,137065,80955,371059,53826,57251,637781,69033,816751,477863,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),755133,539348,241332,903845,668334,455957,207338,645130,631138,316298,202206,490772,206407,433374,395997,181366,217813,121224,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),141966,94936,61507,165011,113567,79041,50904,141971,97719,67632,39882,117613,56078,92834,70736,32948,54064,36632,
支付的各项税费(万元),160740,99083,18451,197820,133473,106512,60467,195221,163495,130684,18330,207459,75431,144582,119703,57112,75824,89517,
支付的其他与经营活动有关的现金(万元),131146,33858,2773,138792,160695,96931,12435,121288,259336,47023,35052,63372,35346,85271,60740,495001,49830,40012,
经营活动现金流出小计(万元),5135522,3363453,2656341,7345821,6746763,3324939,1791967,6091294,6602652,5910648,3796940,4458031,2256263,4582617,3222576,1548261,3143611,2590330,
经营活动产生的现金流量净额(万元),-817155,-429994,598182,-2581947,-2249952,-304272,-507997,-198139,-1238913,-1313557,-2464070,5403639,2454165,772016,2944723,665856,1171817,958354,
收回投资所收到的现金(万元),10502375,7445931,3195473,16417190,11436068,7927832,3914936,25156849,17940927,13376879,7805934,21043449,8241729,12004874,6002522,18103169,1104150,587667,
取得投资收益所收到的现金(万元),819194,609546,214203,1058082,614310,521621,284833,854529,594752,391089,231796,667406,311095,457338,332839,2195,173207,131722,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),138,884,938,2460,774,651,,466,2574,,2427,3799,845,5280,6451,,9946,195,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,6844,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,156089,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),11321707,8056362,3410614,17477732,12051151,8450105,4199769,26018689,18545096,13774811,8040157,21714654,8553668,12467493,6341812,18261453,1287303,719583,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),65283,47315,13824,64407,40032,27681,18649,45648,42695,20233,7183,89654,63339,76394,37989,7559,50705,39542,
投资所支付的现金(万元),12246824,9245614,3305742,16426021,11744058,7903137,3983215,28748732,21305859,13306509,6405262,28455632,11910937,14845960,9196972,18857982,2772498,1292557,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,4559,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),12312107,9292929,3319566,16490428,11784090,7930818,4001864,28794380,21348554,13326743,6412445,28549845,11974275,14922354,9234961,18865541,2823203,1332098,
投资活动产生的现金流量净额(万元),-990400,-1236567,91048,987304,267061,519287,197905,-2775692,-2803458,448068,1627712,-6835190,-3420608,-2454862,-2893149,-604088,-1535900,-612515,
吸收投资收到的现金(万元),,,,,,,,55275,49000,,,49000,49000,2988,,,,,
