报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
销售商品、提供劳务收到的现金(万元),205203,136980,76742,213970,206234,134385,79437,217038,173620,110200,65397,227008,175354,242482,199347,173279,131322,26081,91347,71851,43277,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),63,,,,,,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),2743,1439,1165,11303,3718,2420,956,10070,7077,4004,527,14334,8486,10567,10650,8374,4610,546,3453,74586,18701,
经营活动现金流入小计(万元),208009,138419,77907,225274,209952,136804,80393,227108,180697,114204,65924,241343,183841,253050,209997,181653,135932,26627,94800,146436,61978,
购买商品、接受劳务支付的现金(万元),120845,72049,41552,128204,117415,79289,45193,110946,96659,60387,37960,123251,100620,125793,96602,90785,66955,12015,47711,36302,19214,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),21291,14693,8122,27103,18916,12816,6115,26108,19231,14149,6650,25049,18959,21980,17550,15779,11605,2490,8942,4613,2507,
支付的各项税费(万元),12191,10277,7165,16802,17332,11569,4415,13720,10986,6968,4206,17779,15084,17553,14415,11542,8732,1769,6574,3322,1673,
支付的其他与经营活动有关的现金(万元),29025,25426,11695,36491,37318,25426,10614,35272,27276,15170,10483,31187,24534,27757,23665,20416,16655,2677,15144,74458,36167,
经营活动现金流出小计(万元),183352,122445,68534,208600,190981,129100,66338,186047,154153,96674,59299,197266,159197,193084,152232,138522,103946,18951,78371,118694,59561,
经营活动产生的现金流量净额(万元),24658,15974,9373,16674,18971,7704,14055,41061,26544,17530,6625,44077,24644,59966,57765,43131,31986,7676,16429,27742,2417,
收回投资所收到的现金(万元),23500,13500,,246184,189000,159000,58000,119778,18724,3781,10719,4015,4015,,,,,,,120,275,
取得投资收益所收到的现金(万元),2156,1904,1776,2939,1929,1627,613,1675,132,15,377,1800,1800,111,75,72,69,,100,81,30,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,1,0,1,0,0,,0,-0,-0,0,9,5,1,0,,,6,,,42,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,200,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),25658,15405,1776,249124,190930,160627,58613,121454,18856,3795,11096,5824,5819,112,75,72,69,6,300,201,347,
