报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),41467,29191,17368,68509,65137,41484,19244,87346,37436,38923,26054,99185,70996,49254,25427,80632,94558,72520,68041,68900,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),456,0,0,1,,,,,,,,,,,,,,,134,,
收到的其他与经营活动有关的现金(万元),862,363,65,1411,767,435,293,1023,672,397,355,1101,800,488,279,1623,1368,1070,736,759,
经营活动现金流入小计(万元),42784,29554,17433,69921,65904,41919,19537,88369,38108,39320,26410,100286,71796,49742,25706,82255,95926,73590,68910,69659,
购买商品、接受劳务支付的现金(万元),31507,22582,15940,49820,44178,30419,18093,65520,30325,31545,18053,59347,45239,33885,15573,50049,63169,50107,49251,42688,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),10588,7375,4041,15488,11571,8018,4392,15963,11025,7637,3539,11858,8732,6131,2956,11577,9418,8325,5436,5108,
支付的各项税费(万元),4329,3378,2109,7818,6994,4940,2523,6530,5247,3916,2099,7864,5246,3509,2117,6251,6580,5061,6273,6172,
支付的其他与经营活动有关的现金(万元),1709,1233,751,5886,2237,1723,1101,5515,1471,1160,1134,3933,2802,1805,843,2570,2819,3125,2861,2948,
经营活动现金流出小计(万元),48134,34568,22842,79012,64981,45099,26109,93527,48069,44257,24824,83001,62019,45331,21489,70447,81986,66618,63822,56916,
经营活动产生的现金流量净额(万元),-5349,-5013,-5409,-9091,923,-3180,-6572,-5159,-9961,-4937,1585,17284,9777,4411,4217,11808,13940,6972,5088,12743,
收回投资所收到的现金(万元),101278,84146,43968,28012,24395,20295,9740,52300,500,500,500,,,,,,,,,,
取得投资收益所收到的现金(万元),790,694,27,326,238,222,34,1143,895,800,,680,680,680,,,2,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),11,3,2,6,1,1,1,90,105,105,105,1,1,1,,9,11,3,0,1,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,30700,0,,,,,,,1100,,400,2814,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),102079,84843,43997,28345,24634,20518,9775,53533,32200,1406,605,681,681,681,0,9,1113,3,400,2815,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),11099,8914,4306,10795,10849,5688,2156,5547,3351,2677,2595,8963,6769,4317,2421,6295,9640,11652,10104,11026,
投资所支付的现金(万元),101878,87146,67097,28012,28012,23912,10400,52540,740,740,740,1000,1000,1000,,1000,1382,477,981,0,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,44700,17000,,,,,,,,1100,400,5500,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),112977,96060,71403,38808,38861,29600,12556,58087,48791,20417,3335,9963,7769,5317,2421,7295,11022,13228,11486,16525,
投资活动产生的现金流量净额(万元),-10898,-11217,-27405,-10463,-14227,-9082,-2781,-4555,-16591,-19012,-2730,-9282,-7088,-4636,-2421,-7286,-9909,-13225,-11085,-13711,
吸收投资收到的现金(万元),,,,1811,1811,1811,,24150,24150,24150,,240,240,240,,,,,9520,300,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,240,240,240,,,,,,300,
取得借款收到的现金(万元),9450,4552,2500,25438,20496,18770,8000,9200,7700,5500,2000,23084,20276,15776,5300,22580,25486,25707,9060,7000,
发行债券收到的现金(万元),,,,30931,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),680,460,,,,,,,,,,,,,,,,,11109,13473,
筹资活动现金流入小计(万元),10130,5012,2500,58180,22307,20581,8000,33350,31850,29650,2000,23324,20516,16016,5300,22580,25486,25707,29689,20773,
偿还债务支付的现金(万元),15920,12870,2500,14068,10704,6504,2000,14217,7300,7076,254,26573,22575,16000,8000,22280,24415,15378,7000,3900,
分配股利、利润或偿付利息所支付的现金(万元),2463,439,237,3102,2864,2622,170,1470,1062,324,164,1292,896,633,273,1356,2410,999,622,520,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),597,553,,250,,,,903,1425,,,304,294,294,,200,280,4785,16989,12361,
筹资活动现金流出小计(万元),18980,13862,2737,17420,13569,9126,2170,16590,9787,7400,418,28168,23764,16927,8273,23836,27105,21162,24611,16781,
筹资活动产生的现金流量净额(万元),-8850,-8850,-237,40760,8738,11455,5830,16760,22063,22250,1582,-4844,-3248,-911,-2973,-1256,-1618,4545,5077,3991,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,,,,,,,,-19,
现金及现金等价物净增加额(万元),-25097,-25081,-33051,21205,-4567,-808,-3522,7047,-4488,-1699,438,3158,-558,-1136,-1177,3267,2412,-1708,-920,3004,
加:期初现金及现金等价物余额(万元),39610,39610,39610,18405,18405,18405,18405,11358,11358,11358,11358,8200,8200,8200,8200,4933,2521,4229,5149,2144,
期末现金及现金等价物余额(万元),14513,14529,6559,39610,13838,17597,14882,18405,6870,9659,11796,11358,7642,7064,7023,8200,4933,2521,4229,5149,
净利润(万元),,-4466,,4183,,2551,,6744,,2146,,5360,,2008,,4608,5733,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,-1,,-6,,-134,,452,,392,,339,,425,,471,237,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,3626,,4598,,2233,,4375,,1770,,3966,,1904,,3538,3464,,,,
无形资产摊销(万元),,132,,224,,103,,170,,85,,191,,78,,148,149,,,,
长期待摊费用摊销(万元),,7515,,5451,,4126,,7431,,5588,,7404,,3089,,5490,3611,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-8,,-0,,1,,-56,,-56,,0,,1,,7,6,,,,
固定资产报废损失(万元),,2,,2,,,,,,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,1471,,1271,,454,,870,,288,,1276,,626,,1355,1432,,,,
投资损失(万元),,-685,,-766,,-392,,-931,,-299,,-886,,-589,,-693,-109,,,,
递延所得税资产减少(万元),,-202,,95,,-32,,257,,124,,-9,,-200,,-535,-80,,,,
递延所得税负债增加(万元),,,,,,,,,,,,,,,,,,,,,
存货的减少(万元),,-1706,,13805,,13234,,-15727,,509,,-8493,,-974,,581,-5674,,,,
经营性应收项目的减少(万元),,9076,,-4629,,-5054,,-9080,,-7255,,-2832,,-1128,,-1851,1716,,,,
经营性应付项目的增加(万元),,-19768,,-33317,,-20325,,336,,-8229,,10968,,-830,,-1312,3456,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,
其他(万元),,,,,,56,,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,-5013,,-9091,,-3180,,-5159,,-4937,,17284,,4411,,11808,13940,,,,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),14513,14529,6559,39610,13838,17597,14882,18405,6870,9659,11796,11344,7642,7064,7023,8200,4933,2521,4229,5149,
现金的期初余额(万元),39610,39610,39610,18405,18405,18405,18405,11358,11358,11358,11358,8200,8200,8200,8200,4933,2521,4229,5149,2144,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-25097,-25081,-33051,21205,-4567,-808,-3522,7047,-4488,-1699,438,3144,-558,-1136,-1177,3267,2412,-1708,-920,3004,

