报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),15974,11511,4836,29517,18025,11158,6074,23312,12507,7507,4359,20669,14996,9083,4277,11092,6053,6003,6824,4459,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),383,155,132,1266,492,353,353,1155,623,105,,1095,568,225,,713,229,266,301,232,
收到的其他与经营活动有关的现金(万元),269,267,243,994,278,372,16,1546,1222,1258,106,705,422,274,151,226,11,201,201,135,
经营活动现金流入小计(万元),16626,11933,5211,31777,18794,11884,6443,26013,14352,8870,4466,22469,15986,9581,4427,12030,6294,6470,7326,4826,
购买商品、接受劳务支付的现金(万元),11156,6484,2052,14987,5680,4558,4378,12764,8589,5743,2707,8767,7026,3752,2647,2947,2465,3060,2830,2239,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),9385,6212,3401,11481,8194,5620,3175,8270,6118,3979,2300,5106,4009,2441,1407,3384,1440,2503,1381,868,
支付的各项税费(万元),698,640,313,3495,3040,2076,1303,3713,2871,1507,1025,2108,1481,877,510,1858,816,965,968,532,
支付的其他与经营活动有关的现金(万元),3412,2205,615,3792,3161,1602,448,3353,2223,1699,177,2797,943,887,142,1920,1305,1041,839,634,
经营活动现金流出小计(万元),24651,15541,6382,33755,20074,13856,9304,28101,19801,12927,6209,18779,13458,7957,4706,10110,6027,7569,6017,4273,
经营活动产生的现金流量净额(万元),-8025,-3609,-1171,-1978,-1279,-1973,-2860,-2088,-5449,-4058,-1743,3690,2528,1624,-278,1921,267,-1099,1309,553,
收回投资所收到的现金(万元),2000,2000,2000,12500,9500,3500,3500,16000,12000,0,,,,,,,,,,,
取得投资收益所收到的现金(万元),19,19,19,133,99,35,35,142,110,0,,,,,,,,8,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,,,,,,,7,0,0,,0,,0,0,1,0,0,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,0,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,0,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),2019,2019,2019,12633,9599,3535,3535,16149,12110,0,0,0,0,0,0,1,0,8,0,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),8145,4746,3022,1875,1487,1105,699,6286,3222,590,299,3163,2598,2036,867,1225,463,5193,223,384,
投资所支付的现金(万元),667,667,167,11049,9049,6049,49,19500,16000,12000,,213,213,213,213,113,,56,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,0,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),5,5,5,,,,,,,0,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),8817,5418,3194,12924,10536,7154,748,25786,19222,12590,299,3376,2811,2249,1080,1338,463,5248,223,384,
投资活动产生的现金流量净额(万元),-6799,-3399,-1175,-291,-937,-3620,2786,-9636,-7112,-12590,-299,-3376,-2811,-2249,-1079,-1338,-463,-5240,-223,-384,
吸收投资收到的现金(万元),198,198,198,196,196,196,196,24578,24578,24578,,117,68,68,68,3503,3503,4099,297,,
其中：子公司吸收少数股东投资收到的现金(万元),198,198,198,196,196,196,196,,,24578,,117,68,68,68,,,,18,,
取得借款收到的现金(万元),6798,750,,,,,,1810,1810,1810,1350,789,789,789,200,1067,1067,1800,,,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,0,,,,,,,,1959,,30,
筹资活动现金流入小计(万元),6996,948,198,196,196,196,196,26388,26388,26388,1350,906,857,857,268,4570,4570,7858,297,30,
偿还债务支付的现金(万元),,,,,,,,2599,2599,2599,789,567,567,567,265,2300,,,,,
分配股利、利润或偿付利息所支付的现金(万元),247,205,,677,677,677,,513,350,350,339,503,331,323,11,301,90,248,,,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,0,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,,,,,1119,1029,817,,,,,,,,1959,,30,
