报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),79327,46037,20450,88652,57767,36388,15762,68525,46466,29551,13426,54412,36685,41224,33863,22576,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,12,,,,19,18,18,,,,,,72,
收到的其他与经营活动有关的现金(万元),7233,2222,940,5074,2150,799,557,3232,717,331,237,2153,1814,1193,556,535,
经营活动现金流入小计(万元),86559,48259,21390,93739,59917,37187,16319,71776,47201,29899,13663,56565,38499,42417,34419,23183,
购买商品、接受劳务支付的现金(万元),25775,12476,4524,16749,9014,5651,2761,8769,6651,3475,1483,9273,8054,9289,5821,3173,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),16501,10944,5988,16257,11418,7544,4330,11858,8934,6114,3074,9392,6787,7941,5379,3058,
支付的各项税费(万元),12933,8026,4922,16076,12259,8453,4433,13006,10443,6352,3029,11705,8952,8552,5102,3595,
支付的其他与经营活动有关的现金(万元),10854,7673,2683,11169,7828,5239,2202,7274,4495,3123,1648,5483,4105,4290,3005,2707,
经营活动现金流出小计(万元),66063,39118,18117,60251,40520,26887,13726,40906,30523,19065,9235,35852,27898,30073,19308,12532,
经营活动产生的现金流量净额(万元),20496,9141,3273,33488,19398,10300,2592,30870,16678,10835,4428,20713,10601,12344,15112,10651,
收回投资所收到的现金(万元),139863,96555,36105,166675,130280,105025,70280,167960,118420,77820,40080,78495,54100,54570,80499,42082,
