报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),39390,25475,12846,45927,35223,24292,12885,41380,30369,17632,8249,32209,23377,15555,7350,19347,16241,14586,5340,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),76,76,70,394,51,21,15,789,505,450,80,482,482,228,205,540,1189,60,74,
收到的其他与经营活动有关的现金(万元),2283,1649,542,2654,1942,1644,1000,1803,1129,898,35,758,473,421,68,486,512,296,234,
经营活动现金流入小计(万元),41749,27200,13459,48976,37216,25957,13899,43972,32003,18980,8364,33450,24332,16204,7623,20373,17942,14942,5647,
购买商品、接受劳务支付的现金(万元),30129,15682,6991,25569,20597,12724,5667,27349,21528,13626,5567,18243,13492,9024,3845,10240,9838,8277,2805,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),9054,6924,4576,9023,6085,4037,2900,5700,4404,3265,2323,4064,3039,2237,1476,3161,2389,1678,1414,
支付的各项税费(万元),738,736,185,974,845,681,384,1296,1006,976,0,1185,1103,619,220,925,987,428,348,
支付的其他与经营活动有关的现金(万元),1982,1093,647,3120,1544,1013,749,2543,1509,994,480,1483,949,799,248,1857,1563,1225,815,
经营活动现金流出小计(万元),41903,24434,12398,38685,29072,18455,9701,36887,28448,18861,8371,24976,18583,12680,5789,16183,14776,11608,5382,
经营活动产生的现金流量净额(万元),-154,2766,1060,10290,8145,7502,4198,7085,3555,118,-7,8474,5749,3524,1834,4190,3166,3333,265,
收回投资所收到的现金(万元),21000,16000,10400,,,,,,6000,,,,,,,,,,,
取得投资收益所收到的现金(万元),623,528,262,1049,630,327,54,99,52,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,23,9,,,,,,,,,,,0,0,,,
处置子公司及其他营业单位收到的现金净额(万元),-4393,-4393,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,0,,,,,,,,91,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),17230,12135,10662,1071,639,327,54,99,6052,0,0,0,0,0,0,91,0,0,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),2756,1106,780,12552,10692,8803,7776,12170,10744,507,490,1174,707,552,173,757,677,21,352,
投资所支付的现金(万元),,,,26200,21900,24700,16000,10000,10500,6000,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,130,130,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),2756,1106,780,38752,32721,33633,23776,22170,21244,6507,490,1174,707,552,173,757,677,21,352,
投资活动产生的现金流量净额(万元),14474,11029,9882,-37681,-32082,-33306,-23723,-22071,-15192,-6507,-490,-1174,-707,-552,-173,-666,-677,-21,-352,
吸收投资收到的现金(万元),5100,5100,100,,,,,64484,56701,56701,56701,,,,,,1000,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,100,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,,,,,,,,,,,,,,,,259,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,935,935,935,935,,,,,,,116,,
筹资活动现金流入小计(万元),5100,5100,100,0,0,0,0,65419,57636,57636,57636,0,0,0,0,0,1000,116,259,
偿还债务支付的现金(万元),,,,,,,,,,,,,,,,,,259,,
分配股利、利润或偿付利息所支付的现金(万元),556,556,,1063,1065,1038,,1120,1120,1120,,,,,,,600,3,,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),7536,7536,7536,518,,,,664,664,664,815,,,,,,,,116,
筹资活动现金流出小计(万元),8092,8092,7536,1582,1065,1038,0,1784,1784,1784,815,0,0,0,0,0,600,261,116,
筹资活动产生的现金流量净额(万元),-2992,-2992,-7436,-1582,-1065,-1038,0,63635,55852,55852,56821,0,0,0,0,0,400,-145,143,
汇率变动对现金及现金等价物的影响(万元),871,57,-485,1020,1145,239,-905,-1286,-934,-486,-98,891,287,198,-45,219,6,-61,-6,
现金及现金等价物净增加额(万元),12200,10860,3022,-27952,-23857,-26603,-20429,47364,43281,48977,56227,8191,5328,3170,1615,3743,2895,3106,49,
加:期初现金及现金等价物余额(万元),38619,38619,38619,66573,66573,66573,66573,19210,19210,19210,19210,11018,11018,11018,11018,7275,4381,1275,1225,
期末现金及现金等价物余额(万元),50819,49480,41641,38621,42716,39970,46145,66573,62491,68186,75436,19210,16347,14189,12633,11018,7275,4381,1275,
净利润(万元),,3162,,4626,,3676,,10564,,5696,,11184,,,,3736,3781,,,
少数股东损益(万元),,,,,,,,,,,,-198,,,,-49,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,-8,,56,,15,,64,,42,,19,,,,446,16,,,
