报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),21683,15386,8810,27764,19394,11667,5172,21689,16669,9600,3578,16175,10639,5815,1950,15483,12163,11182,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,1,,37,,,315,,,,,,,
收到的其他与经营活动有关的现金(万元),921,705,507,427,1331,653,274,308,752,177,78,391,216,76,5,159,94,112,
经营活动现金流入小计(万元),22604,16091,9317,28191,20725,12320,5448,21996,17458,9777,3656,16881,10855,5891,1955,15642,12256,11294,
购买商品、接受劳务支付的现金(万元),6437,3589,2538,5777,5532,2919,1991,4584,4148,1687,1159,3564,2860,1100,421,2646,2498,1922,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),12429,8870,4864,14665,10683,7596,3478,11134,8428,5369,3645,8253,5911,4116,2363,6104,5316,4613,
支付的各项税费(万元),2877,2356,1112,2625,2892,1697,233,2828,2315,2086,429,1943,1449,775,296,2302,1382,770,
支付的其他与经营活动有关的现金(万元),1136,690,304,2411,909,759,447,1126,1185,865,111,1504,1476,773,396,1347,963,515,
经营活动现金流出小计(万元),22880,15504,8817,25478,20016,12971,6150,19673,16076,10006,5343,15264,11696,6765,3476,12399,10159,7821,
经营活动产生的现金流量净额(万元),-276,587,499,2713,708,-651,-702,2324,1382,-229,-1688,1617,-840,-874,-1521,3243,2097,3473,
收回投资所收到的现金(万元),,,,,,,8600,,,,,,,,,1600,532517,87076,
取得投资收益所收到的现金(万元),,131,51,,372,339,,3,,,,,1,,,70,131,5,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,79,0,0,0,0,0,0,0,1,,,,14,0,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),37898,23000,10500,45990,36000,28800,,500,,,,94,94,94,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),37898,23131,10551,46068,36372,29139,8600,503,0,0,0,95,95,94,0,1683,532648,87081,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),146,146,59,897,425,222,47,575,166,124,8,8944,7391,567,153,381,939,389,
投资所支付的现金(万元),100,75,50,250,100,100,4600,510,500,,,18,18,,,48,532955,87713,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),41200,22500,12000,37000,28500,17300,,15000,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),41446,22721,12109,38147,29025,17622,4647,16085,666,124,8,8962,7409,567,153,429,533894,88102,
投资活动产生的现金流量净额(万元),-3547,411,-1558,7921,7347,11517,3954,-15581,-666,-124,-8,-8867,-7315,-473,-153,1254,-1246,-1021,
吸收投资收到的现金(万元),930,,,,,,,19140,19869,19869,,,,,,200,407,48,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,105,97,,,500,500,500,,5591,3843,,,100,,,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,,2962,19,
筹资活动现金流入小计(万元),930,0,0,105,97,0,0,19640,20369,20369,0,5591,3843,0,0,300,3369,66,
偿还债务支付的现金(万元),,,,,,,,5648,5648,1527,397,543,135,30,15,,,,
分配股利、利润或偿付利息所支付的现金(万元),,,,6328,6040,6040,,116,151,127,67,72,13,2,1,63,3855,100,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,640,,2340,
筹资活动现金流出小计(万元),0,0,0,6328,6040,6040,0,5764,5799,1654,464,616,148,32,16,703,3855,2440,
筹资活动产生的现金流量净额(万元),930,0,0,-6223,-5943,-6040,0,13876,14571,18716,-464,4975,3695,-32,-16,-403,-486,-2374,
汇率变动对现金及现金等价物的影响(万元),11,3,4,14,27,3,-0,20,-28,-2,-1,8,-8,2,-3,0,-52,37,
现金及现金等价物净增加额(万元),-2883,1000,-1055,4425,2140,4830,3252,639,15258,18361,-2161,-2266,-4468,-1377,-1694,4094,313,115,
加:期初现金及现金等价物余额(万元),8881,8881,8881,4457,4457,4457,4457,3818,3818,3818,3818,6084,6084,6084,6084,1990,1678,1562,
期末现金及现金等价物余额(万元),5999,9882,7827,8881,6597,9286,7708,4457,19076,22179,1657,3818,1616,4707,4390,6084,1990,1678,
净利润(万元),,4005,,8361,,3910,,6225,,2602,1037,4083,,1728,828,3309,2551,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,234,,1377,,283,,706,,255,57,478,,102,94,200,25,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,196,,357,,168,,319,,116,50,189,,90,43,181,139,,
无形资产摊销(万元),,68,,152,,83,,115,,54,27,102,,50,25,86,63,,
长期待摊费用摊销(万元),,66,,239,,117,,197,,90,47,167,,74,34,137,112,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,-14,,,,3,,,0,1,,,,0,3,,
固定资产报废损失(万元),,,,,,4,,,,-0,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,11,-31,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,
财务费用(万元),,2,,-9,,,,96,,28,16,19,,0,5,0,52,,
投资损失(万元),,22,,-336,,-257,,28,,,,,,,,-70,-131,,
递延所得税资产减少(万元),,-59,,-259,,-43,,-20,,-38,-13,-124,,-20,-23,-46,-6,,
递延所得税负债增加(万元),,,,,,,,,,,,,,,,-3,3,,
存货的减少(万元),,,,,,,,,,,,,,,,,,,
