报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),510583,344358,129227,928998,568664,409985,168068,813117,469982,329122,135812,723038,469189,734810,277469,744952,633006,446915,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),3844,3060,2210,6774,5656,3599,3588,1629,365,654,10,2903,547,4406,2,16367,11876,15806,
收到的其他与经营活动有关的现金(万元),72317,45021,22163,54684,46273,26981,24876,38681,81473,25870,22845,37000,50305,31140,25707,29061,31357,50702,
经营活动现金流入小计(万元),586744,392439,153599,990456,620593,440565,196532,853427,551821,355646,158667,762941,520040,770355,303179,790381,676238,513423,
购买商品、接受劳务支付的现金(万元),395906,251610,109985,599476,414550,279228,143479,537654,339628,233506,90814,442571,319358,478751,194618,501972,410503,237520,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),89385,59517,31150,132585,82421,54448,28663,116399,75981,47101,24349,103905,67120,96203,39116,86334,78858,79040,
支付的各项税费(万元),21461,16041,10074,15428,21575,16984,10271,17419,22314,9443,8954,18725,24345,17967,10091,19230,27398,35559,
支付的其他与经营活动有关的现金(万元),86243,59628,32172,91245,90439,50648,39336,115990,121138,47087,32745,81140,81258,99085,42292,94601,85692,125185,
经营活动现金流出小计(万元),592994,386795,183381,838733,608985,401308,221749,787461,559061,337136,156862,646342,492081,692007,286117,702137,602451,477304,
经营活动产生的现金流量净额(万元),-6250,5644,-29782,151724,11608,39257,-25217,65966,-7240,18510,1805,116600,27959,78349,17061,88244,73787,36119,
收回投资所收到的现金(万元),193000,193000,,235000,205000,205000,30000,74250,33239,32250,32250,96270,36640,63000,15000,272000,610101,182000,
取得投资收益所收到的现金(万元),9401,9401,646,4999,3582,3542,1182,2535,1223,1223,1098,2380,914,2480,371,1635,2296,529,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),220,92,2,1963,1680,1646,42,509,406,30,17,1948,1325,122,32,544,175,502,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,20,
收到的其他与投资活动有关的现金(万元),,,,10,10,,,25,25,,,,212,422,231,756,8338,2006,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),202621,202494,648,241972,210272,210188,31225,77319,34893,33504,33365,100599,39091,66024,15634,274935,620911,185056,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),39586,18546,7179,55595,31615,25514,12064,40330,28539,23910,3772,25009,9179,20950,15156,34438,8398,16757,
投资所支付的现金(万元),195000,195000,15000,398100,369940,368100,185000,63394,34424,33250,33252,100270,49629,68000,13000,289600,627000,227000,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,235,335,,,,
支付的其他与投资活动有关的现金(万元),176,137,30,,198,,,0,53,,1,127,177,,,,9370,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),234762,213683,22209,453695,401754,393614,197064,103724,63017,57160,37025,125406,58984,89185,28492,324038,644768,243757,
投资活动产生的现金流量净额(万元),-32140,-11189,-21561,-211723,-191482,-183426,-165839,-26406,-28123,-23657,-3660,-24807,-19893,-23162,-12858,-49103,-23856,-58701,
吸收投资收到的现金(万元),800,,,,,,,262984,120,120,,1000,,,,,34807,16799,
其中：子公司吸收少数股东投资收到的现金(万元),800,,,,,,,120,,120,,400,,,,,,,
取得借款收到的现金(万元),,,,,,,,,,,,,,193,,10298,3543,2704,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),669,362,243,4272,4029,2941,3267,2697,1893,1454,1,9484,6995,4280,3000,8000,3683,4130,
筹资活动现金流入小计(万元),1469,362,243,4272,4029,2941,3267,265681,2013,1574,1,10484,6995,4473,3000,18298,42033,23633,
偿还债务支付的现金(万元),,,,,,,,,,,,193,3756,,,10305,3543,28278,
分配股利、利润或偿付利息所支付的现金(万元),60799,60648,97,46509,46499,46319,147,40197,40871,40120,48,66924,66842,13260,12702,38085,5000,432,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),2217,1888,708,2034,1914,1265,1217,5641,3200,1671,,1572,182,2273,,,49,112,
筹资活动现金流出小计(万元),63016,62536,805,48543,48414,47584,1364,45838,44071,41791,48,68689,70780,15533,12702,48390,8592,28822,
筹资活动产生的现金流量净额(万元),-61547,-62174,-562,-44271,-44385,-44642,1903,219843,-42059,-40217,-46,-58205,-63785,-11059,-9702,-30092,33441,-5189,
汇率变动对现金及现金等价物的影响(万元),137,49,-10,126,87,20,,-36,-28,-10,-13,19,9,60,41,33,-3,7,
现金及现金等价物净增加额(万元),-99801,-67670,-51915,-104144,-224172,-188791,-189153,259368,-77450,-45374,-1914,33607,-55710,44188,-5458,9082,83369,-27764,
加:期初现金及现金等价物余额(万元),500936,500936,500936,605080,605080,605080,605080,345712,345712,345712,345029,312106,312106,267918,267918,258836,175467,203231,
期末现金及现金等价物余额(万元),401135,433266,449021,500936,380908,416289,415927,605080,268262,300339,343115,345712,256395,312106,262460,267918,258836,175467,
净利润(万元),,76238,,147574,,74466,,135900,,67293,,104749,,98408,,93473,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,11753,,4023,,4819,,6905,,4935,,7744,,3355,,7600,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,7954,,15470,,7384,,14034,,6925,,13586,,13284,,13683,,,
无形资产摊销(万元),,1493,,2996,,1426,,2807,,1389,,2569,,2484,,2083,,,
长期待摊费用摊销(万元),,2476,,4176,,1431,,3164,,1033,,1639,,1168,,654,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-30,,-1548,,-1258,,127,,54,,-125,,18,,-279,,,
固定资产报废损失(万元),,-37,,187,,3,,124,,1,,30,,6,,0,,,
公允价值变动损失(万元),,10,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,
