报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),59447,38505,15615,72311,47224,27452,10902,57804,23054,46965,18397,48069,38727,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,
收到的税费返还(万元),343,78,,108,,,,,,,,,0,
收到的其他与经营活动有关的现金(万元),1072,485,198,2630,1253,695,70,1807,279,757,245,161,351,
经营活动现金流入小计(万元),60862,39067,15813,75049,48477,28147,10972,59611,23333,47722,18642,48230,39078,
购买商品、接受劳务支付的现金(万元),33780,21207,13204,38043,25290,15384,6680,29936,14406,30031,13643,29464,28326,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),9779,6827,3835,11166,7994,5311,2853,7619,3172,5302,2192,3646,2877,
支付的各项税费(万元),5755,5221,3966,8942,6339,4734,3728,9172,4925,5081,2289,2672,1814,
支付的其他与经营活动有关的现金(万元),3857,2524,1068,6102,4059,2502,1523,4660,1689,3590,1297,3331,3729,
经营活动现金流出小计(万元),53171,35779,22073,64253,43681,27931,14784,51387,24191,44003,19421,39113,36745,
经营活动产生的现金流量净额(万元),7691,3288,-6260,10796,4796,215,-3811,8224,-858,3719,-779,9117,2333,
收回投资所收到的现金(万元),,,,6000,6000,6000,2000,2000,,,,2824,325,
