报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),60507,41549,18485,68028,46830,31439,14230,36331,21479,13032,4803,33698,20240,14630,4181,33027,17517,21864,36954,35536,43761,42988,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),18,18,17,,2,,,,,,,16,16,16,,,,,,,,,
收到的其他与经营活动有关的现金(万元),509,368,270,1912,1045,719,299,2870,1256,1051,780,722,652,477,279,453,438,249,611,498,450,174,
经营活动现金流入小计(万元),61033,41935,18772,69940,47877,32158,14529,39201,22735,14083,5583,34436,20909,15123,4461,33480,17954,22113,37564,36034,44211,43163,
购买商品、接受劳务支付的现金(万元),46646,30702,16581,55576,41071,22946,7334,31736,18023,12108,7104,13726,6300,5679,2676,15581,8076,14604,21094,21042,31670,33503,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),6999,4241,2222,5413,4259,2643,1328,4052,3034,2074,1024,3733,2802,2139,1367,3454,2552,1922,3044,3191,2300,1494,
支付的各项税费(万元),5016,3387,1241,6081,5308,3242,1204,4542,3161,2066,992,4004,3351,2150,1043,4685,3393,2157,4469,3803,4748,2610,
支付的其他与经营活动有关的现金(万元),6703,4361,2804,6841,4985,3448,1389,4186,3701,2437,1012,3958,3233,1745,1300,3367,3594,1686,3709,3649,3946,3948,
经营活动现金流出小计(万元),65365,42691,22848,73912,55622,32279,11256,44516,27919,18686,10132,25421,15686,11713,6386,27087,17615,20369,32315,31685,42664,41554,
经营活动产生的现金流量净额(万元),-4331,-756,-4076,-3972,-7745,-120,3273,-5315,-5185,-4603,-4550,9016,5223,3410,-1925,6393,340,1744,5249,4349,1546,1609,
收回投资所收到的现金(万元),,,,1000,,,,,,,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),,,,664,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),26,9,9,70,84,58,4,74,70,21,21,14,8,7,4,27,5,4,52,90,37,21,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),3043,1075,1235,111000,75562,53449,6344,31680,78485,56458,26451,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),3069,1084,1244,112734,75646,53507,6347,31754,78555,56479,26472,14,8,7,4,27,5,4,52,90,37,21,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),3865,3051,1707,4139,3770,1588,505,2162,1686,1160,806,1110,652,428,270,1857,1108,791,2179,1194,1791,3787,
投资所支付的现金(万元),,,,3239,1140,1140,1140,1176,1176,1176,,,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,1414,1414,,,,,,,,,,,,,,,,,
