报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),130696,89816,47424,144411,107561,73165,33994,90731,64100,82942,86509,75062,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),335,280,,605,238,238,,555,517,32,48,368,
收到的其他与经营活动有关的现金(万元),8195,7382,5831,5424,4800,3510,2609,3138,2534,2903,3737,1622,
经营活动现金流入小计(万元),139226,97478,53255,150440,112600,76913,36603,94425,67151,85877,90294,77052,
购买商品、接受劳务支付的现金(万元),38216,28429,15171,41190,35558,26108,12042,44356,38666,49600,55755,53820,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),7337,5339,3371,8273,6123,4480,2596,7303,5507,7223,7142,5760,
支付的各项税费(万元),11634,8727,4688,13656,9924,6573,3010,8260,4296,7161,5508,4678,
支付的其他与经营活动有关的现金(万元),68300,45258,24898,73959,51576,34631,15527,15128,7684,7718,8030,7748,
经营活动现金流出小计(万元),125486,87753,48128,137079,103181,71793,33176,75047,56154,71703,76435,72006,
经营活动产生的现金流量净额(万元),13740,9725,5127,13361,9419,5120,3427,19377,10998,14174,13859,5046,
收回投资所收到的现金(万元),,,,,,,,,,624,100,254,
取得投资收益所收到的现金(万元),24,24,,148,148,148,120,55,55,82,343,345,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),9,4,,5,50,1,,361,241,11,1,186,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,1180,942,3883,251,2464,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),33,28,0,153,198,149,120,1595,1238,4599,695,3250,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),4881,3894,2122,6817,4735,2485,691,5479,2712,2581,3510,4848,
投资所支付的现金(万元),,,,245,245,245,,524,444,,1507,1840,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,785,3660,1595,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),4881,3894,2122,7062,4980,2730,691,6003,3156,3366,8677,8283,
投资活动产生的现金流量净额(万元),-4848,-3866,-2122,-6909,-4781,-2582,-571,-4408,-1918,1233,-7982,-5033,
吸收投资收到的现金(万元),,,,48557,,,,400,400,49,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,400,400,49,,,
取得借款收到的现金(万元),,,,1500,1500,500,500,10500,10500,11500,32833,32206,
发行债券收到的现金(万元),,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,3959,3032,
筹资活动现金流入小计(万元),0,0,0,50057,1500,500,500,10900,10900,11549,36792,35237,
偿还债务支付的现金(万元),1500,1500,1500,8000,8000,6800,2000,12700,11623,20280,35775,24463,
分配股利、利润或偿付利息所支付的现金(万元),8234,6763,3,193,172,158,96,4520,4497,2907,2867,7507,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,708,,
支付其他与筹资活动有关的现金(万元),,,10,2094,67,57,19,1705,1610,1719,4163,4260,
筹资活动现金流出小计(万元),9734,8263,1513,10286,8239,7014,2115,18925,17730,24906,42806,36229,
筹资活动产生的现金流量净额(万元),-9734,-8263,-1513,39771,-6739,-6514,-1615,-8025,-6830,-13357,-6014,-992,
汇率变动对现金及现金等价物的影响(万元),13,4,-11,46,27,1,-31,-80,-63,111,92,-1,
现金及现金等价物净增加额(万元),-830,-2401,1480,46269,-2074,-3975,1209,6865,2186,2162,-45,-979,
加:期初现金及现金等价物余额(万元),56314,56314,56314,10046,10046,10046,10046,3181,3181,1019,1064,2043,
期末现金及现金等价物余额(万元),55485,53914,57795,56314,7971,6070,11255,10046,5367,3181,1019,1064,
净利润(万元),,6910,,12167,,9225,,10543,,8093,5810,4151,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,37,,-987,,-1273,,831,,846,779,228,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1764,,3732,,1586,,3131,,3098,3314,3177,
无形资产摊销(万元),,96,,191,,95,,190,,276,314,230,
长期待摊费用摊销(万元),,10,,33,,17,,34,,27,15,14,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,11,,11,,,,-294,,76,70,646,
固定资产报废损失(万元),,2,,65,,20,,72,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,3,,170,,143,,596,,754,1516,1403,
投资损失(万元),,239,,253,,-33,,42,,16,-338,-322,
递延所得税资产减少(万元),,742,,-1804,,23,,-98,,34,87,-43,
递延所得税负债增加(万元),,,,,,,,,,,,,
存货的减少(万元),,2016,,-2116,,-1846,,-1528,,664,-65,-4651,
经营性应收项目的减少(万元),,5510,,-3999,,3163,,-9467,,4029,-3164,-7374,
经营性应付项目的增加(万元),,-7691,,5997,,-5878,,15573,,-3943,5311,7404,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,78,,-353,,-123,,-249,,206,210,183,
经营活动产生现金流量净额(万元),,9725,,13361,,5120,,19377,,14174,13859,5046,
债务转为资本(万元),,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,
现金的期末余额(万元),55485,53914,57795,56314,7971,6070,11255,10046,5367,3181,1019,1064,
现金的期初余额(万元),56314,56314,56314,10046,10046,10046,10046,3181,3181,1019,1064,2043,
现金等价物的期末余额(万元),,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-830,-2401,1480,46269,-2074,-3975,,6865,,2162,-45,-979,

