报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),61475,29338,14154,58078,37104,29809,16449,53350,14877,53765,45402,35493,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,2,35,
收到的其他与经营活动有关的现金(万元),320,578,150,1186,701,497,177,751,62,803,596,451,
经营活动现金流入小计(万元),61795,29916,14304,59264,37805,30306,16626,54101,14939,54569,45999,35978,
购买商品、接受劳务支付的现金(万元),48575,22067,11139,40445,26155,19247,6416,38917,14638,37477,26456,27941,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),4719,3122,1991,5461,3713,3067,1886,5035,1939,4522,4080,3623,
支付的各项税费(万元),931,544,287,1075,1291,721,599,1039,787,2040,1145,754,
支付的其他与经营活动有关的现金(万元),3955,3956,695,3843,5225,1622,794,3733,1010,4484,2202,3272,
经营活动现金流出小计(万元),58181,29690,14113,50825,36385,24656,9694,48724,18374,48522,33882,35590,
经营活动产生的现金流量净额(万元),3614,226,192,8440,1421,5650,6932,5376,-3435,6046,12117,389,
收回投资所收到的现金(万元),10800,6400,3400,20801,16800,8300,,1030,1030,12138,8524,18857,
取得投资收益所收到的现金(万元),403,35,25,78,59,32,8,6,6,234,111,150,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,,,,,,,,1,0,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,
