报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),18557,12850,5716,29601,18089,12067,4906,38106,31453,20173,7383,40852,30524,29806,22600,18274,15398,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,224,224,,,,,
收到的其他与经营活动有关的现金(万元),2531,1955,80,1583,6907,3636,2836,3080,5553,55,115,1134,8815,1740,827,2316,273,
经营活动现金流入小计(万元),21088,14805,5796,31184,24996,15702,7742,41186,37006,20228,7498,42210,39564,31546,23427,20589,15672,
购买商品、接受劳务支付的现金(万元),18816,13200,7654,18604,17863,13424,3430,20415,14378,7556,4627,29051,20241,15162,8696,6313,9494,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),7380,5375,3454,8787,7002,5130,3422,8332,6827,4779,2961,8374,6870,7776,6623,5068,5307,
支付的各项税费(万元),398,323,131,1274,939,654,239,1035,913,549,288,1721,1233,1170,1161,901,1263,
支付的其他与经营活动有关的现金(万元),3758,2822,1803,7105,4986,1610,6420,4134,8651,2754,1989,3420,12597,1872,1650,1285,1892,
