报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),141321,35301,15569,70836,37225,23527,10573,54315,27019,16391,10308,65436,35328,19274,11002,54910,21071,10924,36812,28359,22983,21397,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),1924,1075,,2281,953,480,394,2183,1343,672,580,3005,1686,1516,1134,3266,1834,1563,883,1730,710,473,
收到的其他与经营活动有关的现金(万元),6421,1716,131,4655,4600,1455,897,2625,2752,1348,644,2389,2221,1244,600,2201,3194,1461,1469,2449,1239,1784,
经营活动现金流入小计(万元),149666,38091,15700,77771,42777,25462,11864,59122,31114,18411,11532,70829,39235,22035,12736,60377,26100,13949,39165,32538,24931,23653,
购买商品、接受劳务支付的现金(万元),101575,34628,18916,45933,33190,20813,12083,36814,30184,19950,14018,42260,33758,25772,16102,31228,22268,16556,20673,17508,11716,12789,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),11466,6262,3004,13649,10353,7104,3511,12484,9351,5827,2807,10131,7812,5708,2592,7812,5403,3980,6786,5830,4449,2985,
支付的各项税费(万元),7037,3886,2941,4665,3532,2572,1845,4852,3142,2218,1711,7465,5722,4555,3638,4966,3680,2644,4006,3420,3770,2104,
支付的其他与经营活动有关的现金(万元),25658,10459,5794,15997,14813,9575,4974,12719,9285,7401,2071,12182,9684,4271,3123,7751,9237,3305,5729,4515,3781,3935,
经营活动现金流出小计(万元),145736,55235,30656,80245,61888,40063,22412,66869,51962,35397,20607,72038,56976,40306,25455,51756,40588,26485,37194,31274,23716,21814,
经营活动产生的现金流量净额(万元),3930,-17143,-14956,-2473,-19110,-14601,-10548,-7746,-20848,-16986,-9075,-1209,-17741,-18271,-12719,8621,-14489,-12537,1971,1265,1215,1840,
收回投资所收到的现金(万元),,,,24000,21000,18000,12000,70000,64000,51000,26000,,,,,,,,270,1943,,,
取得投资收益所收到的现金(万元),,,,107,87,67,44,236,189,140,65,,,,,,,,1,1,9,9,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,,,,,,,8,8,7,7,5,3,2,,0,,,1,0,0,1,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),0,0,0,24107,21087,18067,12044,70244,64197,51147,26072,5,3,2,0,0,0,0,272,1944,9,10,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),1573,1241,304,2640,2184,423,253,3901,3298,1289,229,2299,1553,683,403,318,219,212,763,2383,3719,2639,
投资所支付的现金(万元),4043,,,18582,18582,15063,12000,75105,64101,52101,30000,8000,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),5616,1241,304,21221,20766,15486,12253,79005,67399,53390,30229,10299,1553,683,403,318,219,212,763,2383,3719,2639,
投资活动产生的现金流量净额(万元),-5616,-1241,-304,2885,321,2581,-208,-8761,-3202,-2242,-4157,-10294,-1550,-681,-403,-318,-219,-212,-491,-439,-3710,-2629,
吸收投资收到的现金(万元),4538,96,96,391,313,200,,2346,2346,,,29208,,,,,,,,,,8823,
其中：子公司吸收少数股东投资收到的现金(万元),96,96,96,391,313,200,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),13304,7000,5000,17129,12729,4100,,8900,3900,,,12590,12590,12590,5590,17288,15638,12289,13490,9000,5500,6000,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,570,,,
筹资活动现金流入小计(万元),17842,7096,5096,17521,13042,4300,0,11246,6246,0,0,41798,12590,12590,5590,17288,15638,12289,13490,9570,5500,14823,
偿还债务支付的现金(万元),4990,3990,3000,13910,3900,,,3000,3000,3000,,13900,5310,5310,2110,19968,9490,7990,13500,7500,3000,6000,
分配股利、利润或偿付利息所支付的现金(万元),676,482,184,1348,1157,980,115,2835,2741,2728,33,435,311,176,64,625,440,260,618,472,178,199,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),694,,,972,972,,,,,,,1107,189,66,28,272,148,107,266,260,408,3881,
筹资活动现金流出小计(万元),6360,4472,3184,16230,6029,980,115,5835,5741,5728,33,15442,5810,5552,2202,20865,10078,8357,14384,8232,3586,10080,
筹资活动产生的现金流量净额(万元),11482,2624,1911,1290,7013,3320,-115,5411,505,-5728,-33,26355,6780,7038,3388,-3577,5560,3932,-894,1338,1914,4742,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,,,,,,,,,,,
现金及现金等价物净增加额(万元),9797,-15761,-13348,1702,-11776,-8700,-10871,-11097,-23545,-24956,-13265,14853,-12510,-11914,-9734,4726,-9148,-8816,587,2163,-581,3953,
加:期初现金及现金等价物余额(万元),20300,20300,20300,18597,18597,18597,18597,29694,29694,29694,29694,14841,16547,14841,14841,10115,11491,10115,9529,7365,9942,5989,
期末现金及现金等价物余额(万元),30096,4539,6951,20300,6821,9897,7726,18597,6149,4738,16429,29694,4036,2927,5107,14841,2343,1299,10115,9529,9361,9942,
净利润(万元),,-1145,,619,,-2798,,3790,,732,,6935,,3496,,6394,,611,1433,5920,4569,4237,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,137,,1317,,99,,1781,,633,,1566,,735,,971,,399,600,683,420,294,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,695,,1193,,582,,984,,444,,779,,369,,783,,396,612,374,303,243,
无形资产摊销(万元),,52,,79,,25,,50,,25,,35,,17,,34,,17,34,34,34,20,
长期待摊费用摊销(万元),,39,,107,,44,,11,,,,,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,-9,,0,,-1,,-6,,-3,,-1,,1,,1,1,1,1,0,
固定资产报废损失(万元),,3,,9,,,,1,,1,,29,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,289,,602,,166,,-68,,61,,472,,234,,741,,356,700,638,269,258,
投资损失(万元),,-103,,225,,54,,-69,,,,,,,,,,,-265,-1870,-9,-9,
递延所得税资产减少(万元),,-571,,-832,,-698,,-255,,-90,,-206,,-103,,-150,,-61,-89,-189,-64,-48,
递延所得税负债增加(万元),,,,,,,,,,,,,,,,,,,,,,,
存货的减少(万元),,-8291,,-6233,,-4389,,3361,,53,,-2900,,-4971,,-4035,,-2952,-3170,-1914,2459,2195,
经营性应收项目的减少(万元),,3980,,-8391,,-842,,-15786,,-7965,,-11136,,-11973,,-6215,,-4752,-2377,-6587,-6272,-5786,
经营性应付项目的增加(万元),,-12366,,8745,,-7196,,-1780,,-10874,,3222,,-6074,,10097,,-6551,4493,4174,-495,436,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,,
其他(万元),,138,,95,,350,,235,,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,-17143,,-2473,,-14601,,-7746,,-16986,,-1209,,-18271,,8621,,-12537,1971,1265,1215,1840,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,,
