报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),247033,203967,61080,263158,186875,113768,46883,191213,146448,90380,41060,151539,107001,72031,26285,122231,128419,104576,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),11593,8733,3738,13293,10855,6785,3868,8700,5905,3530,1522,7772,6138,3921,2258,10141,10937,9425,
收到的其他与经营活动有关的现金(万元),2285,1897,1183,2112,2612,777,614,2131,2207,1940,1279,2978,3324,2575,3393,3189,2835,1803,
经营活动现金流入小计(万元),260911,214597,66002,278563,200343,121331,51365,202044,154560,95850,43860,162290,116463,78527,31936,135561,142191,115803,
购买商品、接受劳务支付的现金(万元),162878,150780,45729,182061,136771,83006,37299,130072,97498,59740,26342,94235,71689,44887,18977,90527,109143,80901,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),20954,15254,7864,26134,20005,14468,7986,20755,15108,10606,6261,15456,11310,7567,3997,13553,11666,10931,
支付的各项税费(万元),6139,3925,2214,5417,5337,3729,1652,5912,5341,3964,1827,3995,3532,1707,657,3687,2417,1063,
支付的其他与经营活动有关的现金(万元),40986,27111,9053,43693,28786,18318,5052,26550,20846,13269,6237,23890,13486,10336,3795,15775,13886,12226,
经营活动现金流出小计(万元),230957,197070,64860,257306,190898,119522,51989,183289,138793,87579,40667,137576,100017,64497,27425,123542,137112,105120,
经营活动产生的现金流量净额(万元),29953,17527,1142,21257,9444,1809,-624,18755,15768,8271,3193,24714,16446,14030,4511,12019,5079,10684,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,,,2,,
取得投资收益所收到的现金(万元),1193,439,276,1572,1070,591,221,137,,,,8,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,20,6,325,11,3,-30,11,,1,1,71,86,19,-1,33,21,80,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),55477,51477,26000,71000,12260,10025,7525,26142,26080,17080,3080,12208,7846,149,2811,9618,1127,89,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),56671,51936,26282,72897,13341,10619,7715,26289,26080,17081,3081,12287,7932,168,2810,9651,1150,168,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),7818,4447,1857,13066,5464,2321,1313,8523,1726,733,470,2580,1899,761,512,2258,4368,2041,
投资所支付的现金(万元),73,,,14410,12380,,,,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,92,,,,,,,,,,,,,,8,,,
支付的其他与投资活动有关的现金(万元),57764,40642,22322,63666,,,,63060,23000,14000,,12200,6334,,,8900,2764,1000,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),65656,45181,24179,91142,17843,2321,1313,71583,24726,14733,470,14780,8233,761,512,11166,7132,3041,
投资活动产生的现金流量净额(万元),-8986,6755,2103,-18245,-4502,8298,6403,-45293,1354,2348,2612,-2494,-301,-592,2298,-1515,-5982,-2873,
吸收投资收到的现金(万元),,,,5542,3801,1749,1508,40784,40784,,,,,,,20334,1,7,
其中：子公司吸收少数股东投资收到的现金(万元),,,,4038,,,,,,,,,,,,,1,7,
取得借款收到的现金(万元),93,,,100,,,,1917,1917,1917,1700,1700,1700,1727,1178,21355,47973,46264,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,,,160,
筹资活动现金流入小计(万元),93,0,0,5642,3801,1749,1508,42701,42701,1917,1700,1700,1700,1727,1178,41689,47974,46431,
偿还债务支付的现金(万元),100,100,,,,,,3700,1700,1700,1700,9795,6743,2743,1243,48957,39233,50245,
分配股利、利润或偿付利息所支付的现金(万元),4308,4308,1,4044,4038,4038,,76,69,46,24,352,296,225,111,1664,2088,2222,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),6983,5873,1244,,,,,,,,,,,,,,60,,
筹资活动现金流出小计(万元),11392,10281,1245,4044,4038,4038,0,3776,1770,1746,1725,10147,7039,2968,1354,50621,41380,52468,
筹资活动产生的现金流量净额(万元),-11298,-10281,-1245,1598,-237,-2289,1508,38925,40932,171,-24,-8447,-5338,-1241,-176,-8932,6593,-6036,
汇率变动对现金及现金等价物的影响(万元),139,260,-204,303,468,138,299,-673,187,297,19,-1198,-582,4,-59,-490,350,-958,
现金及现金等价物净增加额(万元),9809,14261,1796,4913,5174,7956,7586,11714,58240,11087,5800,12576,10225,12200,6574,1082,6040,816,
加:期初现金及现金等价物余额(万元),39198,39198,39198,34285,34285,34285,22572,22572,22572,22572,22572,9996,9996,12696,9996,8914,2874,2057,
期末现金及现金等价物余额(万元),49007,53459,40994,39198,39459,42241,30157,34285,80812,33659,28371,22572,20221,24896,16570,9996,8914,2874,
净利润(万元),,10070,,11879,,7209,,9741,,,2965,8827,,,1575,5929,9090,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,951,,1599,,327,,1069,,,-205,699,,,-43,547,389,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1249,,2743,,1351,,2540,,,628,2465,,,605,2190,1981,,
无形资产摊销(万元),,525,,587,,253,,376,,,82,279,,,66,225,201,,
长期待摊费用摊销(万元),,137,,152,,66,,80,,,20,59,,,14,51,60,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,103,,78,,17,,21,,,6,122,,,0,13,262,,
固定资产报废损失(万元),,,,,,,,,,,,,,,,,,,
公允价值变动损失(万元),,293,,-154,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,
财务费用(万元),,-265,,-700,,-243,,1468,,,185,-697,,,147,207,1379,,
投资损失(万元),,-499,,2430,,-678,,-337,,,,-8,,,,,,,
递延所得税资产减少(万元),,-35,,-162,,20,,28,,,21,41,,,20,-46,310,,
递延所得税负债增加(万元),,,,,,,,,,,,,,,,,,,
存货的减少(万元),,5164,,-8066,,-5280,,-7831,,,-3215,2267,,,-505,3936,-1690,,
经营性应收项目的减少(万元),,-8119,,-16307,,-16382,,-6307,,,6895,-3123,,,1314,11891,-17698,,
经营性应付项目的增加(万元),,7955,,27178,,15148,,17907,,,-4189,13785,,,1317,-13590,10794,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,,,666,,,
经营活动产生现金流量净额(万元),,17527,,21257,,1809,,18755,,,3193,24714,,,4511,12019,5079,,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),49007,53459,40994,39198,39459,42241,30157,34285,80812,33659,28371,22572,20221,24896,16570,9996,8914,2874,
现金的期初余额(万元),39198,39198,39198,34285,34285,34285,22572,22572,22572,22572,22572,9996,9996,12696,9996,8914,2874,2057,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),9809,14261,1796,4913,5174,7956,7586,11714,58240,11087,5800,12576,10225,12200,6574,1082,6040,816,

