报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),117214,71097,40465,189710,136166,81982,35846,173336,150770,71390,124624,54738,105568,100604,85251,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,
收到的税费返还(万元),12665,7858,4841,17622,13006,8393,4282,18904,17390,6961,12197,5063,10230,11673,7809,
收到的其他与经营活动有关的现金(万元),3485,3913,2189,1573,1109,922,65,3265,402,297,881,249,960,516,494,
经营活动现金流入小计(万元),133364,82868,47494,208905,150280,91297,40193,195505,168563,78648,137702,60050,116759,112793,93554,
购买商品、接受劳务支付的现金(万元),86581,61918,38028,142990,108150,68955,32028,135890,121214,54448,86320,39734,86272,83215,68382,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),20340,14407,8370,27879,21488,15443,8867,25590,23387,13433,20446,10430,15279,13189,10346,
支付的各项税费(万元),2990,1465,994,4654,3178,1798,1175,3679,2635,1273,3091,2396,2974,1949,1835,
支付的其他与经营活动有关的现金(万元),15607,7810,3290,16748,11995,7537,3162,15052,14726,6494,12264,5517,9730,8433,6650,
经营活动现金流出小计(万元),125517,85599,50683,192271,144811,93734,45233,180211,161963,75649,122121,58077,114256,106787,87214,
经营活动产生的现金流量净额(万元),7847,-2731,-3188,16634,5469,-2437,-5039,15294,6600,2999,15581,1973,2503,6006,6340,
收回投资所收到的现金(万元),,,,,,,,,21500,21500,521,521,8,,,
取得投资收益所收到的现金(万元),,,,,,,-0,,29,24,106,18,4,4,4,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),22,,1,49,57,5,8,34,55,35,342,4,27,13,43,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,155,155,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,690,506,,,,396,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),22,0,1,49,57,5,8,34,22430,22219,969,543,39,414,47,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),2526,1771,661,3688,2427,1312,536,6524,4052,2188,5844,2824,5592,9259,8237,
投资所支付的现金(万元),7000,,,,,,,,21500,21500,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,105,105,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,385,,,187,111,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),9526,1771,661,3688,2427,1312,536,6524,25552,23688,6335,2928,5592,9446,8348,
投资活动产生的现金流量净额(万元),-9504,-1771,-659,-3638,-2370,-1307,-528,-6490,-3123,-1468,-5366,-2385,-5553,-9032,-8300,
吸收投资收到的现金(万元),57780,,,,,,,,,,,,,134,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,
取得借款收到的现金(万元),3874,3874,2000,14028,11934,9816,5550,28475,17427,12233,30822,23617,35886,21102,14645,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),8299,6392,3168,12067,8193,5382,2460,9409,10454,7311,,,,,,
筹资活动现金流入小计(万元),69953,10266,5168,26095,20126,15198,8010,37884,27881,19545,30822,23617,35886,21236,14645,
偿还债务支付的现金(万元),6000,2000,,21824,17649,7950,3750,25218,28020,17896,28509,16687,32751,14887,11358,
分配股利、利润或偿付利息所支付的现金(万元),327,268,82,1263,1032,695,169,1336,2810,850,3595,2016,1229,1929,1725,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,100,100,,,,,,
支付其他与筹资活动有关的现金(万元),10039,4351,2441,13258,9195,5884,2906,10467,8209,4816,1999,,82,373,101,
筹资活动现金流出小计(万元),16366,6618,2522,36344,27875,14528,6825,37021,39039,23562,34104,18703,34063,17190,13184,
筹资活动产生的现金流量净额(万元),53587,3648,2646,-10249,-7749,670,1184,863,-11159,-4017,-3282,4913,1823,4046,1461,
汇率变动对现金及现金等价物的影响(万元),-285,-1,163,129,591,349,-524,781,-395,-287,1419,96,834,-381,-575,
现金及现金等价物净增加额(万元),51644,-856,-1039,2876,-4058,-2726,-4907,10447,-8076,-2773,8351,4597,-393,639,-1073,
加:期初现金及现金等价物余额(万元),26782,26782,26782,23906,23906,23906,23906,13459,21535,21535,13071,12771,13163,12524,13597,
期末现金及现金等价物余额(万元),78426,25926,25743,26782,19848,21180,18999,23906,13459,18762,21422,17368,12771,13163,12524,
净利润(万元),,,,11940,,5905,,10279,9179,4450,8355,4129,6111,4606,4802,
少数股东损益(万元),,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,
资产减值准备(万元),,,,1492,,1063,,812,891,133,988,123,1140,468,88,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,,,3569,,1760,,3284,3175,1547,2961,1483,2533,1866,1773,
无形资产摊销(万元),,,,359,,179,,201,190,95,157,69,126,115,100,
长期待摊费用摊销(万元),,,,,,,,1,2,1,2,1,2,2,62,
待摊费用的减少(万元),,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,-26,,-0,,-11,53,39,86,6,24,32,90,
固定资产报废损失(万元),,,,81,,4,,2,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,
