报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),84989,53710,25956,90785,60197,36907,14877,90236,67793,39769,16761,106816,114136,73223,56678,12868,71089,27886,53609,54521,49677,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),1716,1102,413,2250,1687,1127,444,2399,1752,1146,537,2422,769,,,,,1,12,,,
收到的其他与经营活动有关的现金(万元),2170,3319,5936,1746,-2554,1888,1922,2947,3951,503,297,15396,737,11704,902,866,2718,1546,2498,1825,6086,
经营活动现金流入小计(万元),88875,58131,32305,94782,59329,39922,17243,95583,73496,41418,17596,124634,115642,84927,57580,13734,73807,29433,56119,56346,55763,
购买商品、接受劳务支付的现金(万元),87618,53567,28965,56162,42930,28796,22417,63680,49856,26399,13410,48066,60996,39745,34313,5090,60227,23572,21901,16559,19406,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),11982,8583,5490,9075,6968,5037,3800,6954,5193,3785,2468,6394,5766,4195,2978,1636,5528,2781,5109,5400,4577,
支付的各项税费(万元),13815,10517,3856,12465,10877,7365,2333,11536,8841,6233,2331,11652,9369,6299,4224,1313,7476,4631,7883,5907,2921,
支付的其他与经营活动有关的现金(万元),5662,7201,2975,7700,3129,2033,42,7001,3354,1397,1004,4795,3026,14453,1609,1659,4067,5866,4220,4758,3856,
