报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),80196,54425,26108,143113,112623,79383,46783,143616,112429,74737,38824,113555,81328,66717,35698,104953,84889,62191,59405,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),354,344,12,99,633,55,28,229,189,113,75,691,518,352,117,1379,2541,2676,4063,
收到的其他与经营活动有关的现金(万元),3921,2908,990,3452,725,656,314,2615,1776,1042,888,780,551,321,359,539,1086,801,259,
经营活动现金流入小计(万元),84471,57677,27111,146663,113981,80094,47125,146459,114395,75892,39787,115026,82396,67389,36174,106871,88516,65668,63727,
购买商品、接受劳务支付的现金(万元),55829,34414,18687,85154,70444,49069,24943,88827,74169,49465,25340,63569,46760,40256,18642,65985,52873,40134,41868,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),17838,12312,6484,30424,20990,14560,7391,28520,20764,14276,7186,24157,17460,12280,5709,18753,15139,12388,10181,
支付的各项税费(万元),2486,2152,1871,2197,2224,1637,1301,4802,4607,3441,1912,6130,4367,3308,2252,5843,4265,3657,2415,
支付的其他与经营活动有关的现金(万元),4030,2452,2018,7525,5968,4034,2296,10025,5225,3210,1810,6811,4406,3656,1853,7008,5190,4262,3748,
经营活动现金流出小计(万元),80184,51330,29060,125300,99626,69300,35931,132174,104765,70392,36248,100667,72993,59500,28456,97589,77466,60441,58212,
经营活动产生的现金流量净额(万元),4287,6347,-1949,21363,14354,10794,11194,14285,9630,5500,3540,14359,9403,7889,7718,9282,11050,5227,5515,
收回投资所收到的现金(万元),13544,10000,10000,24299,8500,8500,8501,27000,5000,,,,,,,,,,,
取得投资收益所收到的现金(万元),926,657,90,640,130,97,82,902,470,2,,439,4,4,,377,365,755,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4,,,2991,60,32,,180,,,,169,175,174,,39,18,0,1,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),938,,,,1970,1970,300,158,158,158,,872,718,258,,1158,402,,130,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,
